Genres,Release_year,Runtime,Language,Adult,Vote_average
"['Adventure', 'Science Fiction', 'Western']",1973.0,89,en,0,6.8
"['Drama', 'Romance']",2023.0,28,hi,0,6.071
"['Comedy', 'Crime']",2020.0,113,en,0,7.668
"['Action', 'Adventure', 'Drama', 'Family']",1984.0,127,en,0,7.2
"['Comedy', 'Crime']",1988.0,86,en,0,7.267
"['Action', 'Adventure', 'Science Fiction']",2013.0,132,en,0,7.32
"['Drama', 'Romance']",1943.0,98,en,0,8.143
"['Drama', 'Romance']",1955.0,88,sv,0,7.0
"['Crime', 'Mystery', 'Thriller']",2022.0,127,en,0,6.417
"['Action', 'Drama', 'History', 'Thriller', 'War']",2016.0,144,en,0,7.273
['Romance'],2020.0,95,ko,0,5.5
"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",1989.0,104,en,0,6.5
['Drama'],2013.0,92,en,0,6.023
"['Action', 'Adventure', 'Thriller']",2002.0,133,en,0,5.998
"['Action', 'Adventure', 'Thriller']",2021.0,131,en,0,6.721
['Drama'],2023.0,92,tl,0,4.143
['Drama'],2026.0,86,es,0,0.0
"['Action', 'Crime', 'Thriller']",2015.0,92,en,0,5.7
"['Animation', 'Drama', 'Family', 'Science Fiction']",1999.0,86,en,0,7.949
"['Drama', 'Romance']",2024.0,145,ta,0,7.3
"['Comedy', 'Drama', 'Romance']",1995.0,190,hi,0,8.517
"['Action', 'Fantasy', 'TV Movie']",2023.0,140,en,0,7.5
"['Comedy', 'Drama', 'Family', 'Fantasy']",1995.0,92,en,0,6.261
"['Adventure', 'Drama']",2012.0,127,en,0,7.406
"['Adventure', 'Animation', 'Drama', 'Family']",1998.0,99,en,0,7.3
"['Action', 'Adventure', 'Thriller']",1967.0,117,en,0,6.594
"['Horror', 'Thriller']",2024.0,89,fr,0,6.526
"['Animation', 'Family']",2012.0,86,en,0,6.523
"['Action', 'Adventure', 'Fantasy']",2019.0,105,en,0,6.908
"['Comedy', 'Romance', 'Thriller']",2025.0,95,en,0,6.295
"['Action', 'Comedy', 'Crime']",2007.0,90,en,0,6.483
"['Comedy', 'History']",2025.0,97,en,0,6.9
"['Comedy', 'Family', 'Fantasy', 'Romance']",2006.0,103,en,0,6.454
['Comedy'],1973.0,93,it,0,7.3
[],2009.0,60,en,0,0.0
"['Action', 'Adventure', 'Science Fiction']",2023.0,134,en,0,7.013
"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",2001.0,124,en,0,6.692
"['Action', 'Comedy', 'Thriller']",2023.0,113,en,0,6.461
"['Comedy', 'Drama']",2025.0,95,da,0,7.5
"['Action', 'Crime', 'Thriller']",1992.0,126,zh,0,7.5
"['Crime', 'Drama', 'Thriller']",2021.0,128,en,0,6.338
"['Action', 'Adventure', 'Comedy', 'Crime']",1998.0,86,fr,0,6.718
"['Action', 'Adventure', 'Science Fiction']",2016.0,122,en,0,6.783
['Drama'],2025.0,174,ja,0,8.1
"['Action', 'Drama', 'Thriller']",1993.0,131,en,0,7.469
"['Horror', 'Mystery', 'Thriller']",2025.0,94,en,0,5.897
"['Animation', 'Comedy', 'Family', 'Fantasy']",2006.0,91,en,0,6.707
"['Adventure', 'Animation', 'Comedy', 'Family']",2016.0,97,en,0,6.253
"['Action', 'Adventure', 'Comedy', 'Fantasy']",2017.0,119,en,0,6.818
"['Adventure', 'Comedy', 'Drama', 'Fantasy']",2013.0,114,en,0,7.212
"['Action', 'Crime', 'Science Fiction']",1993.0,115,en,0,6.753
"['Mystery', 'Science Fiction', 'Thriller']",2011.0,93,en,0,7.307
"['Action', 'Science Fiction', 'Thriller']",2018.0,100,en,0,7.501
['Drama'],1968.0,71,en,0,5.465
"['Comedy', 'Crime', 'Drama', 'Mystery']",2025.0,119,id,0,8.3
"['Horror', 'Mystery']",2019.0,116,en,0,6.951
"['Adventure', 'Family', 'Mystery', 'Science Fiction']",2015.0,130,en,0,6.29
['Drama'],2017.0,79,ko,0,5.8
"['Action', 'Thriller']",2007.0,128,en,0,6.638
"['Action', 'Drama', 'Thriller']",2019.0,89,en,0,6.53
"['Action', 'Crime', 'Drama']",2019.0,118,en,0,6.353
"['Comedy', 'Drama', 'Romance']",2010.0,112,en,0,7.0
"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Music']",2016.0,92,en,0,6.63
"['Action', 'Western']",1993.0,130,en,0,7.576
"['Crime', 'Drama', 'Thriller']",2003.0,131,ko,0,8.054
"['Action', 'Comedy', 'Crime']",2021.0,118,en,0,6.744
"['Adventure', 'Comedy', 'Family', 'Fantasy']",1999.0,84,en,0,6.068
"['Action', 'Thriller']",2024.0,99,fr,0,6.153
"['Animation', 'Drama']",2024.0,58,ja,0,8.079
"['Crime', 'Drama', 'Mystery', 'Thriller']",1996.0,130,en,0,7.656
"['Horror', 'Thriller']",2021.0,100,zh,0,6.821
"['Animation', 'Drama', 'Family']",1942.0,69,en,0,7.008
"['Animation', 'Drama', 'Fantasy', 'Science Fiction']",1997.0,87,ja,0,8.3
"['Horror', 'Thriller']",2025.0,110,en,0,6.7
"['Crime', 'Horror', 'Thriller']",2010.0,108,en,0,6.503
"['Action', 'Adventure', 'Fantasy']",1986.0,116,en,0,6.862
"['Action', 'Adventure']",2022.0,116,en,0,6.873
"['Adventure', 'Drama', 'Family', 'Fantasy']",1984.0,97,de,0,7.209
"['Crime', 'Drama', 'Mystery']",2025.0,107,fr,0,5.8
"['Action', 'Adventure', 'Comedy']",2000.0,98,en,0,5.9
"['Action', 'Adventure', 'Drama', 'Romance']",2000.0,120,zh,0,7.434
"['Action', 'Drama']",2015.0,123,en,0,7.362
"['Action', 'Thriller']",2011.0,93,en,0,5.716
"['Action', 'Horror']",2004.0,101,en,0,7.052
['Drama'],2018.0,119,ja,0,6.444
"['Comedy', 'Romance']",2002.0,96,ko,0,6.134
"['Comedy', 'Drama']",2025.0,155,hi,0,7.179
"['Adventure', 'Comedy', 'Science Fiction']",1990.0,119,en,0,7.489
"['Horror', 'Thriller']",2025.0,99,en,0,5.692
"['Drama', 'Science Fiction', 'Thriller']",2013.0,91,en,0,7.166
"['Adventure', 'Animation', 'Family']",1967.0,78,en,0,7.277
"['Action', 'Adventure', 'Thriller']",2014.0,126,en,0,6.205
"['Action', 'Drama']",2018.0,130,en,0,7.029
"['Action', 'Adventure', 'Crime', 'Mystery']",2009.0,129,en,0,7.216
['Horror'],2023.0,110,en,0,6.653
"['Drama', 'Horror', 'Mystery']",1970.0,92,en,0,5.561
"['Comedy', 'Drama', 'Family']",1996.0,113,en,0,6.291
"['Action', 'Crime']",2019.0,88,en,0,6.8
"['Adventure', 'Family', 'Fantasy']",1986.0,101,en,0,7.3
"['Action', 'Fantasy']",2008.0,92,en,0,6.351
"['Adventure', 'Animation', 'Comedy', 'Family']",2014.0,101,en,0,6.522
"['Comedy', 'Drama']",2013.0,128,ko,0,7.9
"['Action', 'Adventure', 'Science Fiction']",1997.0,125,en,0,4.386
"['Crime', 'Drama', 'History']",2002.0,168,en,0,7.314
['Action'],2023.0,93,en,0,8.1
"['Action', 'Crime']",2016.0,101,ja,0,7.108
"['Action', 'Drama', 'Thriller']",2006.0,143,en,0,7.555
['Drama'],1979.0,115,en,0,6.604
"['Action', 'Animation', 'Comedy', 'Family']",2017.0,104,en,0,7.2
"['Adventure', 'Animation', 'Drama', 'Family', 'Western']",2002.0,83,en,0,7.687
"['Comedy', 'Family']",2003.0,111,en,0,7.191
"['Action', 'Adventure', 'Fantasy']",2021.0,110,en,0,6.992
['Horror'],1981.0,85,en,0,7.275
"['Comedy', 'Drama']",1992.0,93,it,0,5.013
"['Drama', 'Mystery', 'Thriller']",2025.0,94,en,0,6.337
"['Action', 'Crime', 'Drama']",2002.0,96,en,0,6.512
"['Action', 'Adventure', 'Science Fiction']",1984.0,136,en,0,6.181
"['Comedy', 'Romance']",1988.0,117,en,0,6.879
"['Adventure', 'Animation', 'Comedy', 'Family']",2018.0,112,en,0,7.162
['Drama'],2013.0,105,en,0,7.079
"['Drama', 'Fantasy', 'Romance']",2015.0,112,en,0,7.47
['Horror'],2024.0,93,en,0,6.286
"['Action', 'Adventure', 'Fantasy']",1982.0,130,en,0,6.8
"['Comedy', 'Horror', 'Thriller']",2025.0,95,en,0,5.746
"['Action', 'Adventure', 'Science Fiction', 'Thriller']",2005.0,119,en,0,7.4
"['Adventure', 'Horror', 'Thriller']",1997.0,90,en,0,5.3
"['Action', 'Thriller']",2025.0,86,en,0,5.647
"['Action', 'Comedy', 'Crime', 'Mystery']",2025.0,95,nl,0,5.908
"['Crime', 'Drama', 'Thriller']",1975.0,124,en,0,7.844
"['Drama', 'Thriller']",1990.0,107,en,0,7.745
"['Action', 'Crime', 'Thriller']",2025.0,95,en,0,5.671
"['Horror', 'Mystery']",2017.0,94,en,0,6.269
"['Crime', 'Mystery', 'Thriller']",1986.0,120,en,0,7.6
"['Comedy', 'Drama']",1985.0,98,en,0,7.725
['Drama'],2026.0,105,pt,0,0.0
"['Action', 'Crime', 'Thriller']",1989.0,114,en,0,7.026
"['Adventure', 'Family', 'Fantasy']",2022.0,105,en,0,6.296
"['Crime', 'Drama']",2013.0,138,en,0,6.855
"['Animation', 'Comedy', 'Crime', 'Family', 'Mystery']",2005.0,81,en,0,6.269
"['Comedy', 'Romance']",2011.0,125,en,0,6.508
"['Crime', 'Drama']",2023.0,99,tl,0,3.5
"['Action', 'Horror', 'Thriller']",2020.0,90,en,0,6.635
"['Action', 'Adventure', 'Fantasy']",2008.0,112,en,0,5.513
"['Horror', 'Thriller']",2006.0,107,en,0,6.454
"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']",2002.0,96,en,0,7.565
"['Comedy', 'Horror', 'Romance']",2025.0,97,en,0,6.318
['Horror'],2023.0,104,id,0,6.0
"['Horror', 'Science Fiction']",1993.0,87,en,0,6.16
"['Drama', 'Science Fiction', 'War']",2023.0,73,en,0,4.6
"['Action', 'Adventure', 'Animation', 'Horror', 'Science Fiction']",2017.0,97,ja,0,6.91
"['Comedy', 'Drama', 'Fantasy']",2006.0,107,en,0,6.3
"['Comedy', 'Horror']",2009.0,107,en,0,5.988
"['Adventure', 'Fantasy', 'Mystery']",2025.0,126,en,0,6.26
"['Drama', 'Romance', 'Thriller']",2021.0,80,es,0,6.655
"['Adventure', 'Drama', 'History', 'War']",1960.0,197,en,0,7.537
"['Action', 'Adventure', 'Animation', 'Science Fiction']",2024.0,110,ja,0,7.221
"['Action', 'Adventure', 'Science Fiction']",2015.0,137,en,0,6.901
"['Animation', 'Comedy', 'Family']",2011.0,95,en,0,5.8
"['Drama', 'Music']",2006.0,130,en,0,6.708
"['Action', 'Comedy', 'War']",1991.0,85,en,0,6.6
"['Horror', 'Mystery', 'Thriller']",2024.0,89,en,0,6.21
"['Drama', 'History']",1995.0,140,en,0,7.452
['Drama'],1997.0,156,en,0,7.628
"['Crime', 'Thriller']",2023.0,118,en,0,6.583
['Western'],1965.0,132,it,0,8.015
"['Action', 'Adventure', 'Fantasy']",2016.0,123,en,0,6.397
"['Action', 'Science Fiction']",2024.0,118,en,0,6.677
"['Horror', 'Thriller']",2012.0,91,en,0,5.471
"['Horror', 'Thriller']",2024.0,110,en,0,7.154
"['Comedy', 'Romance']",2020.0,104,en,0,6.978
"['Action', 'Comedy', 'Crime']",2016.0,116,en,0,7.127
"['Action', 'Crime', 'Fantasy', 'Thriller']",2025.0,106,ja,0,6.901
"['Action', 'Adventure', 'Science Fiction']",1995.0,135,en,0,6.217
"['Action', 'Adventure', 'Comedy', 'Romance']",2007.0,93,en,0,4.915
"['Drama', 'Western']",2014.0,103,en,0,6.5
"['Comedy', 'Music']",2015.0,115,en,0,6.843
['Comedy'],2001.0,89,en,0,6.216
['Drama'],2009.0,94,en,0,3.5
"['Action', 'Science Fiction', 'Thriller']",2006.0,126,en,0,6.875
['Romance'],2026.0,116,en,0,7.0
"['Horror', 'Science Fiction']",1977.0,89,en,0,7.3
"['Action', 'Drama', 'Thriller']",2021.0,110,en,0,6.605
"['Action', 'Fantasy', 'Thriller']",2003.0,122,en,0,6.846
"['Action', 'Drama', 'History']",2021.0,153,en,0,7.414
"['Comedy', 'Drama', 'Mystery', 'Thriller']",1992.0,124,en,0,7.196
"['Comedy', 'Fantasy', 'Romance']",2004.0,98,en,0,6.766
"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']",2009.0,105,en,0,6.152
"['Adventure', 'Animation', 'Comedy', 'Family']",2021.0,107,en,0,7.337
"['Drama', 'Fantasy']",2013.0,72,fr,0,4.5
[],2010.0,115,en,0,5.0
"['Horror', 'Thriller']",1976.0,98,en,0,7.328
"['Action', 'Horror', 'Science Fiction']",2020.0,98,ko,0,7.214
"['Horror', 'Thriller']",2011.0,93,en,0,6.3
['Documentary'],2015.0,84,en,0,6.074
"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy']",2012.0,97,en,0,7.372
"['Animation', 'Drama', 'Family']",2025.0,78,fr,0,7.9
['Thriller'],2011.0,91,en,0,5.518
"['Action', 'Adventure', 'Drama', 'Romance']",2001.0,133,en,0,6.867
"['Documentary', 'Music']",2026.0,146,ko,0,8.417
"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",2011.0,103,en,0,5.759
"['Action', 'Adventure', 'Science Fiction']",2021.0,106,en,0,6.57
"['Adventure', 'Drama', 'Western']",2010.0,110,en,0,7.304
"['Action', 'Comedy']",2025.0,109,fr,0,6.078
"['Adventure', 'Comedy', 'Family']",2025.0,96,en,0,6.645
['Drama'],2022.0,101,en,0,7.666
"['Action', 'Horror', 'Science Fiction']",1992.0,114,en,0,6.376
"['Horror', 'Thriller']",2025.0,96,id,0,2.667
"['Horror', 'Mystery', 'Thriller']",2005.0,113,en,0,6.022
"['Horror', 'Thriller']",2014.0,93,en,0,6.734
"['Adventure', 'Animation', 'Comedy', 'Family']",2023.0,88,en,0,7.009
"['Drama', 'Science Fiction', 'Thriller']",2019.0,129,en,0,6.663
"['Drama', 'Romance']",2013.0,105,en,0,6.933
"['Action', 'Comedy']",2014.0,112,en,0,6.191
"['Horror', 'Thriller']",2025.0,98,en,0,6.436
"['Adventure', 'Family', 'Fantasy']",2016.0,113,en,0,6.56
"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy']",1986.0,125,ja,0,7.971
['Drama'],2001.0,151,hi,0,3.5
"['Comedy', 'Music', 'Thriller']",2026.0,103,en,0,5.7
"['Action', 'Adventure', 'Science Fiction']",2008.0,88,en,0,6.157
"['Adventure', 'Comedy', 'Crime']",2025.0,102,en,0,6.527
"['Crime', 'Drama', 'Western']",2012.0,115,en,0,7.066
"['Comedy', 'Crime']",2000.0,98,en,0,5.823
"['Horror', 'Thriller']",2014.0,103,en,0,6.629
['Thriller'],2016.0,90,en,0,6.096
"['Horror', 'Thriller']",2011.0,102,en,0,6.9
"['Adventure', 'Drama', 'Western']",1990.0,181,en,0,7.833
"['Adventure', 'Fantasy']",2018.0,134,en,0,6.8
"['Horror', 'Science Fiction', 'Thriller']",2020.0,124,en,0,7.1
['Comedy'],2004.0,92,en,0,6.614
"['Horror', 'Mystery', 'Thriller']",2025.0,97,en,0,6.7
"['Drama', 'Romance']",2015.0,110,ko,0,5.727
"['Crime', 'Drama']",2017.0,115,en,0,8.061
"['Horror', 'Science Fiction']",1986.0,96,en,0,7.429
"['Mystery', 'Romance', 'Thriller']",2022.0,139,ko,0,7.323
"['Action', 'Fantasy', 'Thriller']",2011.0,95,en,0,5.008
"['Comedy', 'Drama', 'History']",2025.0,106,fr,0,7.326
"['Action', 'Crime', 'Thriller']",2012.0,91,en,0,6.364
"['Drama', 'Romance', 'Western']",1994.0,105,en,0,7.165
"['Animation', 'Comedy', 'Family']",2006.0,90,en,0,5.909
['Horror'],2000.0,98,en,0,6.629
"['Drama', 'Thriller']",2025.0,130,en,0,7.085
['Romance'],2024.0,101,en,0,5.9
"['Adventure', 'Comedy']",2015.0,99,en,0,6.312
['Romance'],2016.0,92,ko,0,6.1
"['Crime', 'Drama']",2008.0,123,en,0,6.692
"['Adventure', 'Comedy']",2020.0,110,es,0,2.0
"['Drama', 'Romance']",2004.0,35,ru,0,5.6
"['Comedy', 'Drama', 'Romance']",2025.0,121,ko,0,8.356
['Comedy'],1996.0,92,en,0,6.669
"['Action', 'Comedy', 'Thriller']",2024.0,104,en,0,6.401
"['Drama', 'Romance']",2021.0,103,tl,0,5.1
"['Action', 'Drama', 'History', 'War']",2022.0,135,en,0,7.622
['Drama'],1998.0,95,en,0,5.2
['Drama'],1978.0,86,it,0,4.9
"['Comedy', 'Music']",1992.0,100,en,0,6.826
"['Action', 'Thriller']",2024.0,122,en,0,6.879
"['Adventure', 'Animation', 'Family']",2025.0,81,en,0,7.632
"['Adventure', 'Family', 'Fantasy']",2008.0,106,en,0,6.292
['Drama'],2004.0,132,en,0,7.954
['Drama'],2000.0,113,en,0,7.6
['Drama'],2012.0,122,ko,0,5.826
"['Crime', 'Drama', 'Romance', 'Western']",2022.0,103,en,0,5.8
"['Animation', 'Family', 'Fantasy']",1940.0,88,en,0,7.102
"['Action', 'Adventure', 'Drama', 'Western']",1972.0,134,en,0,7.1
"['Comedy', 'Drama', 'Romance']",2015.0,119,en,0,7.026
"['Action', 'Comedy', 'Crime']",2014.0,112,en,0,6.827
"['Animation', 'Drama', 'Fantasy', 'Romance']",2019.0,112,ja,0,7.982
"['Adventure', 'Animation', 'Comedy', 'Family']",2015.0,91,en,0,6.418
"['Adventure', 'Animation', 'Comedy', 'Family']",2025.0,83,en,0,6.753
"['Action', 'Crime', 'Thriller']",1998.0,122,en,0,6.958
['Drama'],1992.0,156,en,0,7.78
['Comedy'],1994.0,104,it,0,4.0
"['Action', 'Adventure', 'Drama', 'History']",2002.0,99,zh,0,7.508
"['Adventure', 'Animation', 'Comedy', 'Music']",2025.0,105,ja,0,7.3
"['Adventure', 'Animation', 'Family', 'Science Fiction']",2022.0,105,en,0,6.883
['Horror'],1974.0,83,en,0,7.282
"['Action', 'Adventure', 'Science Fiction']",1982.0,96,en,0,6.636
"['Animation', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",2015.0,94,en,0,6.791
['Drama'],2008.0,116,en,0,7.987
"['Action', 'Drama', 'Science Fiction', 'Thriller']",2013.0,109,en,0,6.514
"['Action', 'Comedy', 'Romance']",2010.0,113,en,0,7.485
"['Adventure', 'Animation', 'Family']",2025.0,44,en,0,6.9
"['Drama', 'Romance']",2018.0,73,ko,0,4.9
"['Comedy', 'Fantasy']",1991.0,100,en,0,7.065
"['Action', 'Drama', 'Thriller']",2013.0,134,en,0,7.538
"['Action', 'Adventure', 'Fantasy']",2012.0,99,en,0,5.8
"['Action', 'Comedy']",2023.0,108,en,0,6.4
"['Action', 'Adventure', 'Fantasy']",2010.0,116,en,0,6.296
"['Action', 'Adventure', 'Science Fiction']",2023.0,92,en,0,6.0
"['Drama', 'Romance']",2025.0,71,tl,0,7.4
"['Drama', 'History']",2021.0,144,en,0,7.604
"['Drama', 'Romance', 'Thriller']",2025.0,98,es,0,6.1
"['Comedy', 'Drama', 'Romance']",2008.0,146,en,0,6.56
"['Adventure', 'Animation', 'Comedy', 'Family']",2008.0,98,en,0,6.535
"['Drama', 'History']",2017.0,125,en,0,7.356
"['Crime', 'Thriller']",2004.0,125,en,0,6.564
"['Horror', 'Thriller']",2025.0,133,id,0,7.9
"['Comedy', 'Horror']",2014.0,87,en,0,6.174
"['Comedy', 'Drama', 'Romance']",2015.0,97,zh,0,5.4
"['Action', 'Adventure', 'Science Fiction', 'Thriller']",1979.0,126,en,0,6.181
"['Comedy', 'Family', 'Fantasy']",2000.0,105,en,0,6.8
"['Drama', 'Mystery', 'Thriller']",2000.0,106,en,0,7.142
"['Action', 'Crime', 'Thriller']",2024.0,100,ko,0,6.638
"['Action', 'Adventure', 'Thriller']",2023.0,107,en,0,6.9
"['Adventure', 'Animation', 'Drama', 'Family']",2000.0,82,en,0,6.552
['Western'],1964.0,99,it,0,7.826
"['Action', 'Crime', 'Drama']",2004.0,124,en,0,6.355
"['Drama', 'Mystery', 'Romance']",2023.0,99,pt,0,6.295
"['Mystery', 'Romance', 'Science Fiction', 'Thriller']",1997.0,107,en,0,7.565
[],1983.0,1,en,0,0.0
"['Action', 'Comedy', 'Crime', 'Romance', 'Science Fiction', 'Thriller']",1991.0,98,zh,0,6.0
"['Horror', 'Mystery', 'Thriller']",2000.0,96,en,0,5.45
"['Adventure', 'Comedy', 'Family']",2024.0,106,en,0,6.83
"['Comedy', 'Romance']",2020.0,125,en,0,7.0
"['Horror', 'Mystery']",2025.0,79,en,0,5.0
"['Drama', 'History']",1973.0,108,en,0,7.112
"['Drama', 'Romance', 'Thriller']",2024.0,93,en,0,6.345
"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",2025.0,89,en,0,7.518
"['Drama', 'History', 'Music']",2008.0,109,en,0,7.085
"['Action', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Fantasy']",2009.0,95,ja,0,7.384
"['Comedy', 'Crime', 'Romance']",2024.0,116,en,0,6.79
['Drama'],2016.0,99,en,0,6.136
"['Comedy', 'Drama', 'Romance']",1994.0,103,zh,0,8.0
"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy']",1998.0,96,ja,0,6.946
"['Action', 'Thriller', 'War']",2023.0,119,en,0,6.8
"['Comedy', 'Romance']",2006.0,105,en,0,6.813
"['Action', 'Crime']",2003.0,110,en,0,6.785
"['Adventure', 'Animation', 'Family', 'Fantasy']",2004.0,100,en,0,6.724
"['Comedy', 'Fantasy', 'Romance']",1987.0,89,en,0,6.851
"['Action', 'Crime', 'Drama', 'Thriller']",2010.0,96,en,0,7.55
['Comedy'],2013.0,92,fr,0,6.5
"['Adventure', 'Comedy', 'Science Fiction']",2022.0,104,en,0,6.998
"['Horror', 'Thriller']",2007.0,113,en,0,6.431
"['Comedy', 'Family', 'Romance']",2004.0,95,en,0,6.59
"['Fantasy', 'Romance']",2018.0,97,en,0,7.244
"['Action', 'Thriller']",1994.0,141,en,0,7.084
"['Comedy', 'Drama', 'Romance']",1990.0,110,en,0,6.7
"['Comedy', 'Romance']",2025.0,100,es,0,6.118
"['Drama', 'History']",2019.0,113,en,0,7.879
"['Comedy', 'Crime']",1984.0,97,en,0,6.7
"['Action', 'Comedy', 'Crime', 'Drama', 'Western']",2010.0,148,es,0,7.885
['Comedy'],1992.0,81,es,0,4.7
"['Drama', 'Horror']",2023.0,98,en,0,6.717
"['Crime', 'Documentary']",2026.0,95,en,0,6.333
"['Drama', 'History']",2003.0,123,en,0,6.4
"['Action', 'Crime', 'Thriller']",2012.0,94,en,0,6.497
"['Action', 'Fantasy', 'Horror']",2024.0,111,en,0,5.8
"['Horror', 'Thriller']",2021.0,110,en,0,5.956
"['Action', 'Adventure', 'Western']",1960.0,127,en,0,7.508
"['Action', 'Adventure', 'Thriller']",1963.0,115,en,0,7.066
"['Action', 'Fantasy', 'Thriller']",1994.0,102,en,0,7.518
"['Mystery', 'Thriller']",2025.0,95,en,0,6.3
"['Action', 'Thriller']",2025.0,109,de,0,6.61
"['Drama', 'Mystery', 'Romance']",2022.0,126,en,0,7.528
"['Adventure', 'Animation', 'Comedy', 'Family']",1970.0,78,en,0,7.294
"['Action', 'Drama', 'Romance']",2001.0,172,ta,0,5.8
"['Drama', 'Romance']",2020.0,114,pl,0,7.004
"['Comedy', 'Family', 'Fantasy']",2003.0,97,en,0,6.664
"['Action', 'History', 'Romance', 'War']",1992.0,112,en,0,7.384
['Horror'],1988.0,87,en,0,6.738
"['Science Fiction', 'Thriller']",2007.0,108,en,0,6.959
"['Adventure', 'Animation', 'Comedy', 'Family', 'Romance']",1955.0,76,en,0,7.1
"['Comedy', 'Romance']",2018.0,112,en,0,6.6
['Horror'],2014.0,63,ja,0,5.278
"['Action', 'Mystery', 'Science Fiction', 'Thriller']",2009.0,121,en,0,6.239
"['Horror', 'Thriller']",2008.0,111,en,0,6.556
"['Action', 'Adventure', 'Animation', 'Comedy']",2004.0,82,ja,0,7.299
"['Drama', 'Science Fiction']",1979.0,162,ru,0,8.1
"['Mystery', 'Science Fiction', 'Thriller']",2011.0,112,en,0,6.77
"['Adventure', 'Animation', 'Fantasy']",1984.0,117,ja,0,7.946
"['Action', 'Adventure', 'Thriller']",2025.0,173,hi,0,5.875
"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']",2025.0,89,fr,0,7.842
"['Drama', 'Science Fiction', 'Thriller']",2011.0,106,en,0,6.6
"['Animation', 'Comedy', 'Family', 'Fantasy']",2007.0,92,en,0,5.831
"['Drama', 'Romance']",1988.0,124,it,0,8.424
"['Action', 'Comedy', 'Crime']",2003.0,146,en,0,6.656
['Documentary'],2026.0,123,en,0,7.536
"['Drama', 'Romance']",1983.0,110,it,0,5.968
"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",1983.0,121,en,0,6.051
"['Drama', 'History', 'Romance']",2008.0,110,en,0,6.991
"['Comedy', 'Family', 'Fantasy']",1995.0,100,en,0,6.335
"['Horror', 'Thriller']",2006.0,93,en,0,5.478
"['Drama', 'Romance']",2019.0,109,en,0,8.177
"['Comedy', 'Drama', 'Music', 'Romance']",2000.0,100,en,0,6.268
"['Crime', 'Drama', 'Thriller']",1996.0,147,en,0,7.602
"['Drama', 'Romance', 'Thriller']",2011.0,100,es,0,7.224
"['Drama', 'Romance']",2016.0,85,ko,0,6.0
"['Horror', 'Thriller']",2022.0,121,en,0,6.168
['Horror'],2025.0,98,en,0,3.2
"['Drama', 'Thriller']",2015.0,118,en,0,8.0
"['Action', 'Drama']",2011.0,140,en,0,7.845
"['Comedy', 'Drama', 'Romance']",1993.0,105,en,0,6.736
"['Action', 'Fantasy']",1992.0,126,en,0,6.9
"['Drama', 'History']",2024.0,138,pt,0,7.894
"['Comedy', 'Romance']",2005.0,87,en,0,5.148
"['Action', 'Thriller']",2013.0,91,en,0,5.526
"['Action', 'Adventure', 'Fantasy']",2011.0,113,en,0,5.309
['Romance'],2025.0,115,ja,0,7.4
"['Action', 'Drama', 'War']",2014.0,102,en,0,6.115
"['Adventure', 'Animation', 'Comedy', 'Fantasy']",2016.0,89,en,0,5.75
"['Comedy', 'Romance']",2014.0,117,en,0,6.892
"['Action', 'Drama', 'Thriller']",1989.0,97,en,0,6.839
['Horror'],1980.0,95,en,0,6.402
"['Adventure', 'Fantasy']",1981.0,141,en,0,7.0
"['Action', 'Fantasy', 'Science Fiction']",2017.0,95,en,0,5.788
"['Comedy', 'Family', 'Fantasy']",2005.0,97,en,0,6.688
"['Adventure', 'Animation', 'Mystery']",2011.0,107,en,0,6.9
"['Drama', 'History']",1982.0,123,pt,0,5.8
"['Action', 'Adventure', 'Science Fiction', 'Thriller']",2011.0,114,en,0,5.177
"['Crime', 'Drama', 'Horror']",2006.0,91,it,0,7.736
['Comedy'],2021.0,115,en,0,3.9
['Horror'],2017.0,110,en,0,6.605
"['Comedy', 'Family', 'Science Fiction']",1997.0,93,en,0,5.655
"['Horror', 'Thriller']",2025.0,93,en,0,6.269
"['Drama', 'History', 'Romance', 'War']",1999.0,181,en,0,6.463
"['Adventure', 'Drama']",2007.0,148,en,0,7.8
"['Comedy', 'Romance']",2025.0,105,th,0,3.5
"['Drama', 'Music']",2025.0,120,en,0,6.741
"['Action', 'Horror', 'Thriller']",2025.0,87,en,0,5.551
"['Action', 'Crime', 'Science Fiction', 'Thriller']",2025.0,100,fr,0,6.3
['Drama'],2012.0,138,en,0,6.856
"['Action', 'Crime', 'Thriller']",2010.0,119,ko,0,7.699
['Drama'],2025.0,114,es,0,6.561
"['Horror', 'Thriller']",2024.0,103,en,0,6.309
"['Action', 'Adventure', 'Science Fiction']",2025.0,125,en,0,6.484
