Genres,Release_year,Runtime,Language,Adult,Vote_average
['Documentary'],2012.0,103,en,0,6.129
"['Crime', 'Thriller']",2024.0,114,pt,0,4.2
['Drama'],1988.0,95,hu,0,0.0
"['Drama', 'Horror']",2024.0,88,en,0,3.0
['Drama'],1984.0,90,pt,0,4.3
"['Action', 'Thriller']",2001.0,90,en,0,3.4
"['Drama', 'Romance']",2004.0,104,en,0,6.83
"['Drama', 'Romance']",2003.0,60,tl,0,2.333
['Drama'],2018.0,20,ru,0,1.0
"['Drama', 'Horror', 'Thriller']",2014.0,7,en,0,6.5
"['Action', 'Drama', 'Family']",2011.0,95,en,0,5.445
"['Comedy', 'Drama']",2024.0,100,sv,0,6.57
['Drama'],1980.0,124,en,0,7.5
"['Drama', 'Fantasy', 'TV Movie']",1995.0,29,pl,0,6.2
"['Action', 'Adventure', 'Family', 'Fantasy']",2006.0,104,en,0,5.129
['Crime'],1976.0,110,de,0,3.75
"['Comedy', 'Drama', 'Romance']",2008.0,103,en,0,5.944
"['Action', 'Adventure', 'Animation', 'Fantasy']",2019.0,104,ja,0,8.137
[],1974.0,4,en,0,0.0
"['Comedy', 'Romance']",1972.0,93,en,0,7.5
"['Comedy', 'Fantasy', 'Romance', 'Science Fiction']",2024.0,89,en,0,5.288
['Comedy'],1974.0,88,en,0,0.0
"['Comedy', 'Drama']",2015.0,115,en,0,6.149
"['Comedy', 'Romance']",2025.0,100,en,0,6.028
['Drama'],2018.0,8,fr,0,2.0
"['Action', 'Crime', 'Drama', 'Thriller']",2008.0,90,en,0,6.4
[],2012.0,8,en,0,0.0
"['Action', 'Crime', 'Drama', 'Thriller']",2016.0,92,en,0,5.699
['Drama'],2013.0,93,en,0,5.8
"['Comedy', 'Drama']",2021.0,88,en,0,8.005
"['Drama', 'Mystery', 'Thriller']",1986.0,130,en,0,7.492
"['TV Movie', 'Thriller']",1992.0,87,en,0,3.0
['Comedy'],2013.0,12,en,0,0.0
"['Action', 'Crime', 'Thriller']",2001.0,99,en,0,6.254
['Drama'],2010.0,15,en,0,0.0
"['Drama', 'TV Movie']",2006.0,90,en,0,7.553
"['Comedy', 'Romance']",2010.0,100,en,0,6.897
['Drama'],1978.0,113,en,0,5.2
['Comedy'],2010.0,82,en,0,2.95
"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",2020.0,107,zh,0,6.4
['Drama'],2022.0,100,en,0,0.0
['Thriller'],2020.0,90,en,0,6.028
"['Comedy', 'Romance']",2024.0,106,en,0,6.267
['Drama'],2008.0,104,en,0,7.203
['Music'],2001.0,163,en,0,0.0
"['Horror', 'Thriller']",1982.0,93,en,0,5.597
['Horror'],1990.0,74,en,0,4.462
"['Adventure', 'Horror', 'Thriller']",2020.0,96,en,0,4.9
['Drama'],2019.0,101,fr,0,5.691
"['Drama', 'Music']",2012.0,148,fr,0,6.4
['Drama'],2022.0,105,en,0,6.0
['Drama'],2006.0,23,en,0,0.0
['War'],1945.0,107,es,0,5.3
"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance']",1989.0,122,en,0,5.474
"['Drama', 'Romance']",2014.0,90,en,0,2.0
['Drama'],2008.0,93,en,0,5.0
"['Drama', 'Thriller']",2016.0,131,fr,0,6.4
"['Family', 'TV Movie']",2015.0,89,en,0,5.7
"['Horror', 'Thriller']",2025.0,15,en,0,0.0
['Horror'],2014.0,88,en,0,4.438
"['Comedy', 'Drama', 'Thriller']",1996.0,96,en,0,5.995
"['Crime', 'Mystery', 'Thriller']",2010.0,88,en,0,3.6
"['Action', 'Drama', 'Romance']",1985.0,112,en,0,5.8
"['Drama', 'Romance']",2024.0,48,tl,0,5.0
['Comedy'],2026.0,122,fr,0,7.289
"['Action', 'Crime', 'Thriller']",2008.0,118,en,0,4.7
"['Comedy', 'Drama', 'Romance']",2023.0,90,tr,0,7.294
"['Horror', 'Mystery', 'Thriller']",2016.0,84,en,0,4.335
"['Action', 'Thriller']",2013.0,89,en,0,4.3
['Drama'],2023.0,35,hu,0,1.0
"['Adventure', 'Comedy', 'Drama']",2025.0,117,ko,0,6.778
"['Drama', 'TV Movie']",1992.0,68,en,0,6.0
"['Crime', 'Drama']",2010.0,108,ca,0,6.7
['Animation'],2001.0,20,ja,0,5.0
"['Adventure', 'Fantasy', 'Romance']",1994.0,96,en,0,1.5
"['Crime', 'Drama']",1988.0,116,hu,0,7.6
"['Comedy', 'Romance']",1950.0,103,en,0,7.26
['Drama'],2011.0,94,it,0,5.278
"['Action', 'Adventure', 'Crime', 'Science Fiction', 'Thriller']",1990.0,117,en,0,6.029
['Documentary'],1980.0,28,en,0,0.0
"['Comedy', 'Science Fiction']",1984.0,93,en,0,5.6
"['Horror', 'Thriller']",2021.0,83,en,0,5.821
"['Action', 'Thriller']",2007.0,90,en,0,5.2
['Comedy'],1980.0,82,de,0,2.0
"['Animation', 'Comedy', 'Family']",2011.0,4,en,0,0.0
['Drama'],2021.0,107,de,0,2.5
"['Comedy', 'Horror']",1983.0,95,en,0,2.4
"['Comedy', 'Drama', 'Romance']",2002.0,105,en,0,6.134
['Drama'],2014.0,89,tr,0,4.7
"['Action', 'Crime', 'Drama', 'Thriller']",2007.0,105,en,0,6.784
"['Action', 'Crime', 'Thriller']",1984.0,83,en,0,5.5
"['Comedy', 'Drama']",1987.0,87,tr,0,6.421
"['Animation', 'Drama', 'Horror']",2007.0,4,es,0,7.455
['Documentary'],1960.0,75,hi,0,0.0
"['Comedy', 'Crime', 'Thriller']",2022.0,143,ta,0,6.5
['Horror'],2015.0,78,id,0,3.0
['Drama'],2004.0,105,fi,0,6.735
"['Adventure', 'Comedy', 'Drama', 'Romance']",2017.0,116,hi,0,4.4
"['Horror', 'Thriller']",2012.0,81,en,0,3.7
"['Comedy', 'Romance']",2011.0,7,en,0,0.0
['Comedy'],2022.0,94,en,0,4.2
[],1998.0,1,en,0,6.5
['Thriller'],1992.0,86,it,0,5.153
"['Action', 'Fantasy', 'Science Fiction']",2016.0,73,ja,0,6.4
"['Action', 'Adventure']",1980.0,92,en,0,4.0
['Drama'],2017.0,85,sq,0,8.4
"['Action', 'Drama', 'Thriller']",2012.0,97,ms,0,6.5
['Comedy'],1964.0,105,fr,0,6.1
['Drama'],1969.0,78,it,0,3.857
"['Documentary', 'History']",2007.0,98,en,0,6.5
"['Drama', 'Music']",2010.0,135,en,0,3.2
"['Crime', 'Drama', 'Thriller']",2021.0,82,en,0,0.0
['Comedy'],2019.0,24,bs,0,0.0
"['Drama', 'Horror']",2011.0,81,nl,0,4.714
['Thriller'],2004.0,103,en,0,6.378
['Documentary'],2017.0,10,en,0,0.0
"['Family', 'Fantasy']",1978.0,88,nl,0,5.5
"['Horror', 'Mystery', 'Thriller']",2020.0,96,en,0,6.232
"['Comedy', 'Romance']",2001.0,95,nl,0,5.548
"['Adventure', 'Drama', 'Romance']",2011.0,126,en,0,5.0
['Comedy'],2022.0,101,en,0,5.0
['Drama'],2009.0,98,el,0,7.1
"['Comedy', 'Drama']",2019.0,135,pl,0,3.482
[],2025.0,15,pt,0,0.0
"['Music', 'Mystery']",2003.0,8,en,0,0.0
"['Drama', 'Romance']",2000.0,171,hi,0,6.395
"['Action', 'Romance', 'Western']",1951.0,80,en,0,5.0
['Thriller'],2021.0,5,en,0,0.0
['Drama'],2000.0,15,en,0,0.0
"['Mystery', 'Thriller']",2016.0,105,es,0,6.475
"['Comedy', 'Family', 'Fantasy']",2004.0,96,en,0,6.477
['Drama'],1991.0,93,it,0,6.7
"['Drama', 'Music']",2019.0,109,en,0,6.651
"['Comedy', 'Crime', 'Drama']",2003.0,126,fi,0,5.667
['Comedy'],1981.0,94,en,0,6.405
['Documentary'],2015.0,90,en,0,6.5
"['Drama', 'Family']",1992.0,123,en,0,7.0
"['Action', 'Mystery', 'Thriller']",2018.0,104,en,0,6.4
"['Drama', 'Romance']",2023.0,119,pl,0,6.631
"['Comedy', 'Drama', 'Romance']",1923.0,84,en,0,6.188
"['Animation', 'Comedy', 'Family', 'Fantasy']",2014.0,97,en,0,6.701
"['Animation', 'Fantasy', 'Science Fiction']",2008.0,103,ja,0,5.5
['Drama'],2016.0,136,en,0,0.0
"['Comedy', 'TV Movie']",1986.0,60,sv,0,6.4
['Drama'],2024.0,124,ja,0,0.0
"['Crime', 'Drama', 'TV Movie']",2007.0,95,en,0,6.0
['Drama'],2014.0,115,en,0,7.008
['Comedy'],2025.0,98,en,0,0.0
['Comedy'],1976.0,107,fr,0,3.682
"['Comedy', 'Crime']",2006.0,99,en,0,5.8
"['Mystery', 'Thriller']",2000.0,90,en,0,3.997
"['Drama', 'History', 'Romance']",1985.0,161,en,0,7.2
"['Adventure', 'Drama']",2024.0,107,en,0,7.555
"['Drama', 'Mystery', 'Thriller']",2020.0,110,en,0,6.331
"['Comedy', 'Drama']",2016.0,90,en,0,4.3
['Comedy'],2015.0,102,id,0,0.0
['Comedy'],1994.0,29,en,0,4.1
['Comedy'],1954.0,84,en,0,4.5
"['Romance', 'Western']",1994.0,99,en,0,5.4
['Comedy'],2021.0,103,en,0,7.039
"['Adventure', 'History', 'Romance', 'War']",2003.0,154,en,0,6.938
"['Drama', 'Romance']",2024.0,58,tl,0,2.5
"['Action', 'Crime', 'Horror']",2001.0,129,ja,0,6.985
"['Comedy', 'Drama', 'Family']",2020.0,70,en,0,5.2
"['Documentary', 'Music']",2017.0,88,ja,0,6.688
[],2006.0,12,de,0,0.0
"['Crime', 'Drama', 'Romance']",2005.0,126,es,0,6.616
[],1994.0,91,es,0,4.889
"['Drama', 'Horror']",2025.0,95,en,0,5.636
['Drama'],2005.0,105,en,0,7.71
"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",2006.0,89,en,0,5.772
"['Drama', 'Mystery']",2015.0,86,de,0,4.7
"['Action', 'Adventure', 'Drama']",1996.0,95,en,0,6.2
['Science Fiction'],2018.0,15,en,0,2.7
['Drama'],2025.0,104,bn,0,0.0
"['Drama', 'Romance']",2006.0,135,zh,0,7.326
"['Comedy', 'Drama', 'Family']",2025.0,53,hi,0,0.0
"['Comedy', 'Music', 'Romance']",1970.0,95,tr,0,6.8
['Documentary'],2018.0,9,en,0,0.0
"['Comedy', 'Horror']",2025.0,86,en,0,8.0
['Western'],1925.0,71,en,0,0.0
"['Drama', 'Romance']",1991.0,125,de,0,6.1
"['Mystery', 'Thriller']",2013.0,90,en,0,5.953
"['Comedy', 'Drama', 'Romance']",2017.0,91,en,0,5.884
[],2009.0,93,nl,0,6.0
"['Adventure', 'Animation', 'Family']",2006.0,73,en,0,6.652
['Comedy'],2026.0,13,en,0,0.0
"['Action', 'Drama', 'Romance']",2004.0,143,hi,0,5.5
['Drama'],2017.0,100,ro,0,6.2
"['Crime', 'Thriller']",2025.0,95,en,0,5.2
['Drama'],2015.0,119,en,0,7.554
"['Horror', 'Thriller']",2009.0,90,fr,0,6.2
"['Drama', 'Romance']",2025.0,69,ko,0,0.0
['Comedy'],2015.0,105,en,0,5.047
"['Comedy', 'Drama']",2015.0,124,en,0,6.55
"['Drama', 'Thriller']",2011.0,93,en,0,5.7
['Comedy'],2025.0,90,de,0,7.0
"['Drama', 'Thriller']",2004.0,86,en,0,0.0
['Thriller'],1985.0,116,hi,0,0.0
['Drama'],1946.0,92,sv,0,3.0
"['Drama', 'Mystery']",2015.0,99,en,0,4.3
"['Crime', 'Horror', 'Thriller']",1986.0,90,en,0,4.3
"['Horror', 'Mystery']",2017.0,95,sv,0,6.0
"['Drama', 'History', 'Romance']",2006.0,118,it,0,6.5
"['Drama', 'Romance']",2018.0,99,hi,0,7.125
['Drama'],1982.0,124,tl,0,8.0
"['Drama', 'Thriller']",1999.0,158,en,0,7.456
"['Action', 'Animation', 'Fantasy']",2012.0,109,ja,0,7.36
"['Action', 'Adventure', 'Romance']",1986.0,162,hi,0,5.0
"['Crime', 'Drama', 'Mystery', 'Thriller']",2006.0,91,sv,0,5.3
"['Comedy', 'Crime', 'Drama', 'Thriller']",2021.0,119,en,0,6.575
"['Horror', 'Thriller']",2018.0,90,en,0,5.7
"['Adventure', 'Crime', 'Mystery']",2016.0,96,en,0,7.0
['Drama'],2022.0,87,en,0,4.364
['Drama'],2013.0,29,es,0,4.5
"['Drama', 'Romance', 'Thriller']",2009.0,86,en,0,5.5
['Comedy'],2009.0,91,en,0,6.114
"['Comedy', 'Drama']",1987.0,108,en,0,7.236
['Horror'],2002.0,87,en,0,4.3
"['Comedy', 'Drama']",1999.0,115,cs,0,7.944
"['Drama', 'Fantasy', 'Romance']",1950.0,95,fr,0,7.7
"['Crime', 'Drama']",2016.0,100,sl,0,9.0
"['Crime', 'Drama']",1958.0,94,es,0,5.0
"['Crime', 'Drama', 'Mystery', 'TV Movie']",2000.0,90,fr,0,7.3
"['Comedy', 'Drama']",2020.0,98,en,0,5.5
['Comedy'],1967.0,115,fr,0,7.727
['Comedy'],2025.0,97,en,0,7.0
"['Drama', 'Thriller']",2022.0,147,en,0,7.857
['Horror'],2025.0,104,en,0,0.0
"['Horror', 'Science Fiction']",1988.0,91,en,0,3.8
['Drama'],2006.0,130,hr,0,5.2
"['Comedy', 'TV Movie']",1956.0,90,en,0,0.0
"['Comedy', 'Crime', 'Drama', 'Romance', 'Thriller']",1998.0,108,en,0,6.3
['Comedy'],1987.0,92,en,0,7.247
"['Comedy', 'Drama']",2025.0,97,fr,0,7.875
"['Drama', 'Horror']",1988.0,71,de,0,5.1
['Romance'],2025.0,73,tl,0,6.2
['Comedy'],1998.0,92,es,0,5.5
['Drama'],2011.0,107,fa,0,6.618
"['Action', 'Crime', 'Drama', 'TV Movie']",1975.0,70,en,0,6.7
"['Comedy', 'Family']",1994.0,95,en,0,5.943
"['Action', 'Horror', 'Thriller']",2015.0,93,en,0,3.8
['Drama'],2015.0,14,fr,0,0.0
['Comedy'],1981.0,81,de,0,3.3
[],1999.0,107,en,0,1.0
"['Action', 'Comedy', 'Romance']",2023.0,101,en,0,5.957
"['Drama', 'History']",2015.0,122,en,0,6.776
['Action'],1979.0,78,ro,0,7.3
"['Drama', 'Music', 'Romance']",2010.0,113,af,0,6.8
['Comedy'],2018.0,90,lt,0,6.1
"['Action', 'Comedy', 'Crime']",2020.0,95,ja,0,8.5
[],2007.0,90,en,0,0.0
"['Action', 'Thriller']",2024.0,93,en,0,6.1
"['Comedy', 'Family', 'Romance']",1961.0,129,en,0,7.018
"['Drama', 'History', 'War']",2026.0,110,en,0,0.0
"['Drama', 'Western']",2018.0,105,en,0,3.8
['Drama'],2016.0,88,it,0,7.0
"['Crime', 'Mystery', 'Thriller']",2018.0,117,en,0,0.0
"['Comedy', 'Music', 'TV Movie']",1982.0,123,en,0,0.0
['Drama'],1976.0,70,ja,0,4.1
['Drama'],2014.0,120,hi,0,4.0
"['Action', 'Thriller', 'War']",2012.0,110,en,0,6.5
['Comedy'],2011.0,94,en,0,4.833
"['Action', 'Horror', 'Thriller']",2024.0,75,zh,0,6.2
"['Animation', 'Drama', 'Horror']",2008.0,4,es,0,7.222
"['Comedy', 'Science Fiction']",1987.0,85,en,0,6.1
[],1909.0,15,en,0,0.0
"['Crime', 'Drama', 'TV Movie']",2003.0,60,en,0,8.5
['Comedy'],1968.0,105,it,0,5.4
['Comedy'],1976.0,88,it,0,4.7
['Drama'],2021.0,100,pl,0,5.286
"['Comedy', 'Western']",1984.0,90,es,0,7.1
"['Crime', 'Drama', 'Thriller']",1997.0,135,en,0,7.019
"['Drama', 'Music', 'Romance']",2025.0,115,fr,0,5.0
['Documentary'],2009.0,81,pt,0,0.0
"['Adventure', 'Drama', 'Thriller']",2024.0,135,ml,0,7.8
['Comedy'],1997.0,87,en,0,2.0
"['Comedy', 'Drama', 'Music', 'Romance']",2012.0,123,en,0,6.188
"['Comedy', 'Western']",2002.0,89,en,0,2.0
"['Drama', 'Thriller']",1996.0,93,es,0,5.6
['Drama'],1987.0,100,it,0,3.5
"['Drama', 'Horror']",2004.0,12,en,0,0.0
"['Action', 'Drama', 'Science Fiction', 'Thriller']",2025.0,113,en,0,6.319
['Drama'],2019.0,14,en,0,0.0
"['Drama', 'Romance']",2024.0,88,tr,0,6.954
['Action'],1966.0,102,tl,0,0.0
"['Crime', 'Drama']",2014.0,110,en,0,5.7
"['Action', 'Adventure', 'Science Fiction']",2016.0,116,en,0,5.431
['Drama'],1946.0,100,fr,0,6.1
"['Comedy', 'Science Fiction', 'Thriller']",2024.0,85,en,0,5.196
"['Comedy', 'Drama']",2022.0,10,en,0,0.0
"['Comedy', 'Family', 'Romance', 'TV Movie']",2014.0,90,en,0,6.2
"['Action', 'Science Fiction', 'Thriller']",2018.0,111,en,0,6.229
['Documentary'],2014.0,72,en,0,5.9
"['Drama', 'Romance']",2025.0,13,en,0,0.0
"['Action', 'Animation', 'Drama', 'Fantasy', 'Romance']",2020.0,120,ja,0,7.714
"['Crime', 'Horror', 'Mystery', 'Thriller']",1989.0,92,en,0,5.257
"['Action', 'Science Fiction']",2013.0,86,en,0,4.388
"['Crime', 'Drama']",1966.0,15,fr,0,6.4
['Documentary'],2022.0,83,en,0,5.333
['Drama'],2023.0,117,en,0,6.573
['Drama'],2012.0,108,fr,0,5.196
"['Horror', 'Science Fiction', 'Thriller']",2005.0,93,en,0,6.2
"['Action', 'Drama', 'TV Movie']",2009.0,180,de,0,7.2
['Comedy'],1943.0,2,en,0,0.0
['Drama'],1973.0,86,ar,0,10.0
"['Horror', 'Thriller']",2010.0,17,en,0,3.0
"['Adventure', 'Drama', 'Romance', 'Science Fiction']",2006.0,96,en,0,6.905
"['Comedy', 'Romance']",1997.0,105,en,0,6.565
"['Drama', 'Mystery', 'Romance', 'Thriller']",1987.0,91,en,0,4.534
"['Comedy', 'Crime']",1960.0,127,en,0,6.366
"['Drama', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']",2007.0,85,en,0,5.015
['Drama'],2014.0,89,de,0,6.1
"['Animation', 'Comedy', 'Family']",2012.0,80,da,0,5.5
"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']",1991.0,88,en,0,6.211
"['Comedy', 'Drama']",2021.0,114,es,0,6.642
"['Family', 'Science Fiction']",1999.0,72,en,0,1.7
"['Animation', 'Science Fiction']",2003.0,102,en,0,7.2
"['Action', 'Drama', 'Thriller']",2009.0,90,en,0,4.3
"['Documentary', 'History']",2024.0,110,es,0,8.333
"['Action', 'Drama', 'Romance']",1936.0,70,en,0,5.5
"['Action', 'Drama', 'Thriller']",1994.0,141,en,0,6.641
['Documentary'],2008.0,88,de,0,0.0
['Comedy'],1922.0,20,en,0,6.4
"['Drama', 'History']",2009.0,108,en,0,6.409
['Comedy'],1995.0,4,en,0,6.667
[],2011.0,18,fr,0,0.0
"['Comedy', 'Drama']",2010.0,107,en,0,7.0
['Music'],2018.0,8,en,0,2.5
[],1972.0,26,fr,0,0.0
['Animation'],1937.0,7,en,0,0.0
"['Action', 'Adventure', 'Family', 'Fantasy']",2017.0,130,zh,0,7.53
"['Action', 'Drama', 'History']",2022.0,10,en,0,0.0
"['Science Fiction', 'Thriller']",2013.0,95,en,0,4.957
"['Action', 'Crime', 'Thriller']",2022.0,95,ko,0,7.663
['Comedy'],1996.0,92,en,0,6.387
"['Drama', 'TV Movie', 'Thriller']",1986.0,52,en,0,0.0
"['Adventure', 'Comedy', 'Family']",1976.0,90,cs,0,6.375
['Drama'],1997.0,108,it,0,6.5
"['Drama', 'Thriller']",2025.0,93,en,0,6.935
"['Comedy', 'Drama', 'History']",2023.0,105,en,0,6.68
['Romance'],2019.0,137,ja,0,0.0
['Drama'],2010.0,110,bg,0,10.0
"['Drama', 'Romance']",1968.0,105,fr,0,5.3
"['Comedy', 'Horror']",1981.0,97,en,0,7.4
['Romance'],1999.0,101,en,0,8.0
"['Horror', 'Thriller']",2024.0,45,ja,0,6.9
"['Comedy', 'Drama']",2022.0,116,jv,0,6.5
"['Comedy', 'Drama', 'Romance']",2025.0,100,fr,0,6.4
['Drama'],1957.0,88,fi,0,4.571
"['Crime', 'Drama', 'Thriller']",1993.0,141,en,0,6.594
"['Adventure', 'Animation', 'Family', 'Fantasy']",1977.0,78,en,0,6.784
"['Comedy', 'Drama']",2020.0,91,fi,0,5.15
['Drama'],2010.0,91,nl,0,5.5
"['Drama', 'Mystery', 'Science Fiction']",2002.0,99,en,0,5.937
"['Action', 'Horror']",2011.0,12,en,0,0.0
"['Action', 'Drama', 'Thriller']",2008.0,97,en,0,3.9
['Comedy'],1973.0,104,fr,0,6.462
"['Family', 'Fantasy']",2008.0,89,en,0,6.217
"['Drama', 'Romance', 'War']",1969.0,91,en,0,5.4
"['Comedy', 'Romance']",2011.0,94,en,0,4.858
"['Drama', 'TV Movie']",2009.0,89,en,0,6.1
"['Action', 'Adventure', 'Comedy']",1983.0,105,zh,0,7.194
"['Adventure', 'Drama', 'Family', 'Fantasy']",1984.0,126,sv,0,7.0
"['Crime', 'Drama', 'Romance', 'TV Movie']",2006.0,81,en,0,5.6
"['Drama', 'History']",1929.0,90,en,0,5.037
"['Comedy', 'Science Fiction']",1997.0,14,en,0,0.0
['Comedy'],1999.0,113,es,0,5.7
"['Action', 'Thriller']",2017.0,95,en,0,6.236
"['Horror', 'Thriller']",2014.0,90,en,0,4.826
"['Drama', 'Thriller']",2011.0,113,en,0,7.544
"['Comedy', 'Romance']",1999.0,88,en,0,6.0
"['Drama', 'Science Fiction']",2015.0,92,en,0,5.97
"['Horror', 'Science Fiction']",1982.0,90,it,0,4.021
['Drama'],1995.0,127,de,0,6.591
"['Animation', 'Comedy']",1999.0,81,en,0,7.3
['Documentary'],2023.0,99,en,0,0.0
"['Comedy', 'Crime', 'Romance']",2015.0,101,en,0,5.3
['Drama'],2025.0,92,it,0,0.0
"['Comedy', 'Drama']",2025.0,94,no,0,6.583
"['Crime', 'Drama', 'Thriller']",2003.0,178,en,0,7.76
"['Drama', 'Romance']",2018.0,94,en,0,5.3
"['Comedy', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']",2012.0,94,en,0,6.082
"['Action', 'Mystery', 'Science Fiction', 'Thriller']",2024.0,93,en,0,5.457
['Action'],2016.0,119,pa,0,0.0
"['Comedy', 'Romance']",2008.0,112,en,0,6.938
"['Drama', 'Romance']",1998.0,120,en,0,7.115
['Comedy'],1948.0,18,en,0,0.0
"['Drama', 'Romance']",2007.0,100,it,0,4.656
"['Animation', 'Family']",2021.0,3,en,0,7.0
"['Comedy', 'Drama', 'Thriller']",2022.0,15,en,0,4.0
"['Horror', 'Thriller']",2016.0,118,en,0,6.51
"['Drama', 'Romance']",2018.0,82,ko,0,6.9
"['Horror', 'Mystery', 'Thriller']",2021.0,85,en,0,5.881
['Drama'],1990.0,104,en,0,5.777
['Drama'],1990.0,94,fr,0,4.2
"['Comedy', 'Drama', 'Mystery']",2024.0,100,en,0,6.932
"['Adventure', 'Comedy', 'Family', 'Fantasy']",2025.0,94,es,0,5.463
"['TV Movie', 'Thriller']",1992.0,95,en,0,4.0
['Action'],1993.0,126,tl,0,0.0
"['Crime', 'Drama']",2000.0,6,da,0,5.0
"['Crime', 'Mystery', 'Thriller']",1998.0,98,en,0,6.179
"['Comedy', 'Fantasy']",2007.0,148,cs,0,6.5
"['Documentary', 'TV Movie']",1993.0,75,en,0,0.0
"['Drama', 'War']",1963.0,62,pl,0,7.2
"['Comedy', 'Drama', 'Romance']",1986.0,108,en,0,6.7
"['Comedy', 'Drama']",2018.0,90,en,0,5.108
"['Comedy', 'Drama']",2011.0,14,en,0,5.0
"['Crime', 'Drama']",2007.0,93,en,0,2.875
"['Action', 'Horror', 'Thriller']",2022.0,95,ms,0,5.3
['Horror'],2007.0,91,en,0,5.2
"['Comedy', 'Romance']",2023.0,98,en,0,7.203
"['Comedy', 'TV Movie', 'Western']",1973.0,73,en,0,0.0
"['Comedy', 'Drama', 'Romance']",1931.0,87,en,0,8.258
"['Adventure', 'Drama', 'War']",1969.0,118,en,0,6.2
['Horror'],1981.0,91,en,0,4.143
['Horror'],1988.0,90,en,0,5.5
"['Action', 'Adventure', 'War']",2023.0,111,en,0,7.221
"['Comedy', 'Science Fiction']",1988.0,108,en,0,5.696
"['Adventure', 'Drama', 'History', 'Western']",2017.0,134,en,0,6.947
['Horror'],2020.0,76,en,0,4.2
"['Crime', 'Drama']",2009.0,155,fr,0,7.57
['Drama'],2024.0,91,lv,0,9.0
['Drama'],2023.0,87,en,0,7.3
"['Comedy', 'Family', 'Music', 'Romance']",2008.0,92,en,0,7.316
"['Adventure', 'Mystery', 'Science Fiction']",1970.0,95,en,0,6.1
"['Drama', 'Horror', 'Thriller']",2020.0,125,hi,0,6.413
"['Action', 'Crime']",2017.0,9,pl,0,5.3
"['Drama', 'Romance', 'Thriller']",1987.0,119,en,0,6.8
"['Comedy', 'Crime', 'Thriller']",2001.0,93,en,0,5.9
"['Action', 'Drama', 'History']",2019.0,148,hi,0,6.6
"['Action', 'Romance', 'Thriller']",1999.0,108,en,0,4.107
['Music'],2023.0,41,en,0,10.0
['Drama'],2014.0,85,tl,0,3.0
['Comedy'],2022.0,85,fr,0,4.2
['Documentary'],2023.0,39,en,0,0.0
['Drama'],1926.0,60,es,0,0.0
['Drama'],1957.0,90,it,0,4.0
[],1986.0,27,en,0,0.0
['Drama'],1991.0,90,es,0,6.0
"['Comedy', 'Horror']",2013.0,68,ja,0,6.2
"['Adventure', 'Comedy', 'Crime']",1995.0,90,en,0,6.3
['Music'],2018.0,142,en,0,8.0
"['Comedy', 'Crime', 'Drama']",2003.0,92,en,0,6.559
['Comedy'],2002.0,82,cs,0,4.429
"['Drama', 'Romance']",1993.0,101,en,0,6.578
"['Drama', 'TV Movie']",1985.0,188,en,0,0.0
"['Animation', 'Comedy', 'Family']",2017.0,97,en,0,6.453
"['Comedy', 'Family']",1972.0,93,en,0,6.7
"['Action', 'Crime']",2008.0,102,en,0,5.832
"['Drama', 'Music']",2024.0,143,de,0,5.727
"['Horror', 'Science Fiction', 'Thriller']",2012.0,90,en,0,3.785
"['Drama', 'Horror', 'Thriller']",2012.0,85,en,0,5.358
"['Comedy', 'Fantasy', 'Romance']",2005.0,102,en,0,5.1
"['Drama', 'Horror', 'Thriller']",1991.0,105,en,0,5.0
"['Comedy', 'Romance']",2025.0,98,en,0,5.575
"['Drama', 'Romance']",1967.0,80,tr,0,7.0
"['Adventure', 'Animation', 'Science Fiction']",1979.0,22,ja,0,5.0
"['Comedy', 'Drama']",1982.0,109,en,0,7.783
[],2013.0,7,en,0,0.0
"['Drama', 'Thriller']",2015.0,95,en,0,6.1
['Drama'],2006.0,91,en,0,5.0
"['Drama', 'History', 'Romance']",2012.0,129,en,0,6.7
['Comedy'],1997.0,95,en,0,2.833
"['Action', 'Adventure', 'Drama', 'Family', 'Western']",1963.0,103,en,0,5.173
"['Documentary', 'Music']",2022.0,4,tl,0,0.0
"['Animation', 'Music']",2022.0,65,ja,0,5.7
"['Comedy', 'Romance']",1997.0,83,en,0,3.0
"['Horror', 'Mystery', 'Science Fiction']",2015.0,91,en,0,4.923
['Science Fiction'],2017.0,128,en,0,1.0
"['Drama', 'Science Fiction']",2022.0,12,en,0,5.0
"['Action', 'Animation']",2011.0,14,ja,0,7.3
"['Crime', 'Romance', 'Thriller']",1990.0,125,en,0,7.0
"['Drama', 'Romance']",2024.0,66,tl,0,7.4
"['Action', 'Science Fiction', 'TV Movie']",1999.0,93,en,0,4.6
"['Adventure', 'Animation', 'Family', 'Fantasy']",2017.0,98,ja,0,7.1
['Drama'],2003.0,91,is,0,5.045
['Comedy'],2018.0,86,en,0,2.667
['Comedy'],1955.0,110,en,0,6.65
"['Drama', 'Fantasy', 'Science Fiction']",2005.0,15,sv,0,6.0
['Comedy'],2006.0,108,en,0,6.368
['Drama'],1989.0,104,de,0,7.0
