Genres
"['Action', 'Science Fiction', 'Thriller']"
"['Adventure', 'Drama', 'Science Fiction']"
"['Fantasy', 'Horror', 'Romance']"
"['Action', 'Crime', 'Thriller']"
"['Animation', 'Drama', 'Family', 'Fantasy']"
"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']"
"['Action', 'Crime', 'Drama', 'Thriller']"
"['Crime', 'Drama']"
"['Crime', 'Drama', 'Thriller']"
['Documentary']
"['Comedy', 'Horror', 'Thriller']"
"['Drama', 'Horror', 'Thriller']"
"['Action', 'Adventure', 'Science Fiction']"
"['Comedy', 'Crime', 'Thriller']"
['Drama']
"['Comedy', 'Drama', 'Romance']"
['Drama']
"['Drama', 'Romance', 'Thriller']"
"['Action', 'Comedy', 'Science Fiction']"
"['Action', 'Horror', 'Thriller']"
"['Action', 'War']"
"['Action', 'Adventure', 'Science Fiction']"
"['Action', 'Adventure', 'Fantasy', 'Science Fiction']"
"['Action', 'Adventure', 'Thriller']"
"['Adventure', 'Drama', 'Science Fiction']"
"['Action', 'Crime', 'Thriller']"
['Comedy']
['Drama']
"['Drama', 'Fantasy', 'Horror']"
"['Adventure', 'Animation', 'Comedy', 'Family']"
"['Action', 'Drama']"
"['Action', 'Comedy', 'Romance', 'Thriller']"
"['Crime', 'Thriller']"
['Drama']
"['Comedy', 'Fantasy', 'Science Fiction']"
"['Comedy', 'Drama', 'Thriller']"
"['Drama', 'Horror', 'Romance', 'Science Fiction']"
"['Drama', 'Romance']"
"['Comedy', 'Drama', 'Family']"
"['Horror', 'Mystery', 'Thriller']"
"['Action', 'Adventure', 'Science Fiction']"
"['Action', 'Horror', 'Science Fiction']"
"['Action', 'Adventure', 'Science Fiction']"
"['Action', 'Adventure', 'Science Fiction']"
"['Action', 'Adventure', 'Science Fiction']"
"['Drama', 'Thriller']"
"['Action', 'Crime', 'Thriller']"
['Drama']
"['Action', 'Adventure', 'Science Fiction']"
"['Action', 'Comedy']"
"['Action', 'Crime']"
"['Drama', 'Romance']"
['Documentary']
['Drama']
"['Action', 'Adventure', 'Animation', 'Fantasy']"
"['Comedy', 'Drama']"
['Action']
"['Action', 'Adventure', 'Science Fiction']"
"['Drama', 'Romance', 'Thriller']"
"['Drama', 'Thriller']"
"['Drama', 'History']"
"['Horror', 'Mystery']"
"['Action', 'Adventure', 'Fantasy']"
"['Animation', 'Comedy', 'Drama']"
"['Action', 'Adventure', 'Comedy', 'Science Fiction']"
"['Horror', 'Thriller']"
"['Comedy', 'Drama']"
"['Action', 'Science Fiction']"
"['Adventure', 'Animation', 'Comedy', 'Family']"
"['Action', 'Adventure', 'Family', 'Fantasy']"
['Drama']
"['Action', 'Adventure', 'Fantasy']"
"['Action', 'Animation']"
"['Action', 'Animation', 'Fantasy', 'Romance']"
"['Action', 'Crime', 'Thriller']"
"['Horror', 'Mystery']"
"['Action', 'Comedy']"
"['Horror', 'Science Fiction', 'Thriller']"
"['Comedy', 'Drama', 'Romance']"
"['Action', 'Drama', 'Thriller']"
"['Action', 'Adventure', 'Drama']"
"['Action', 'Science Fiction', 'Thriller']"
"['Drama', 'History']"
"['Action', 'Adventure', 'Fantasy']"
"['Action', 'Thriller']"
"['Comedy', 'Crime', 'Thriller']"
[]
"['Comedy', 'Science Fiction', 'Thriller']"
[]
"['Action', 'Science Fiction']"
['Thriller']
"['Action', 'Mystery', 'Thriller']"
"['Animation', 'Comedy', 'Family', 'Science Fiction']"
"['Action', 'Crime', 'Thriller']"
"['Action', 'Adventure']"
"['Action', 'Adventure', 'Science Fiction']"
"['Action', 'Thriller']"
"['Adventure', 'Comedy', 'Family', 'Fantasy']"
"['Action', 'Comedy', 'Science Fiction']"
['Music']
"['Adventure', 'Science Fiction']"
"['Horror', 'Thriller']"
"['Horror', 'Thriller']"
"['Crime', 'Drama', 'Thriller']"
"['Action', 'Crime', 'Thriller']"
"['Action', 'Comedy']"
"['Action', 'Adventure', 'Animation', 'Science Fiction']"
"['Horror', 'Science Fiction']"
"['Drama', 'Music']"
"['Drama', 'History']"
"['Comedy', 'Romance']"
"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']"
"['Action', 'Horror', 'Science Fiction']"
"['Adventure', 'Fantasy']"
"['Adventure', 'Family', 'Fantasy']"
"['Action', 'Comedy', 'Crime']"
"['Drama', 'History']"
['Horror']
"['Horror', 'Thriller']"
"['Action', 'Drama', 'Fantasy']"
"['Adventure', 'Animation', 'Comedy', 'Family']"
"['Animation', 'Family', 'Fantasy']"
['Drama']
"['Drama', 'Music']"
"['Action', 'Adventure', 'Fantasy']"
"['Action', 'Drama', 'History']"
['Drama']
"['Adventure', 'Animation', 'Comedy', 'Family']"
"['Action', 'Drama']"
"['Adventure', 'Crime', 'Western']"
"['Comedy', 'History']"
"['Action', 'Horror', 'Thriller']"
"['Adventure', 'Science Fiction']"
"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']"
"['Action', 'Crime']"
"['Comedy', 'Romance']"
['Action']
"['Drama', 'Thriller']"
"['Comedy', 'Drama', 'Romance']"
"['Action', 'Adventure', 'Animation', 'Family']"
"['Action', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']"
"['Action', 'Crime']"
"['Action', 'Adventure']"
"['Action', 'Adventure', 'Science Fiction', 'Thriller']"
"['Action', 'Fantasy', 'Horror']"
"['Crime', 'Drama']"
"['Comedy', 'Drama']"
"['Action', 'Adventure', 'Science Fiction']"
['Drama']
"['Crime', 'Mystery', 'Thriller']"
"['Crime', 'Drama', 'Thriller']"
"['Action', 'Comedy']"
"['Action', 'Adventure', 'Fantasy']"
"['Drama', 'Horror', 'Thriller']"
"['Drama', 'Romance']"
"['Comedy', 'Family', 'Science Fiction']"
"['Action', 'Science Fiction', 'Thriller']"
"['Action', 'Adventure', 'Crime', 'Horror', 'Science Fiction', 'Thriller']"
"['Action', 'Adventure', 'Fantasy']"
"['Action', 'Adventure', 'Science Fiction']"
"['Action', 'Adventure', 'Fantasy']"
"['Comedy', 'Drama', 'Fantasy', 'Horror']"
"['Comedy', 'Romance']"
"['Animation', 'Drama', 'Romance']"
"['Action', 'Fantasy', 'Thriller']"
"['Action', 'Crime', 'Thriller']"
['Drama']
"['Adventure', 'Horror', 'Thriller']"
"['Action', 'Science Fiction']"
"['Horror', 'Mystery']"
"['Horror', 'Thriller']"
"['Comedy', 'Romance']"
"['Adventure', 'Animation', 'Drama', 'Family']"
"['Adventure', 'Comedy', 'Science Fiction']"
"['Action', 'Adventure', 'Science Fiction']"
"['Romance', 'Science Fiction', 'Thriller']"
"['Action', 'Drama', 'Mystery']"
['Horror']
"['Action', 'Thriller']"
"['Adventure', 'Fantasy']"
"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']"
"['Documentary', 'Family', 'War']"
['Comedy']
"['Horror', 'Science Fiction', 'Thriller']"
"['Comedy', 'Horror', 'Science Fiction']"
['Drama']
"['Adventure', 'Comedy', 'Science Fiction']"
"['Action', 'Adventure', 'Animation', 'Science Fiction']"
"['Crime', 'Drama', 'Thriller']"
"['Animation', 'Comedy', 'Fantasy']"
"['Action', 'Animation', 'Comedy', 'Family', 'Science Fiction']"
"['Comedy', 'Crime', 'Drama']"
"['Crime', 'Drama', 'Thriller']"
"['Adventure', 'Fantasy']"
"['Action', 'Comedy', 'Family', 'Science Fiction']"
"['Adventure', 'Comedy']"
"['Adventure', 'Fantasy', 'Romance']"
"['Drama', 'Romance', 'Thriller']"
"['Adventure', 'Animation', 'Comedy', 'Family', 'Science Fiction']"
"['Crime', 'Horror', 'Mystery']"
"['Horror', 'Mystery']"
"['Action', 'Adventure', 'Science Fiction']"
['Horror']
"['Horror', 'Thriller']"
['Documentary']
"['Action', 'Adventure', 'Science Fiction']"
"['Animation', 'Comedy', 'Fantasy']"
"['Horror', 'Science Fiction']"
"['Drama', 'Science Fiction']"
"['Crime', 'Drama', 'Fantasy']"
"['Crime', 'Drama', 'Thriller']"
['Drama']
"['Adventure', 'Animation', 'Family', 'Music']"
"['Comedy', 'Drama', 'Thriller']"
"['Action', 'Adventure', 'Science Fiction']"
"['Adventure', 'Fantasy']"
"['Drama', 'Romance']"
"['Action', 'Science Fiction', 'Thriller']"
"['Animation', 'Comedy', 'Family']"
"['Adventure', 'Animation', 'Comedy', 'Crime', 'Family']"
"['Adventure', 'Animation', 'Drama', 'Family', 'Science Fiction']"
"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']"
"['Drama', 'Romance']"
"['Horror', 'Mystery']"
"['Animation', 'Comedy', 'Family']"
"['Adventure', 'Mystery', 'Science Fiction']"
"['Comedy', 'Crime', 'Drama']"
"['Comedy', 'Drama', 'Mystery']"
"['Action', 'Crime']"
"['Drama', 'Fantasy', 'Romance']"
"['Drama', 'Romance']"
"['Action', 'Adventure', 'Science Fiction']"
"['Drama', 'Family']"
['Drama']
"['Crime', 'Mystery', 'Thriller']"
"['Adventure', 'Animation', 'Family', 'Fantasy']"
"['Animation', 'Fantasy', 'Music', 'Science Fiction']"
"['Drama', 'Mystery', 'Thriller']"
"['Animation', 'Comedy', 'Family', 'Fantasy']"
"['Comedy', 'Romance']"
"['Adventure', 'Animation', 'Comedy', 'Family']"
"['Comedy', 'Horror', 'Science Fiction']"
"['Action', 'Adventure', 'Fantasy']"
"['Action', 'Adventure', 'Fantasy']"
['Comedy']
"['Action', 'Science Fiction']"
"['Adventure', 'Fantasy']"
"['Comedy', 'Drama']"
"['Adventure', 'Fantasy']"
"['Horror', 'Science Fiction', 'Thriller']"
['Drama']
"['Action', 'Crime', 'Thriller']"
"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']"
"['Animation', 'Comedy', 'Family']"
"['Drama', 'Fantasy', 'Thriller']"
"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family']"
"['Action', 'Adventure', 'Science Fiction']"
"['Adventure', 'Animation', 'Comedy', 'Family']"
"['Horror', 'Mystery']"
"['Drama', 'Mystery', 'Thriller']"
"['Adventure', 'Fantasy']"
"['Drama', 'Mystery', 'Thriller']"
"['Action', 'Adventure', 'Fantasy']"
"['Animation', 'Family']"
"['Drama', 'History', 'War']"
"['Action', 'Crime', 'Drama', 'Thriller']"
"['Action', 'Adventure', 'Drama']"
"['Drama', 'Fantasy', 'Romance']"
"['Adventure', 'Fantasy']"
[]
"['Action', 'Science Fiction', 'Thriller']"
"['Action', 'Crime', 'Thriller']"
"['Crime', 'Horror', 'Thriller']"
"['Drama', 'Music', 'Romance']"
"['Drama', 'Mystery', 'Science Fiction']"
"['Adventure', 'Drama', 'Science Fiction']"
"['Drama', 'Music']"
"['Comedy', 'Romance']"
"['Horror', 'Thriller']"
"['Comedy', 'Crime', 'Mystery']"
"['Action', 'Adventure', 'Science Fiction']"
"['Animation', 'Family', 'Fantasy']"
"['Action', 'Crime', 'Thriller']"
"['Animation', 'Family', 'Science Fiction']"
"['Horror', 'Thriller']"
"['Action', 'Crime', 'Drama']"
"['Action', 'Adventure', 'Science Fiction', 'Thriller']"
"['Action', 'Crime', 'Thriller']"
"['Horror', 'Thriller']"
"['Action', 'Adventure', 'Science Fiction']"
"['Adventure', 'Animation', 'Family']"
"['Action', 'Drama', 'War']"
"['Action', 'Adventure', 'Horror']"
"['Adventure', 'Animation', 'Family', 'Fantasy']"
"['Comedy', 'Romance']"
"['Action', 'Science Fiction', 'Thriller']"
"['Action', 'Drama', 'Mystery', 'Thriller']"
"['Action', 'Adventure', 'Science Fiction']"
"['Action', 'Adventure', 'Science Fiction']"
"['Action', 'Adventure', 'Fantasy']"
"['Comedy', 'Drama']"
"['Action', 'Mystery', 'Science Fiction', 'Thriller']"
"['Comedy', 'Romance', 'Western']"
"['Adventure', 'Animation', 'Comedy', 'Horror', 'Science Fiction']"
"['Action', 'Thriller']"
"['Action', 'Science Fiction']"
"['Action', 'Adventure', 'Science Fiction']"
"['Adventure', 'Mystery', 'Science Fiction']"
['Documentary']
"['Mystery', 'Science Fiction', 'Thriller']"
"['Action', 'Comedy', 'Crime', 'Thriller']"
"['Drama', 'Romance']"
['Comedy']
"['Action', 'Adventure', 'Science Fiction']"
"['Drama', 'History', 'War']"
"['Drama', 'War']"
"['Comedy', 'Drama', 'Thriller']"
"['Drama', 'Romance', 'Science Fiction']"
"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']"
['Drama']
"['Action', 'Adventure', 'Drama']"
"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family']"
"['Horror', 'Science Fiction', 'Thriller']"
"['Horror', 'Thriller']"
"['Crime', 'Drama']"
"['Comedy', 'Horror']"
"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']"
"['Action', 'Adventure', 'Science Fiction']"
"['Action', 'Drama', 'Thriller']"
"['Drama', 'Western']"
"['Action', 'Animation', 'Comedy', 'Family']"
"['Action', 'Comedy', 'Science Fiction']"
"['Action', 'Crime', 'Drama']"
"['Action', 'Adventure', 'Thriller']"
"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']"
"['Drama', 'Romance']"
['Romance']
"['Crime', 'Drama']"
['Drama']
"['Drama', 'Horror', 'Thriller']"
"['Action', 'Adventure', 'Science Fiction']"
"['Adventure', 'Comedy', 'Science Fiction']"
"['Crime', 'Thriller']"
"['Drama', 'Romance']"
[]
"['Adventure', 'Animation', 'Fantasy']"
"['Horror', 'Mystery']"
"['Action', 'Adventure', 'Horror', 'Thriller']"
"['Horror', 'Thriller']"
"['Drama', 'Romance']"
['Horror']
"['Drama', 'Horror', 'Thriller']"
"['Action', 'Adventure', 'Science Fiction']"
"['Drama', 'Romance']"
"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']"
['Drama']
"['Comedy', 'Drama', 'Romance']"
"['Horror', 'Science Fiction', 'Thriller']"
"['Comedy', 'Horror']"
"['Drama', 'Romance']"
"['Crime', 'Horror', 'Thriller']"
"['Adventure', 'Animation', 'Family', 'Fantasy']"
"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']"
['Drama']
"['Action', 'Comedy', 'Science Fiction']"
"['Action', 'Thriller']"
['Drama']
"['Drama', 'Romance']"
"['Action', 'Thriller']"
"['Action', 'Adventure', 'Drama']"
"['Action', 'Drama', 'Science Fiction']"
"['Action', 'Adventure', 'Fantasy']"
"['Action', 'Adventure', 'Science Fiction', 'Thriller']"
['Drama']
"['Horror', 'Mystery']"
"['Family', 'Fantasy']"
['Science Fiction']
"['Action', 'Comedy', 'Thriller']"
"['Action', 'Adventure', 'Science Fiction']"
"['Crime', 'Drama', 'Thriller']"
"['Adventure', 'Animation', 'Family']"
"['Action', 'Adventure', 'Comedy']"
"['Horror', 'Thriller']"
"['Comedy', 'Drama']"
"['Action', 'Adventure', 'Thriller']"
"['Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']"
"['Comedy', 'Drama', 'Romance']"
"['Action', 'Adventure', 'Science Fiction']"
['Horror']
"['Adventure', 'Drama', 'Western']"
"['Crime', 'Thriller', 'Western']"
"['Crime', 'Drama', 'Mystery', 'Thriller']"
"['Drama', 'Thriller']"
"['Action', 'Adventure', 'Animation', 'Fantasy']"
['Documentary']
"['Horror', 'Thriller']"
"['Comedy', 'Crime', 'Fantasy', 'Romance']"
"['Horror', 'Mystery', 'Thriller']"
['Comedy']
"['Action', 'Adventure', 'Science Fiction']"
"['Action', 'Adventure', 'Drama', 'History', 'War']"
"['Drama', 'Science Fiction', 'Thriller']"
"['Romance', 'Thriller']"
"['Action', 'Crime', 'Thriller']"
"['Adventure', 'Mystery', 'Science Fiction']"
"['Action', 'Adventure', 'Comedy', 'Science Fiction']"
"['Action', 'Adventure', 'Science Fiction']"
"['Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Music']"
"['Comedy', 'Drama', 'Romance']"
[]
"['Crime', 'Drama', 'Thriller']"
"['Action', 'Adventure', 'Science Fiction']"
['Drama']
"['Action', 'Adventure', 'Science Fiction']"
"['Comedy', 'Romance']"
"['Crime', 'TV Movie', 'Thriller']"
"['Adventure', 'Animation', 'Fantasy']"
"['Action', 'Fantasy', 'Western']"
"['Comedy', 'Romance']"
"['Crime', 'Drama']"
"['Action', 'Adventure', 'Fantasy']"
"['Action', 'Thriller']"
"['Adventure', 'Animation', 'Comedy', 'Family']"
['Crime']
"['Drama', 'Mystery', 'War']"
"['Action', 'History', 'War']"
"['Comedy', 'Romance']"
"['Action', 'Comedy', 'Fantasy']"
"['Action', 'Adventure', 'Fantasy']"
"['Comedy', 'Romance', 'TV Movie']"
"['Action', 'Adventure', 'Science Fiction']"
"['Drama', 'Family', 'Fantasy', 'Romance']"
"['Drama', 'Mystery', 'Science Fiction']"
"['Action', 'Adventure', 'Animation', 'Family']"
"['Action', 'Adventure', 'Science Fiction']"
"['Drama', 'Romance', 'Science Fiction']"
"['Action', 'Adventure', 'Science Fiction']"
"['Action', 'Adventure', 'Comedy']"
"['Action', 'Crime', 'Thriller']"
"['Action', 'Thriller', 'War']"
"['Action', 'Adventure', 'Science Fiction']"
"['Action', 'Fantasy', 'Horror']"
"['Action', 'Crime', 'Thriller']"
['Comedy']
"['Action', 'Drama', 'History']"
"['Comedy', 'Drama']"
"['Crime', 'Drama', 'Thriller']"
"['Action', 'Adventure', 'Science Fiction']"
"['Animation', 'Comedy', 'Romance']"
"['Action', 'Animation', 'Comedy', 'Family', 'Science Fiction']"
['Drama']
"['Action', 'Drama', 'Thriller']"
"['Action', 'Crime', 'Thriller']"
['Drama']
['Thriller']
['Drama']
"['Adventure', 'Comedy', 'Crime']"
"['Action', 'Adventure', 'Thriller']"
"['Drama', 'Romance']"
"['Horror', 'Science Fiction', 'Thriller']"
"['Horror', 'Romance']"
"['Action', 'Adventure', 'Family', 'Fantasy', 'Romance']"
"['Adventure', 'Drama']"
"['Action', 'Science Fiction', 'Thriller']"
"['Animation', 'Family', 'Fantasy', 'Romance']"
"['Action', 'Thriller']"
[]
"['Comedy', 'Crime']"
"['Drama', 'Romance']"
"['Action', 'Comedy', 'Thriller']"
"['Action', 'Adventure', 'Fantasy']"
"['Horror', 'Mystery', 'Thriller']"
['Western']
"['Comedy', 'Romance']"
['Comedy']
"['Drama', 'History', 'War']"
['Romance']
"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']"
"['Action', 'Horror', 'Science Fiction', 'Thriller']"
"['Comedy', 'Drama']"
"['Action', 'Thriller']"
"['Comedy', 'Drama', 'Romance']"
"['Crime', 'Drama', 'Thriller']"
"['Action', 'Comedy']"
"['Action', 'Animation', 'Science Fiction', 'Thriller']"
"['Animation', 'Family', 'Fantasy', 'Horror']"
"['Action', 'Adventure', 'Fantasy']"
['Thriller']
"['Action', 'Drama', 'Romance']"
"['Action', 'Comedy', 'Fantasy']"
"['Crime', 'Drama', 'Thriller']"
"['Comedy', 'Drama']"
"['Action', 'Adventure', 'Comedy']"
"['Action', 'Animation', 'Family']"
"['Adventure', 'Science Fiction', 'Thriller']"
"['Drama', 'Music', 'Thriller']"
"['Crime', 'Thriller']"
['Comedy']
"['Adventure', 'Animation', 'Family', 'Science Fiction']"
"['Crime', 'Thriller']"
"['Action', 'Adventure', 'Fantasy']"
"['Comedy', 'Romance']"
"['Family', 'Fantasy', 'Romance']"
"['Action', 'Thriller']"
"['Action', 'Adventure', 'Science Fiction', 'Thriller']"
['Drama']
"['Horror', 'Mystery']"
"['Adventure', 'Animation', 'Comedy', 'Family']"
"['Action', 'Adventure', 'Science Fiction']"
"['Drama', 'Romance']"
"['Comedy', 'Science Fiction']"
"['Action', 'Thriller']"
"['Action', 'Comedy', 'Romance']"
"['Horror', 'Thriller']"
"['Animation', 'Family', 'Fantasy']"
"['Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']"
"['Adventure', 'Family', 'Fantasy', 'Science Fiction']"
"['Comedy', 'Romance']"
"['Drama', 'History']"
['Action']
['Romance']
"['Comedy', 'Drama', 'Romance']"
"['Action', 'Adventure', 'Fantasy']"
"['Action', 'Adventure', 'Science Fiction']"
"['Action', 'Adventure', 'Fantasy']"
"['Crime', 'Drama', 'Thriller']"
"['Adventure', 'Comedy', 'Fantasy']"
"['Adventure', 'Comedy', 'Family', 'Fantasy']"
"['Adventure', 'Family', 'Fantasy']"
"['Action', 'Adventure', 'Fantasy']"
"['Action', 'Adventure', 'Science Fiction']"
"['Drama', 'Romance', 'Western']"
"['Horror', 'Thriller']"
"['Drama', 'Romance']"
"['Adventure', 'Science Fiction']"
"['Crime', 'Horror', 'Thriller']"
['Drama']
"['Action', 'Crime', 'Thriller']"
"['Adventure', 'Animation', 'Comedy', 'Family']"
"['Drama', 'Fantasy', 'Romance']"
"['Mystery', 'Thriller']"
"['Crime', 'Drama', 'Thriller']"
['Drama']
"['Adventure', 'Family', 'Fantasy']"
"['Comedy', 'Drama', 'History']"
"['Action', 'Crime', 'Drama', 'Thriller']"
"['Action', 'Comedy', 'Crime']"
"['Comedy', 'Drama', 'Romance']"
['Drama']
"['Action', 'Adventure', 'War']"
"['Adventure', 'Animation', 'Comedy', 'Family']"
"['Drama', 'Romance']"
"['Comedy', 'Family', 'Fantasy']"
"['Comedy', 'Horror']"
"['Comedy', 'Drama', 'Romance']"
['Drama']
"['Horror', 'Thriller']"
"['Crime', 'Horror', 'Mystery']"
"['Comedy', 'Romance', 'Science Fiction']"
"['Drama', 'Horror', 'Mystery']"
"['Animation', 'Comedy', 'Family', 'Fantasy']"
"['Drama', 'History']"
"['Action', 'Comedy']"
['Drama']
"['Action', 'Crime']"
"['Animation', 'Fantasy', 'Romance']"
"['Action', 'Crime', 'Thriller']"
"['Horror', 'Mystery']"
"['Action', 'Adventure', 'Science Fiction']"
"['Adventure', 'Fantasy']"
"['Drama', 'Romance']"
"['Drama', 'Thriller']"
"['Drama', 'Horror', 'Science Fiction']"
"['Comedy', 'Family', 'Fantasy']"
"['Action', 'Adventure', 'Fantasy']"
"['Comedy', 'Crime']"
"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']"
"['Drama', 'Mystery', 'Thriller']"
"['Horror', 'Science Fiction']"
"['Drama', 'Fantasy', 'Horror']"
"['Action', 'Animation', 'Fantasy']"
"['Action', 'Science Fiction']"
"['Drama', 'History']"
"['Action', 'Adventure', 'Horror']"
['Thriller']
['Music']
"['Drama', 'War']"
"['Horror', 'Thriller']"
"['Crime', 'Science Fiction']"
"['Action', 'Crime', 'Thriller']"
"['Comedy', 'Drama']"
"['Adventure', 'Animation', 'Drama', 'Family']"
"['Horror', 'Mystery']"
"['Action', 'Adventure', 'Science Fiction']"
"['Drama', 'Fantasy', 'War']"
"['Drama', 'Romance']"
"['Action', 'Thriller', 'War']"
"['Comedy', 'Romance']"
"['Horror', 'Thriller']"
"['Crime', 'Drama', 'Mystery', 'Thriller']"
"['Animation', 'Family', 'Fantasy', 'Romance']"
"['Adventure', 'Comedy', 'Mystery']"
"['Action', 'Adventure', 'Thriller']"
['Comedy']
"['Action', 'Adventure', 'Fantasy', 'Science Fiction']"
"['Action', 'Mystery', 'Science Fiction', 'Thriller']"
"['Action', 'Adventure']"
"['Action', 'Adventure', 'Science Fiction']"
"['Animation', 'Family', 'Fantasy', 'Romance']"
"['Comedy', 'Drama']"
"['Animation', 'Family', 'Fantasy']"
"['Action', 'Crime', 'Drama']"
"['Action', 'Science Fiction', 'Thriller']"
['Western']
"['Action', 'Adventure', 'Science Fiction']"
['Horror']
['Drama']
"['Crime', 'Drama', 'Thriller']"
['Drama']
"['Action', 'Adventure', 'Fantasy']"
"['Drama', 'Mystery', 'Western']"
"['Action', 'Drama', 'Science Fiction']"
['Horror']
"['Action', 'Adventure', 'Comedy', 'Science Fiction']"
"['Horror', 'Mystery']"
"['Action', 'Adventure', 'Science Fiction']"
"['Horror', 'Thriller']"
"['Drama', 'Thriller']"
"['Action', 'Crime', 'Thriller']"
"['Action', 'Adventure', 'Science Fiction']"
"['Action', 'Crime', 'Thriller']"
"['Horror', 'Thriller']"
"['Action', 'Adventure', 'Science Fiction']"
"['Comedy', 'Romance']"
"['Action', 'Adventure', 'Thriller']"
"['Adventure', 'Animation', 'Family', 'Fantasy']"
"['Comedy', 'Crime']"
"['Comedy', 'Drama']"
"['Horror', 'Mystery', 'Thriller']"
"['Action', 'Drama', 'War']"
['Drama']
['Drama']
"['Adventure', 'Comedy', 'Science Fiction']"
"['Action', 'Drama', 'War']"
"['Comedy', 'Family', 'Music', 'TV Movie']"
"['Action', 'Adventure', 'Fantasy']"
"['Crime', 'Drama', 'Thriller']"
"['Horror', 'Thriller']"
"['Action', 'Comedy', 'Romance']"
"['Drama', 'Horror', 'Mystery']"
"['Action', 'Science Fiction', 'Thriller']"
"['Adventure', 'Animation', 'Drama', 'Family', 'Romance']"
"['Animation', 'Comedy', 'Fantasy']"
"['Drama', 'War']"
"['Action', 'Adventure', 'Thriller']"
"['Horror', 'Mystery', 'Thriller']"
"['Action', 'Adventure', 'Comedy', 'War']"
"['Comedy', 'Horror', 'Thriller']"
"['Adventure', 'Animation', 'Comedy', 'Fantasy']"
"['Adventure', 'Animation', 'Comedy', 'Family']"
['Comedy']
"['Action', 'Crime', 'Thriller']"
"['Comedy', 'Fantasy', 'Romance']"
"['Action', 'Comedy', 'Drama']"
"['Action', 'Adventure', 'Fantasy']"
"['Drama', 'Romance']"
"['Action', 'Crime']"
"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']"
