Movie_id,Vote_average,Vote_count
11778,7.979,4144
1299655,6.746,185
936075,0.0,0
1274214,9.0,3
294254,6.73,10881
8689,6.3,1814
9509,7.457,5532
2503,7.434,8207
1443,7.129,3545
2034,7.512,6441
948,7.553,6063
511082,7.976,62
964980,7.292,2256
424783,6.719,6517
385141,4.0,7
1369,6.657,4226
1401586,0.0,0
411088,8.087,4881
337339,6.857,10703
4108,6.719,5701
9693,7.611,7683
1522377,7.487,39
1149504,5.688,316
1370123,6.536,14
142,7.8,7428
753342,6.3,2998
698438,5.776,58
697843,7.392,2794
1422211,6.818,11
335797,7.122,8333
262543,5.871,1756
838209,7.51,633
449443,6.856,3316
22832,6.673,1715
89,7.8,10878
1450527,0.0,0
235,7.843,6353
11631,6.976,6906
300669,7.015,7849
433,7.547,4935
16802,4.75,16
947,7.994,3341
194662,7.444,13413
861451,4.517,30
4256,5.962,4364
109414,6.239,6716
1300116,6.128,202
629542,7.53,2465
1144107,8.442,43
974262,6.736,458
165,7.775,13690
536554,7.036,4680
595,8.0,2804
20504,6.792,6547
9928,6.48,4844
41154,6.539,10828
567568,4.889,9
1102493,6.7,494
1290879,6.2,891
411088,8.087,4881
1079091,6.948,1839
628,7.4,6309
2668,7.188,7247
117263,6.413,6964
660,6.672,2563
297761,5.918,21898
8078,6.161,5435
495764,6.884,10692
916224,7.89,1661
1637,7.147,6702
300669,7.015,7849
348350,6.557,9118
955,6.14,7425
64688,6.884,10848
1422211,6.818,11
324668,6.371,6089
754,7.051,5772
936245,4.975,61
941,7.286,4924
1290159,6.401,1116
287947,6.98,10070
530254,7.893,704
345887,6.783,5834
4584,7.424,1805
375588,5.9,3103
676,6.939,6883
1208983,6.4,107
558,7.299,16085
508883,7.403,2531
339964,6.63,7869
12208,5.3,801
392044,6.706,10409
360920,6.876,4381
23631,6.336,3486
61979,7.724,3183
37636,6.2,142
1195631,6.213,225
1196470,5.794,350
42337,6.5,136
10999,6.69,3060
332562,7.495,12111
930094,7.938,1507
1314481,0.0,0
1391,7.417,1696
322,7.7,7278
137106,7.421,8304
9737,6.828,6821
559969,7.043,5509
261392,6.092,2915
1073112,7.13,23
976893,7.785,1796
1083968,6.174,491
90,7.2,4498
390433,7.16,78
274857,6.55,5967
714,6.377,3358
12149,6.9,1281
1015539,6.25,16
565770,6.646,3024
1252682,0.0,0
337401,6.837,6969
4523,6.843,5640
395992,6.448,7799
884605,6.7,3689
416148,5.5,183
937278,7.753,3468
10802,5.587,1351
1923,7.409,2202
348350,6.557,9118
9802,7.14,5073
1160018,7.111,460
564140,6.615,96
948,7.553,6063
660,6.672,2563
13830,7.638,355
856289,7.1,467
1242332,0.0,0
14574,7.817,7546
713,7.377,1617
267860,6.218,5030
1401586,0.0,0
206487,7.417,6941
39514,6.706,7045
661539,7.081,1369
68734,7.3,8794
406997,8.109,8164
677179,7.1,2810
76203,7.933,11829
5289,6.318,1120
395834,7.433,5655
495764,6.884,10692
184,7.359,6818
1084222,6.5,59
877817,6.539,1352
754,7.051,5772
2362,6.8,1415
487616,5.773,238
1135873,6.071,7
297,7.357,5644
522627,7.668,6426
1885,7.2,4600
37136,7.267,4370
54138,7.32,9511
289,8.143,5919
10009,7.3,5680
97211,7.0,80
505026,6.417,4089
300671,7.273,3857
724109,5.5,12
864,7.003,2231
36643,6.285,3184
9618,6.5,2076
77805,6.023,736
36669,5.998,3803
476669,6.721,4958
1075515,4.143,7
276907,7.058,4186
505026,6.417,4089
300671,7.273,3857
724109,5.5,12
864,7.003,2231
1578018,0.0,0
36643,6.285,3184
9618,6.5,2076
77805,6.023,736
36669,5.998,3803
476669,6.721,4958
265208,5.7,1894
1075515,4.143,7
276907,7.058,4186
10386,7.949,6045
1219158,7.3,14
19404,8.517,4560
877703,7.5,932
9598,6.261,3065
87827,7.406,13609
9837,7.3,4226
1213243,0.0,0
667,6.594,2405
1262983,6.526,212
73723,6.523,3802
447404,6.908,7241
563,7.1,5348
1339658,6.295,134
5174,6.483,3617
1175174,6.9,84
14191,6.454,1560
44741,7.3,344
1208284,6.238,42
234923,0.0,0
670292,7.013,3683
11371,6.692,1806
739405,6.461,1849
1541356,7.5,9
11782,7.5,902
602269,6.338,2742
2330,6.718,2655
188927,6.783,6978
1379266,8.1,36
5503,7.469,4674
1330421,5.897,131
9297,6.707,4258
153518,6.253,3918
353486,6.818,14292
116745,7.212,8091
9739,6.753,4006
45612,7.307,8930
1102493,6.7,494
500664,7.501,4856
5721,5.465,100
1081003,0.0,0
1287571,8.3,6
458723,6.951,7922
158852,6.29,7268
926670,7.685,251
481871,5.8,15
1571,6.638,6227
522938,6.53,4139
483906,6.353,2426
43347,7.0,5498
136799,6.63,3767
11969,7.576,2381
11423,8.054,4425
10386,7.949,6045
1219158,7.3,14
9598,6.261,3065
512195,6.744,6295
16802,4.75,16
10137,6.068,4579
1154215,6.153,150
1244492,8.079,493
217,6.018,8879
1592,7.656,3788
776797,6.821,1058
3170,7.008,5950
515001,7.993,10222
18491,8.3,1794
1476740,6.7,59
43947,6.503,2497
8009,6.862,2842
335787,6.873,6625
34584,7.209,4295
1290432,5.8,80
282035,5.518,7536
1483088,5.0,1
955,6.14,7425
927,7.14,6863
4327,5.9,4433
146,7.434,3481
307081,7.362,5726
70435,5.716,1455
924,7.052,4364
499191,6.444,54
16318,6.134,134
1190511,7.179,39
196,7.489,11316
1162858,5.692,52
49047,7.166,16108
9325,7.277,6577
138103,6.205,5248
480530,7.029,5707
10528,7.216,14593
968051,6.653,2412
265208,5.7,1894
30891,5.561,33
7095,6.291,1337
628,7.4,6309
534490,6.8,569
13597,7.3,2669
8960,6.351,10096
172385,6.522,3695
158445,7.9,485
415,4.386,5321
3131,7.314,7077
1134055,8.1,220
408866,7.108,246
1372,7.555,8167
77166,6.604,53
4523,6.843,5640
324849,7.2,5310
9802,7.14,5073
9023,7.687,4828
13156,7.191,816
1135873,6.071,7
460465,6.992,6200
8009,6.862,2842
764,7.275,4372
1391,7.417,1696
37265,5.013,411
1233575,6.337,1117
4108,6.719,5701
153518,6.253,3918
15070,6.512,791
49040,6.24,6017
841,6.181,3344
1371347,6.643,7
45612,7.307,8930
9602,6.879,4656
26389,6.356,2246
404368,7.162,7989
205601,7.079,717
293863,7.47,7017
1438030,6.286,7
261392,6.092,2915
416148,5.5,183
392044,6.706,10409
1262983,6.526,212
467244,7.008,2490
9387,6.8,2723
1013482,5.746,140
16320,7.4,3784
1476740,6.7,59
9360,5.3,2735
891644,5.647,17
1374534,5.908,169
43947,6.503,2497
968,7.844,3274
1700,7.745,5106
1471345,5.6,63
1249289,5.671,383
433808,6.269,3338
793,7.6,3733
2108,7.725,8414
1244517,0.0,0
942,7.026,3657
532639,6.296,1705
168672,6.855,7629
10982,6.269,1873
10882,6.943,5412
55721,6.508,4604
1117061,3.5,4
514847,6.635,3536
1735,5.513,4726
1154215,6.153,150
9792,6.454,3270
9016,7.565,4515
449443,6.856,3316
1302916,6.318,459
1064312,6.0,22
4722,6.16,457
1148643,4.6,4
400136,6.91,1066
9339,6.3,7437
19994,5.988,4143
1098006,6.26,853
792001,6.655,119
967,7.537,2326
1159311,7.221,195
131634,6.901,13161
37265,5.013,411
764,7.275,4372
511082,7.976,62
1450527,0.0,0
50359,5.8,1362
1125,6.708,1066
9595,6.6,2374
1041613,6.21,1567
568,7.452,5765
4995,7.628,3470
294254,6.73,10881
800158,6.583,2697
938,8.015,4333
483906,6.353,2426
205601,7.079,717
68735,6.397,7150
614933,6.677,1501
125509,5.471,1020
1592,7.656,3788
1114513,7.154,1935
615665,6.978,2329
290250,7.127,8463
77166,6.604,53
1405338,6.901,309
9804,6.217,3977
460465,6.992,6200
14324,4.915,360
259611,6.5,202
254470,6.843,5461
9398,6.216,4808
1114513,7.154,1935
320956,3.5,8
19404,8.517,4560
793,7.6,3733
7551,6.875,5166
44741,7.3,344
942,7.026,3657
1530067,7.0,1
985,7.3,2680
619297,6.605,1268
16318,6.134,134
277,6.846,6492
146,7.434,3481
617653,7.414,3754
10982,6.269,1873
10403,7.196,922
10096,6.766,5461
18360,6.152,7189
459151,7.337,2664
457431,4.5,6
46356,5.0,7
7340,7.328,4224
614696,7.214,2001
50698,6.3,1620
318256,6.074,693
81188,7.372,7054
522938,6.53,4139
43347,7.0,5498
682012,7.9,100
70578,5.518,1199
9476,6.867,3303
1600421,8.417,6
41513,5.759,3952
581726,6.57,2068
1083381,0.0,0
44264,7.304,5639
1255788,6.078,179
1287536,6.645,107
965150,7.666,1754
8077,6.376,6236
1307993,2.667,3
1443,7.129,3545
15070,6.512,791
10066,6.022,3267
256274,6.734,3779
893723,7.009,532
450465,6.663,8947
195757,6.933,90
228967,6.191,6126
617653,7.414,3754
1285965,6.436,468
241259,6.56,6707
10515,7.971,4582
53411,5.914,64
304139,3.5,2
1422562,5.7,18
8247,6.157,6111
1137350,6.527,808
82633,7.066,3260
9600,5.823,2427
682012,7.9,100
238636,6.629,6631
347647,6.096,47
49018,6.9,7196
581,7.833,4586
338952,6.8,11353
570670,7.1,6132
9352,6.614,2870
1081208,6.7,29
399905,5.727,33
9739,6.753,4006
359940,8.061,10715
522627,7.668,6426
457431,4.5,6
9426,7.429,4849
46356,5.0,7
705996,7.323,1444
71676,5.008,3994
1254808,7.326,115
82675,6.364,7004
18069,7.165,106
9907,5.909,1157
136799,6.63,3767
9532,6.629,6524
1236470,7.085,625
1371789,5.9,21
254470,6.843,5461
296099,6.312,3915
412092,6.1,15
8065,6.692,4948
11423,8.054,4425
683042,2.0,1
1088166,7.0,328
570595,5.6,27
1355666,8.356,167
9614,6.669,3241
507241,6.401,513
911126,5.1,12
724495,7.622,2311
78086,5.2,23
26550,4.9,27
2005,6.826,3379
560016,6.879,1324
666154,7.632,110
2309,6.292,2205
70,7.954,10185
10637,7.6,2864
122126,5.826,109
754452,5.8,82
10895,7.102,6170
15573,7.1,257
254320,7.026,6759
187017,6.827,8385
568160,7.982,2562
211672,6.418,10985
399905,5.727,33
1104845,6.753,150
8195,6.958,2591
9475,7.78,3821
121514,4.0,30
79,7.508,2436
1404404,7.3,3
718789,6.883,3717
30497,7.282,3713
97,6.636,2659
228161,6.791,4162
13223,7.987,11362
68724,6.514,9412
22538,7.485,8411
1507275,6.9,11
554776,4.9,9
2907,7.065,4965
109424,7.538,7359
57165,5.8,4437
897087,6.4,1120
9543,6.296,7056
320956,3.5,8
700391,6.0,2752
1450432,7.4,9
614917,7.604,2772
776797,6.821,1058
1134463,6.1,49
4564,6.56,2235
13053,6.535,6406
399404,7.356,5437
163,6.564,7755
1355126,7.9,24
184345,6.174,1562
323260,5.4,44
698,6.181,2155
8871,6.8,8163
9741,7.142,9780
1147710,6.638,134
646389,6.9,2583
10567,6.552,2696
391,7.826,4605
7220,6.355,3067
1173558,6.295,227
782,7.565,6789
592464,0.0,0
64348,6.0,42
29512,5.45,140
516729,6.83,635
570670,7.1,6132
556678,7.0,1904
1206083,5.0,14
12545,7.112,603
9352,6.614,2870
1026436,6.345,904
324849,7.2,5310
774370,7.518,333
14299,7.085,469
36728,7.384,500
974635,6.79,1539
371462,6.136,44
11104,8.0,2120
10228,6.946,1550
717930,6.8,1191
9655,6.813,3233
187017,6.827,8385
884605,6.7,3689
9654,6.785,5892
5255,6.724,6789
10019,6.851,805
38234,7.55,992
57165,5.8,4437
30497,7.282,3713
173185,6.5,1555
696806,6.998,4804
4513,6.431,2997
11247,6.59,3343
717930,6.8,1191
465136,7.244,2286
36955,7.084,4461
4587,6.7,565
1297953,6.118,17
10066,6.022,3267
938,8.015,4333
491480,7.879,1824
9336,6.7,2913
52629,7.885,745
77429,4.7,8
913673,6.717,451
1620991,6.333,27
5653,6.4,331
72387,6.497,2619
957452,5.8,1213
630586,5.956,1283
966,7.508,1943
657,7.066,3283
9495,7.518,4426
1249213,6.3,767
1233069,6.61,621
682507,7.528,2209
10112,7.294,5301
339819,5.8,4
664413,7.004,9419
10719,6.664,4467
465136,7.244,2286
9361,7.384,3338
10585,6.738,3267
1272,6.959,4144
10340,7.1,5572
454619,6.6,1457
372962,5.278,18
49018,6.9,7196
13811,6.239,5684
8461,6.556,2216
985,7.3,2680
16907,7.299,603
1398,8.1,2440
9387,6.8,2723
37686,6.77,6958
81,7.946,3979
1109086,5.875,56
277,6.846,6492
804370,7.842,76
39538,6.6,6425
82633,7.066,3260
6477,5.831,4681
11216,8.424,4735
8961,6.656,5825
1610413,7.536,70
28468,5.968,433
849,6.051,600
12783,6.991,1776
9602,6.879,4656
8839,6.335,4858
9796,5.478,873
522924,8.177,1645
6282,6.268,2239
819,7.602,3777
114168,7.224,304
405817,6.0,10
338947,6.168,972
1481331,3.2,8
264644,8.0,9573
59440,7.845,4908
70,7.954,10185
858,6.736,2535
364,6.9,6961
1000837,7.894,994
27902,5.148,523
77663,5.526,1018
37430,5.309,1973
1463232,7.4,5
53182,6.115,6856
223702,5.75,7619
232672,6.892,3743
10222,6.839,1541
4488,6.402,3253
11527,7.0,1111
1125,6.708,1066
353491,5.788,5446
11283,6.688,3175
630586,5.956,1283
17578,6.9,5709
54989,5.8,66
44912,5.177,7556
73196,7.736,53
561757,3.9,10
396422,6.605,5927
9574,5.655,2514
1502943,6.269,39
11527,7.0,1111
17771,6.463,147
5915,7.8,9992
238636,6.629,6631
232672,6.892,3743
1522496,3.5,2
1230368,6.741,239
1407861,5.551,177
1266798,6.3,199
87502,6.856,6343
51608,7.699,1446
1182861,6.561,41
1023922,6.309,1387
777443,6.484,1551
1023922,6.309,1387
777443,6.484,1551
1029955,6.502,1214
76757,5.456,7009
968,7.844,3274
15512,6.239,4880
13941,5.3,29
1307078,7.013,545
1530067,7.0,1
459910,6.2,1094
445571,6.847,6182
364,6.9,6961
503919,7.484,5410
1438973,5.125,8
364324,6.072,214
1089,7.155,3875
508642,7.278,882
8224,6.469,2200
11430,6.58,3103
492101,6.8,9
38579,5.2,798
592695,6.281,761
32856,5.919,3133
9364,5.8,268
1213,7.201,4061
2675,6.702,6111
1302011,5.7,10
1383247,5.382,17
1124641,5.56,183
951491,7.182,2291
894169,5.998,329
370663,6.793,1266
291276,6.258,1178
1623740,5.667,3
785084,7.779,4504
10137,6.068,4579
619264,6.969,7687
11360,6.986,5221
1410399,6.441,17
39939,6.558,1196
894169,5.998,329
1226299,4.571,7
291276,6.258,1178
10137,6.068,4579
11360,6.986,5221
39939,6.558,1196
84735,4.6,23
736526,6.57,1977
1106739,6.878,2361
330070,6.066,281
123338,6.2,28
1013850,6.766,1314
107846,6.722,5495
77560,6.567,209
625450,6.281,1929
228326,7.5,2886
85392,6.21,31
35552,6.25,1464
527641,8.221,5859
24402,6.0,803
9390,6.974,3609
507076,7.05,2295
709,6.43,2098
40562,4.8,61
1013601,6.216,394
13179,6.916,1542
239526,7.702,47
14248,5.9,580
1125510,5.568,1371
1413097,2.9,77
9316,7.131,1830
347647,6.096,47
274167,6.294,3379
1383429,0.0,0
1003598,0.0,0
1645,7.386,2868
1244492,8.079,493
38142,7.295,2109
896536,6.068,266
681,6.405,2308
16996,6.313,5359
949423,7.237,2470
24402,6.0,803
930092,5.0,8
1159206,6.6,144
123338,6.2,28
1013850,6.766,1314
107846,6.722,5495
625450,6.281,1929
324670,6.528,1915
228326,7.5,2886
1304434,7.805,59
29710,6.3,120
1516391,6.95,30
258489,5.914,6436
1094473,6.312,69
55,7.633,2847
974453,5.879,493
399174,7.844,5295
682507,7.528,2209
1273002,0.0,0
585534,3.0,2
1096563,4.95,10
11690,7.0,2076
380,7.749,6912
1534754,0.0,0
7518,6.6,4741
966220,7.636,856
471506,6.6,1432
59437,5.967,105
1374,7.08,4720
531428,8.109,2866
1639000,8.75,4
9655,6.813,3233
27582,6.5,3509
17578,6.9,5709
165213,7.429,523
9665,7.48,1762
76726,6.841,5610
1154538,7.7,9
9441,7.1,1523
503346,4.767,253
969492,7.3,1417
10483,6.291,4042
421255,5.2,8
12133,6.559,3327
8810,7.386,4080
50456,6.6,3594
39437,5.8,106
1223690,5.564,39
975714,5.812,133
2023,6.906,1307
395990,6.224,2742
98203,5.9,32
1306525,5.932,177
1544991,4.5,8
1256658,3.5,4
127380,7.037,12536
870360,7.575,200
13510,6.832,2024
2666,7.334,3105
27098,6.38,163
725201,6.911,4106
228326,7.5,2886
38234,7.55,992
9334,5.593,3319
4587,6.7,565
10948,7.135,3423
6620,7.5,1334
346651,5.129,373
12101,6.926,1384
1064486,8.054,735
804095,7.577,2681
36670,6.058,1566
18892,6.4,571
1844,6.232,2180
476299,7.394,2599
9407,6.3,394
138697,6.013,4511
700,6.355,2154
571265,8.141,256
64635,6.025,5778
1356670,7.793,194
1164,7.167,3999
1438229,0.0,0
35217,6.3,135
481084,6.606,2456
1321902,5.1,5
9335,6.326,3869
1010600,5.62,685
390043,6.893,6555
9291,6.667,3602
1519168,6.271,48
856,7.531,6070
899112,7.23,2488
136797,6.428,4618
1516391,6.95,30
400928,7.999,5853
1315988,6.063,111
34544,6.41,4911
76025,6.928,3354
65015,6.0,109
20943,6.506,3712
747188,6.443,2403
2110,6.656,1393
193722,5.712,99
2440,7.8,800
9023,7.687,4828
928358,4.93,43
35044,5.319,47
1249213,6.3,767
80788,5.2,38
10398,6.615,1433
1255,6.975,3051
22881,7.668,6720
9259,6.0,86
369972,7.043,5567
556574,7.586,76
987434,6.071,7
372921,6.55,20
12101,6.926,1384
1064486,8.054,735
364689,7.217,3038
18892,6.4,571
204679,6.4,7
1844,6.232,2180
901362,7.247,963
476299,7.394,2599
9407,6.3,394
1509573,6.5,2
700,6.355,2154
639848,6.4,12
120457,5.8,44
846778,5.909,203
1164,7.167,3999
378236,5.402,3267
531509,6.159,462
481084,6.606,2456
724495,7.622,2311
9335,6.326,3869
1429738,5.148,44
11674,5.942,3578
479455,5.897,5258
724106,6.75,54
13483,6.543,1475
1166133,7.636,77
38153,5.0,99
1126915,6.4,80
8456,6.8,2442
9919,6.861,4376
1000837,7.894,994
13156,7.191,816
638,7.539,2878
10184,6.627,3980
3558,7.567,4079
82693,7.149,12494
155765,4.929,7
11071,6.836,452
10201,6.7,7256
8271,6.684,3999
334,7.7,3904
1337404,5.0,3
463843,6.389,398
1226299,4.571,7
1182387,5.5,262
109428,6.6,4923
1241921,6.3,313
865,6.5,2729
929204,7.467,614
9104,6.286,345
734002,7.516,153
11023,6.667,1725
29710,6.3,120
7553,6.204,963
17431,7.566,6128
12162,7.3,6036
391713,7.253,8914
848538,6.011,1673
9679,6.449,4767
103663,8.097,4621
1297763,6.8,219
1304434,7.805,59
1292695,0.0,0
21208,6.991,5569
944401,7.9,1331
614934,7.467,3797
1669,7.4,3551
846778,5.909,203
97367,6.985,5102
76493,6.2,6299
9303,7.2,1052
774752,7.1,2299
324670,6.528,1915
9760,3.873,1646
602223,6.885,2635
1445276,7.7,3
342473,7.194,1964
1139566,6.87,662
4133,7.353,4530
1127166,6.484,947
378236,5.402,3267
531509,6.159,462
724495,7.622,2311
9392,6.977,4286
79909,5.0,16
342434,5.4,10
471506,6.6,1432
1230368,6.741,239
1106739,6.878,2361
13161,6.575,997
341559,5.6,5
6620,7.5,1334
44826,7.175,7561
48650,6.416,813
16907,7.299,603
60308,7.284,5614
73935,5.3,296
2059,6.6,6730
37686,6.77,6958
1488223,5.583,6
1241921,6.3,313
26371,7.61,591
9279,6.061,2886
506574,7.671,1599
1278950,5.944,260
5723,7.415,1429
935,8.1,6037
773,7.69,7681
1029955,6.502,1214
6957,6.416,7091
1404791,7.672,32
319,7.534,2985
1127166,6.484,947
1117857,6.9,186
1083420,5.877,77
1272890,6.348,92
1001835,6.657,303
675445,7.339,1256
647245,6.278,106
85889,6.843,1860
647245,6.278,106
85889,6.843,1860
370663,6.793,1266
93837,6.1,1150
1096563,4.95,10
926746,5.0,5
888195,5.107,150
72387,6.497,2619
2119,6.35,1642
639798,6.455,686
27581,6.324,4481
911835,7.5,2
1265063,5.667,448
870360,7.575,200
2759,7.3,890
429473,6.497,754
309304,6.466,382
76,7.972,4566
819,7.602,3777
44048,6.607,3800
26444,6.626,195
252,7.483,3872
38321,5.853,2467
42134,7.0,69
462,7.437,3561
699,6.541,2018
674324,7.46,3241
11090,5.123,1337
481848,7.523,3900
20766,7.013,4172
1040148,7.164,1092
1450599,6.458,259
5925,7.9,2773
10030,5.907,1616
504253,8.23,1725
446354,7.002,4830
5336,6.344,2250
5492,5.2,210
68335,5.052,58
507732,7.6,38
196867,6.237,1335
516486,7.411,3219
90100,5.4,18
42134,7.0,69
52451,5.802,2741
18892,6.4,571
966220,7.636,856
228165,6.102,2490
10995,6.979,742
9303,7.2,1052
15028,5.3,345
827991,5.25,24
1023922,6.309,1387
1304625,5.357,7
955911,0.0,0
4289,3.9,48
97020,5.887,5750
9362,6.9,3485
132332,6.845,58
8413,6.571,3175
340102,6.085,3648
10201,6.7,7256
1363979,9.0,2
103663,8.097,4621
1072890,6.4,13
561757,3.9,10
2756,7.336,3333
715756,6.368,34
9032,6.493,3471
138697,6.013,4511
1075523,3.611,9
1256658,3.5,4
21542,7.548,661
1309129,7.0,3
1388456,0.0,0
14299,7.085,469
11545,7.391,2669
2270,7.3,4345
481084,6.606,2456
762,7.802,6268
77950,6.263,3617
1278950,5.944,260
10140,6.443,5825
906126,7.975,3420
11507,6.769,887
27581,6.324,4481
78428,4.8,32
630566,8.242,1042
26371,7.61,591
9362,6.9,3485
1072890,6.4,13
64494,4.8,73
12508,6.7,798
12405,7.728,11135
1026821,6.1,17
850165,7.518,1177
13027,6.483,3055
1979,5.63,8294
97020,5.887,5750
16320,7.4,3784
68254,3.2,4
348060,5.851,356
32924,5.266,109
296098,7.237,7175
441762,5.2,75
869,5.762,4330
157845,6.273,1020
786,7.499,3031
8427,5.4,1008
1342341,7.0,6
71672,5.724,1191
13532,6.131,878
54398,5.5,34
489999,7.576,4136
1578018,0.0,0
1352624,5.8,136
1201262,5.7,60
526896,5.925,4718
471972,5.333,30
406,8.1,4437
1509659,8.0,1
715756,6.368,34
622,6.485,3265
12222,6.513,3485
2019,6.5,1307
592208,2.5,4
1388456,0.0,0
492188,7.731,7315
638507,8.04,1083
9530,5.884,1765
1584,7.083,6054
71676,5.008,3994
4985,6.748,313
12137,7.2,127
597208,6.959,3282
10073,4.278,1032
16871,6.466,3988
13700,6.1,2129
14247,5.4,121
762,7.802,6268
1337562,6.315,165
491418,7.502,3172
959558,6.0,175
1379458,6.25,12
11322,6.685,4742
1284496,6.2,62
9286,6.15,4471
39486,7.409,628
44363,6.0,1966
1463232,7.4,5
2331,6.708,72
546121,7.228,2818
1094473,6.312,69
426,8.147,6224
845659,6.767,324
2359,7.4,759
521029,6.409,3791
9377,7.567,5283
27090,7.316,98
240143,5.8,5
4289,3.9,48
15028,5.3,345
646593,5.3,305
378236,5.402,3267
44115,7.086,7948
799051,3.0,1
387426,7.3,4492
643236,4.46,187
625450,6.281,1929
375262,7.496,5830
723347,5.6,241
127372,6.136,273
604605,7.305,395
268920,5.758,1699
8273,6.218,4314
43469,7.8,267
8656,6.2,3238
617,6.37,1916
4476,7.381,2790
799882,0.0,0
13700,6.1,2129
12137,7.2,127
1242434,5.494,434
1323409,7.1,8
1201262,5.7,60
17771,6.463,147
531309,6.1,3395
708,6.542,1966
265177,8.2,2814
61492,6.7,22
824,7.536,4773
10734,7.504,3068
401981,6.533,6286
152,6.487,1883
1832,6.925,2762
31586,5.018,274
11507,6.769,887
372962,5.278,18
619,6.702,3168
1267,6.932,3075
582570,6.21,867
336882,6.695,1374
79108,6.9,464
308639,7.058,1553
38543,6.144,789
200727,7.811,6446
77140,7.0,103
559907,6.61,2133
11621,7.8,3628
1051896,6.035,805
713364,6.1,471
92779,4.318,44
581931,5.75,4
218043,4.271,1377
6957,6.416,7091
667193,10.0,1
832075,0.0,0
136400,6.541,4410
1995,5.911,6414
438660,7.1,44
11857,5.989,489
649401,5.571,85
12471,5.945,55
1578,7.908,4664
78962,5.7,3
1386827,5.534,44
65496,5.297,138
38765,6.7,200
710295,6.206,910
926746,5.0,5
54989,5.8,66
337170,6.9,4872
49849,5.641,5315
187826,4.4,24
301,7.806,1234
25237,8.22,1756
17106,5.858,116
702454,5.0,1
113653,7.1,50
644865,0.0,0
279,8.022,4654
619803,7.3,408
57214,6.885,6698
22871,6.8,65
1426674,6.361,79
1147416,7.436,297
487558,7.491,7971
7270,7.002,1919
10718,5.3,617
55248,3.9,48
400610,5.656,135
858,6.736,2535
9072,5.935,1861
1581,7.1,5544
18645,5.9,31
342434,5.4,10
497828,7.016,2750
1081680,4.683,30
9462,7.367,1243
982932,5.6,74
2292,7.382,2697
744275,7.013,2701
1071038,1.0,1
974635,6.79,1539
4257,5.486,3488
216527,0.0,0
4476,7.381,2791
763,7.386,1804
315011,7.209,1520
348060,5.851,356
267935,6.285,3573
1640,7.219,3775
820525,6.883,975
9517,6.675,528
799882,0.0,0
445571,6.847,6182
441762,5.2,75
1026436,6.345,904
446354,7.002,4830
14943,7.069,377
1277988,7.717,251
16219,7.582,382
49520,6.152,2918
938614,7.105,1983
11619,6.3,4030
165213,7.429,523
820,7.602,2344
741592,4.6,59
11628,7.036,69
11090,5.123,1337
376867,7.359,7423
199,7.295,1913
1210732,6.4,269
9072,5.935,1861
240143,5.8,5
2110,6.656,1393
10280,5.881,670
45317,7.382,4632
860352,10.0,1
49849,5.641,5315
4538,7.152,3856
1012201,7.7,229
619918,6.6,63
86283,5.364,22
659,6.94,518
1370,6.199,3405
4553,7.522,6029
360814,7.895,1117
724209,6.741,1863
37430,5.309,1973
1640,7.219,3775
1309129,7.0,3
417870,6.816,1553
10054,5.818,3651
739547,7.0,186
1323409,7.1,8
1170608,0.0,0
1299046,7.167,288
458576,6.532,3491
12289,7.1,872
615677,5.957,801
511987,6.322,3320
4824,6.378,2057
634524,6.111,122
301502,5.919,1489
852448,6.271,822
1444,6.537,243
11283,6.688,3176
536115,6.512,391
341287,6.54,88
67789,6.817,71
8488,6.575,6120
1409218,0.0,0
961077,6.8,70
46407,7.0,5
974036,7.665,352
9373,6.302,2846
9753,5.6,280
1371347,6.643,7
35019,6.311,1923
429351,6.35,3142
126963,6.8,1615
58233,6.245,3511
6637,6.371,5446
46529,6.2,4889
20662,6.394,4927
959558,6.0,175
72545,6.1,4454
20453,7.998,2646
8321,7.5,5635
397469,5.1,5
144625,4.727,11
527641,8.221,5859
649401,5.571,85
832075,0.0,0
1284460,6.408,92
17581,7.335,510
32924,5.266,109
97630,6.994,4801
812225,8.087,358
1640,7.219,3775
780609,6.087,1299
727293,6.581,597
125225,5.8,63
10054,5.818,3651
570480,6.575,240
12289,7.1,872
78962,5.7,3
4824,6.378,2057
600354,8.096,3537
916192,7.674,258
1444,6.537,243
211672,6.418,10985
11283,6.688,3176
851925,5.2,34
1423983,7.714,7
8488,6.575,6120
509967,6.338,5080
974931,6.806,1060
639798,6.455,686
51739,7.7,3089
446807,6.164,1478
115580,7.8,22
87818,4.636,2468
77930,6.171,3058
13511,5.2,139
619,6.702,3168
12201,6.397,1672
11212,6.4,1429
13785,6.863,644
1316147,7.342,38
11220,7.7,1246
587996,6.346,956
480853,5.8,130
278540,6.139,36
527261,6.02,1653
13009,4.8,420
338952,6.8,11353
2055,7.222,1173
881,7.542,4029
11130,6.716,3375
41630,6.295,4918
829,7.9,4171
544,6.621,5233
583,7.755,4815
1580,7.935,2953
987400,7.733,131
259694,6.3,3317
1404791,7.672,32
1033177,6.0,3
524635,6.536,28
570480,6.575,240
353575,6.397,165
1537690,4.5,4
2302,6.7,89
331962,4.9,567
504056,7.392,236
364689,7.217,3038
10208,6.096,355
11362,7.675,1961
5825,7.232,2643
570480,6.575,240
78962,5.7,3
600354,8.096,3537
1844,6.232,2180
916192,7.674,258
211672,6.418,10985
