Release_year,Runtime,Language,Adult,Vote_average
2025.0,96,en,0,5.564
2022.0,99,en,0,5.812
2004.0,136,en,0,6.906
2018.0,107,en,0,6.224
2012.0,120,tl,0,5.9
2025.0,118,id,0,5.932
2024.0,51,tl,0,3.5
2016.0,97,en,0,7.037
2024.0,91,en,0,7.575
2008.0,91,en,0,6.832
1998.0,101,en,0,7.334
1995.0,125,sv,0,6.38
2022.0,129,en,0,6.911
2002.0,92,en,0,5.593
1981.0,82,en,0,7.135
1954.0,113,en,0,7.5
2016.0,91,en,0,5.129
1973.0,97,en,0,6.926
2024.0,94,en,0,8.054
2022.0,151,en,0,7.577
1983.0,134,en,0,6.058
1999.0,87,en,0,6.4
1999.0,112,en,0,6.232
2018.0,91,en,0,7.394
1997.0,122,en,0,6.3
2013.0,90,en,0,6.013
1983.0,131,en,0,6.355
2020.0,95,ja,0,8.141
2012.0,118,en,0,6.025
2025.0,92,de,0,7.793
2006.0,143,en,0,7.167
2010.0,110,de,0,6.3
2019.0,87,en,0,6.606
2024.0,71,tl,0,5.1
2005.0,88,en,0,6.326
2024.0,91,en,0,5.62
2017.0,118,en,0,6.893
2005.0,113,en,0,6.667
2025.0,87,en,0,6.271
1988.0,104,en,0,7.531
2022.0,111,en,0,7.23
2014.0,131,en,0,6.428
2017.0,101,en,0,7.999
2025.0,90,es,0,6.063
2010.0,117,en,0,6.41
2011.0,102,en,0,6.928
1989.0,100,en,0,6.0
2009.0,96,en,0,6.506
2023.0,105,en,0,6.443
2001.0,94,fr,0,6.656
2013.0,100,ja,0,5.712
2000.0,108,ko,0,7.8
2022.0,105,de,0,4.93
1999.0,93,en,0,5.319
1985.0,67,ja,0,5.2
1999.0,105,en,0,6.615
2006.0,120,ko,0,6.975
2009.0,129,en,0,7.668
2002.0,102,de,0,6.0
2018.0,141,en,0,7.043
2025.0,160,en,0,7.586
2022.0,75,en,0,6.071
2015.0,90,ko,0,6.55
2017.0,108,en,0,7.217
1989.0,99,en,0,6.4
2023.0,91,en,0,7.247
2025.0,107,tl,0,6.5
2020.0,97,en,0,6.4
2011.0,111,it,0,5.8
2022.0,104,en,0,5.909
2017.0,86,en,0,5.402
2019.0,100,en,0,6.159
2025.0,117,th,0,5.148
1996.0,103,en,0,5.942
2019.0,115,en,0,5.897
2020.0,79,ko,0,6.75
2007.0,84,en,0,6.543
2024.0,139,ml,0,7.636
1997.0,103,en,0,5.0
2025.0,91,en,0,6.4
2008.0,113,en,0,6.8
2003.0,116,en,0,6.861
1997.0,134,en,0,7.539
2009.0,129,en,0,6.627
1999.0,127,en,0,7.567
2012.0,122,en,0,7.149
2001.0,95,ja,0,4.929
1954.0,94,en,0,6.836
2008.0,104,en,0,6.7
2007.0,105,en,0,6.684
1999.0,189,en,0,7.7
2024.0,65,tl,0,5.0
2019.0,82,en,0,6.389
2024.0,89,en,0,5.5
2013.0,91,en,0,6.6
2025.0,109,en,0,6.3
1987.0,101,en,0,6.5
2024.0,79,en,0,7.467
2002.0,98,en,0,6.286
2023.0,115,pl,0,7.516
2003.0,100,en,0,6.667
2005.0,94,en,0,6.204
2009.0,97,en,0,7.566
2008.0,131,en,0,7.3
2017.0,94,en,0,7.253
2024.0,139,en,0,6.011
2000.0,118,en,0,6.449
2012.0,116,da,0,8.097
2025.0,90,ja,0,6.8
2009.0,123,en,0,6.991
2023.0,115,fr,0,7.9
2022.0,159,en,0,7.467
1990.0,135,en,0,7.4
2013.0,140,en,0,6.985
2012.0,83,en,0,6.2
1996.0,105,en,0,7.2
2022.0,45,en,0,7.1
2007.0,85,en,0,3.873
2021.0,103,en,0,6.885
2025.0,13,ja,0,7.7
2016.0,89,en,0,7.194
2024.0,105,es,0,6.87
2001.0,124,en,0,7.353
2024.0,106,it,0,6.484
2005.0,100,en,0,6.977
2007.0,88,ja,0,5.0
2015.0,114,ja,0,5.4
2007.0,109,en,0,6.575
1999.0,105,hr,0,5.6
2011.0,126,en,0,7.175
2010.0,109,es,0,6.416
2011.0,134,en,0,7.284
2012.0,93,en,0,5.3
2004.0,131,en,0,6.6
2025.0,105,de,0,5.583
1987.0,140,en,0,7.61
1996.0,89,en,0,6.061
2019.0,106,en,0,7.671
2025.0,98,en,0,5.944
2007.0,85,en,0,7.415
1964.0,95,en,0,8.1
2006.0,102,en,0,7.69
2005.0,116,en,0,6.416
2025.0,110,ja,0,7.672
1993.0,121,en,0,7.534
2025.0,87,en,0,6.9
2025.0,97,en,0,5.877
2024.0,90,en,0,6.348
2022.0,106,en,0,6.657
2021.0,86,en,0,7.339
2024.0,141,en,0,6.278
2013.0,97,en,0,6.843
2012.0,94,en,0,6.1
2014.0,93,en,0,5.0
2022.0,99,en,0,5.107
1990.0,107,en,0,6.35
2020.0,105,es,0,6.455
2010.0,107,en,0,6.324
2021.0,96,ko,0,7.5
2025.0,139,en,0,5.667
1994.0,103,en,0,7.3
2022.0,107,en,0,6.497
2015.0,78,en,0,6.466
1995.0,101,en,0,7.972
2010.0,98,en,0,6.607
1981.0,97,en,0,6.626
1971.0,99,en,0,7.483
2011.0,87,en,0,5.853
1982.0,97,en,0,7.0
2000.0,131,en,0,7.437
1981.0,128,en,0,6.541
2022.0,114,en,0,7.46
2001.0,83,en,0,5.123
2020.0,100,en,0,7.523
2009.0,111,en,0,7.013
2023.0,91,en,0,7.164
2025.0,84,fr,0,6.458
1963.0,173,en,0,7.9
2007.0,101,en,0,5.907
2018.0,108,ja,0,8.23
2017.0,116,en,0,7.002
1976.0,117,it,0,6.344
2024.0,90,en,0,5.2
2009.0,99,en,0,5.052
2018.0,60,ja,0,7.6
2014.0,118,en,0,6.237
2020.0,92,en,0,7.411
1974.0,95,it,0,5.4
2011.0,110,en,0,5.802
2015.0,93,en,0,6.102
1992.0,115,fr,0,6.979
2002.0,94,en,0,5.3
2022.0,120,sv,0,5.25
2025.0,95,es,0,5.357
2021.0,6,ja,0,0.0
2004.0,86,en,0,3.9
2014.0,118,en,0,5.887
1990.0,96,en,0,6.9
1949.0,101,fr,0,6.845
1997.0,96,en,0,6.571
2020.0,94,en,0,6.085
2026.0,101,ja,0,9.0
2024.0,134,zh,0,6.4
1989.0,140,en,0,7.336
2020.0,89,ja,0,6.368
1999.0,93,en,0,6.493
2023.0,93,tl,0,3.611
2003.0,100,en,0,7.548
2025.0,95,nl,0,7.0
2025.0,126,tl,0,0.0
1998.0,93,en,0,7.391
2007.0,127,en,0,7.3
1975.0,91,en,0,7.802
2013.0,96,en,0,6.263
2010.0,113,en,0,6.443
2023.0,143,es,0,7.975
1984.0,114,en,0,6.769
1991.0,96,zh,0,4.8
2020.0,121,en,0,8.242
1985.0,101,en,0,4.8
2001.0,105,en,0,6.7
2008.0,121,en,0,7.728
2024.0,102,zh,0,6.1
2023.0,132,en,0,7.518
2008.0,118,en,0,6.483
2007.0,92,en,0,5.63
2010.0,92,da,0,3.2
2015.0,92,fr,0,5.851
1990.0,116,en,0,5.266
2015.0,141,en,0,7.237
2017.0,95,en,0,5.2
2001.0,120,en,0,5.762
2014.0,103,en,0,6.273
2000.0,124,en,0,7.499
2002.0,97,en,0,5.4
2025.0,77,no,0,7.0
2011.0,93,en,0,5.724
2009.0,90,en,0,6.131
2009.0,101,en,0,5.5
2018.0,102,en,0,7.576
2025.0,110,en,0,5.8
2024.0,93,en,0,5.7
2022.0,105,en,0,5.925
2017.0,133,hi,0,5.333
1995.0,98,fr,0,8.1
2025.0,93,ms,0,8.0
1999.0,133,en,0,6.485
2008.0,86,en,0,6.513
1993.0,97,en,0,6.5
2012.0,33,pl,0,2.5
2019.0,137,en,0,7.731
2019.0,22,en,0,8.04
2006.0,99,en,0,5.884
2003.0,110,en,0,7.083
1974.0,121,en,0,6.748
2009.0,98,de,0,7.2
2021.0,151,en,0,6.959
2006.0,83,en,0,4.278
2009.0,99,en,0,6.466
2004.0,76,en,0,6.1
2004.0,91,en,0,5.4
2025.0,105,en,0,6.315
2018.0,118,en,0,7.502
2022.0,99,nl,0,6.0
2025.0,89,pl,0,6.25
2009.0,140,en,0,6.685
2025.0,103,fr,0,6.2
2006.0,92,en,0,6.15
2010.0,123,en,0,7.409
2010.0,94,en,0,6.0
1999.0,174,en,0,6.708
2020.0,90,en,0,7.228
1958.0,128,en,0,8.147
2023.0,97,en,0,6.767
2007.0,123,en,0,7.4
2019.0,106,en,0,6.409
1986.0,103,en,0,7.567
2003.0,92,en,0,7.316
2000.0,155,te,0,5.8
2020.0,94,en,0,5.3
2010.0,94,en,0,7.086
2022.0,106,en,0,3.0
2017.0,120,en,0,7.3
2019.0,92,fr,0,4.46
2018.0,120,en,0,7.496
2023.0,93,en,0,5.6
2012.0,105,en,0,6.136
2019.0,98,ja,0,7.305
2015.0,87,en,0,5.758
2003.0,103,en,0,6.218
1946.0,91,it,0,7.8
1998.0,121,en,0,6.2
1998.0,108,en,0,6.37
1994.0,133,en,0,7.381
2026.0,103,en,0,0.0
2025.0,133,en,0,5.494
2025.0,170,ro,0,7.1
2019.0,91,en,0,6.1
1987.0,130,en,0,6.542
2014.0,138,fr,0,8.2
2003.0,112,ja,0,6.7
2001.0,128,en,0,7.536
1979.0,113,en,0,7.504
2018.0,140,en,0,6.533
1979.0,131,en,0,6.487
1999.0,130,en,0,6.925
1994.0,87,en,0,5.018
1992.0,129,en,0,6.702
2007.0,95,en,0,6.932
2019.0,100,en,0,6.21
2015.0,105,no,0,6.695
2011.0,103,fr,0,6.9
2015.0,103,en,0,7.058
2011.0,121,en,0,6.144
2014.0,102,en,0,7.811
1965.0,102,it,0,7.0
2021.0,130,en,0,6.61
1992.0,93,ja,0,7.8
2024.0,92,en,0,6.035
2025.0,96,en,0,6.1
1992.0,87,en,0,4.318
2018.0,24,da,0,5.75
2014.0,110,en,0,4.271
2008.0,8,ja,0,0.0
2013.0,109,en,0,6.541
2001.0,100,en,0,5.911
2017.0,124,ja,0,7.1
2002.0,82,en,0,5.989
2019.0,107,en,0,5.571
2009.0,102,tr,0,5.945
1980.0,129,en,0,7.908
2000.0,166,ta,0,5.7
2025.0,91,en,0,5.534
2010.0,101,fr,0,5.297
1970.0,111,en,0,6.7
2025.0,103,en,0,6.206
2017.0,115,en,0,6.9
2011.0,119,en,0,5.641
1981.0,105,pt,0,4.4
1959.0,141,en,0,7.806
1985.0,142,ru,0,8.22
2007.0,93,en,0,5.858
2018.0,70,ko,0,5.0
1949.0,75,sv,0,7.1
2018.0,15,en,0,0.0
1984.0,160,en,0,8.022
2022.0,106,ko,0,7.3
2012.0,88,en,0,6.885
1943.0,135,en,0,6.8
2025.0,105,da,0,6.361
2024.0,50,fr,0,7.436
2018.0,136,en,0,7.491
2003.0,116,en,0,7.002
2004.0,84,en,0,5.3
2011.0,90,en,0,3.9
2016.0,110,nl,0,5.656
2006.0,98,en,0,5.935
2006.0,136,en,0,7.1
1965.0,90,en,0,5.9
2022.0,147,en,0,7.016
2024.0,97,en,0,4.683
1972.0,100,zh,0,7.367
2023.0,89,en,0,5.6
1994.0,92,en,0,7.382
2021.0,99,en,0,7.013
2022.0,97,zh,0,1.0
2006.0,83,en,0,5.486
1992.0,103,en,0,7.386
2016.0,120,ja,0,7.209
2016.0,117,en,0,6.285
2005.0,112,en,0,7.219
2023.0,93,en,0,6.883
2001.0,113,en,0,6.675
2007.0,130,ja,0,7.069
2025.0,100,pt,0,7.717
1992.0,101,en,0,7.582
2011.0,112,en,0,6.152
2024.0,93,en,0,7.105
2006.0,85,en,0,6.3
1991.0,189,en,0,7.602
2020.0,68,en,0,4.6
2002.0,120,de,0,7.036
2016.0,111,en,0,7.359
1996.0,111,en,0,7.295
2025.0,113,fr,0,6.4
1996.0,92,en,0,5.881
2010.0,116,en,0,7.382
2021.0,97,fr,0,10.0
2007.0,92,en,0,7.152
2024.0,84,ja,0,7.7
2020.0,75,no,0,6.6
1979.0,92,en,0,5.364
1979.0,162,de,0,6.94
1988.0,102,en,0,6.199
2004.0,102,en,0,7.522
2016.0,161,hi,0,7.895
2023.0,122,en,0,6.741
2017.0,122,en,0,6.816
2001.0,88,en,0,5.818
2024.0,93,en,0,7.0
2024.0,135,it,0,7.167
2020.0,103,en,0,6.532
2008.0,145,zh,0,7.1
2020.0,97,en,0,5.957
2019.0,87,en,0,6.322
1997.0,124,en,0,6.378
2019.0,117,en,0,6.111
2022.0,167,en,0,5.919
2022.0,110,en,0,6.271
2005.0,106,en,0,6.537
2018.0,91,ja,0,6.512
2017.0,115,en,0,6.54
1949.0,7,en,0,6.817
2005.0,118,en,0,6.575
2008.0,60,ja,0,0.0
2025.0,106,fr,0,6.8
2006.0,91,hi,0,7.0
2024.0,118,en,0,7.665
2003.0,98,en,0,6.302
2005.0,95,en,0,5.6
2010.0,109,en,0,6.311
2018.0,130,en,0,6.35
2013.0,85,ja,0,6.8
2011.0,101,en,0,6.245
2007.0,124,en,0,6.371
2011.0,109,en,0,6.2
2010.0,140,en,0,6.394
2012.0,94,en,0,6.1
2009.0,171,hi,0,7.998
2008.0,108,en,0,7.5
2015.0,88,ko,0,5.1
1970.0,95,en,0,4.727
2025.0,128,fr,0,6.408
2008.0,90,ja,0,7.335
2012.0,157,en,0,6.994
2023.0,113,ja,0,8.087
2022.0,100,en,0,6.087
2021.0,104,en,0,6.581
1982.0,128,hi,0,5.8
2019.0,88,en,0,6.575
2020.0,97,en,0,8.096
2022.0,83,ja,0,7.674
2021.0,94,en,0,5.2
2025.0,129,ja,0,7.714
2019.0,128,en,0,6.338
2023.0,104,en,0,6.806
2010.0,94,ja,0,7.7
2018.0,115,en,0,6.164
2002.0,122,ja,0,7.8
2013.0,98,en,0,4.636
2012.0,110,en,0,6.171
1986.0,89,en,0,5.2
2010.0,117,en,0,6.397
1994.0,99,en,0,6.4
2000.0,90,en,0,6.863
2025.0,98,de,0,7.342
1995.0,98,zh,0,7.7
2021.0,106,es,0,6.346
2018.0,87,en,0,5.8
2014.0,118,ja,0,6.139
2019.0,90,en,0,6.02
2008.0,94,en,0,4.8
2003.0,139,en,0,7.222
1992.0,138,en,0,7.542
2004.0,113,en,0,6.716
2011.0,107,en,0,6.295
1974.0,130,en,0,7.9
1998.0,120,en,0,6.621
1979.0,94,en,0,7.755
1948.0,81,en,0,7.935
2025.0,90,es,0,7.733
2016.0,110,en,0,6.3
2025.0,94,et,0,6.0
2025.0,128,en,0,6.536
2017.0,98,en,0,6.397
2026.0,104,zh,0,4.5
1990.0,126,en,0,6.7
2016.0,102,en,0,4.9
2018.0,111,zh,0,7.392
1999.0,88,en,0,6.096
2002.0,131,en,0,7.675
1989.0,97,en,0,7.232
1997.0,86,en,0,6.7
2024.0,116,en,0,6.6
2009.0,136,en,0,7.064
2026.0,102,de,0,6.3
1993.0,113,en,0,7.39
1965.0,87,en,0,4.682
1993.0,94,en,0,6.968
2025.0,103,en,0,5.807
2010.0,85,ja,0,7.178
1960.0,166,fr,0,6.6
2025.0,102,en,0,6.7
2023.0,103,en,0,6.919
2024.0,97,en,0,6.9
2024.0,93,en,0,6.1
2020.0,99,en,0,6.868
2022.0,99,es,0,6.581
2003.0,101,en,0,6.11
2021.0,95,fr,0,7.0
2015.0,73,ja,0,6.781
1997.0,113,tl,0,8.5
2001.0,136,en,0,6.82
2017.0,80,en,0,4.9
1993.0,118,en,0,7.662
2020.0,95,en,0,7.415
1995.0,91,en,0,6.895
2024.0,115,en,0,6.649
2002.0,113,en,0,7.1
1993.0,126,en,0,7.7
1995.0,108,en,0,5.7
2019.0,97,en,0,7.0
2007.0,122,en,0,6.7
2024.0,112,en,0,6.6
2015.0,97,en,0,6.5
2025.0,102,en,0,8.318
2025.0,103,en,0,6.65
2024.0,121,zh,0,7.2
1994.0,93,zh,0,5.6
2017.0,120,en,0,7.5
2025.0,78,en,0,5.941
1982.0,92,en,0,5.715
2009.0,118,en,0,5.786
2022.0,122,ko,0,6.415
2025.0,41,en,0,0.0
1998.0,83,en,0,6.2
2022.0,117,en,0,7.712
1995.0,96,en,0,5.8
1987.0,119,en,0,7.754
2013.0,98,en,0,5.334
2025.0,111,en,0,6.689
2002.0,123,en,0,7.398
2010.0,111,en,0,6.32
2024.0,109,ko,0,7.742
2005.0,102,en,0,5.878
2024.0,98,en,0,0.0
1994.0,103,zh,0,7.474
1947.0,98,en,0,7.316
1986.0,97,en,0,6.709
2010.0,104,no,0,6.702
2000.0,117,en,0,6.608
2010.0,96,en,0,6.544
2010.0,103,en,0,5.882
2007.0,94,de,0,5.5
2026.0,93,en,0,5.953
2013.0,121,en,0,7.429
1997.0,116,en,0,6.1
1999.0,63,pt,0,0.0
2018.0,16,hu,0,7.4
2025.0,137,tl,0,8.0
2021.0,70,ko,0,7.5
2019.0,102,en,0,6.381
1958.0,88,en,0,5.2
1966.0,84,sv,0,8.141
1983.0,90,en,0,6.3
1947.0,80,en,0,6.2
2002.0,101,it,0,7.2
2023.0,95,zh,0,4.0
2006.0,93,en,0,6.446
2021.0,100,ru,0,6.807
2023.0,109,no,0,6.893
1998.0,140,en,0,7.104
1996.0,103,en,0,6.5
2016.0,112,en,0,6.444
2025.0,113,en,0,5.935
2015.0,147,en,0,7.779
2017.0,99,en,0,6.247
1981.0,97,en,0,6.9
2024.0,96,ko,0,6.913
2010.0,119,en,0,7.21
1986.0,100,fr,0,6.046
2013.0,131,en,0,6.465
1999.0,84,ja,0,6.724
2007.0,108,en,0,5.785
1995.0,124,en,0,6.186
2026.0,93,en,0,7.391
2021.0,91,en,0,6.423
2003.0,104,en,0,5.944
1997.0,104,en,0,5.9
2022.0,6,en,0,3.0
2006.0,83,ja,0,4.3
2011.0,91,en,0,4.759
2019.0,140,en,0,7.156
2016.0,115,en,0,7.137
2020.0,88,en,0,6.227
2025.0,118,en,0,6.599
1989.0,89,it,0,8.0
2022.0,122,en,0,6.0
2015.0,105,en,0,6.869
1977.0,95,fr,0,5.24
2008.0,81,en,0,4.946
2014.0,95,en,0,7.115
2026.0,127,zh,0,0.0
2008.0,123,en,0,7.602
2014.0,126,en,0,7.593
2005.0,93,en,0,6.605
2025.0,94,hi,0,7.5
2024.0,123,en,0,8.2
2023.0,201,hi,0,6.111
2022.0,129,en,0,7.314
2016.0,99,en,0,6.036
1996.0,99,zh,0,6.714
1976.0,93,en,0,5.533
1996.0,95,ja,0,6.0
2013.0,130,en,0,7.1
2016.0,89,fr,0,5.582
2008.0,107,pl,0,0.0
2016.0,120,en,0,7.141
2019.0,137,en,0,7.854
1978.0,121,en,0,7.448
2009.0,101,en,0,5.596
2021.0,112,en,0,6.333
2021.0,101,en,0,6.7
1994.0,119,en,0,7.052
2003.0,90,en,0,6.3
2001.0,95,en,0,7.036
2016.0,110,tl,0,5.0
2013.0,110,zh,0,6.92
2026.0,110,pl,0,0.0
1998.0,103,en,0,6.7
2014.0,112,en,0,7.055
1985.0,92,en,0,6.197
2017.0,104,en,0,7.468
1957.0,85,es,0,3.9
2024.0,134,ja,0,7.9
2013.0,118,en,0,6.075
2018.0,90,en,0,6.388
2018.0,116,en,0,6.861
2017.0,81,ko,0,5.5
2016.0,104,en,0,6.218
2014.0,99,en,0,5.78
1991.0,130,en,0,7.687
1988.0,101,en,0,6.2
2024.0,109,fr,0,6.973
2018.0,148,te,0,6.895
1993.0,134,en,0,7.358
2019.0,98,en,0,6.408
1978.0,124,ml,0,9.7
1970.0,116,en,0,7.0
2016.0,156,ko,0,7.377
2024.0,115,ja,0,6.7
2011.0,94,es,0,7.5
2014.0,131,fr,0,5.824
1975.0,160,en,0,7.231
1995.0,107,en,0,6.6
1997.0,109,de,0,7.308
2019.0,152,en,0,7.1
2012.0,104,en,0,7.232
2020.0,98,en,0,6.373
2021.0,138,ja,0,7.712
2017.0,113,en,0,6.972
1992.0,81,en,0,7.262
2021.0,84,en,0,4.834
1994.0,82,en,0,6.8
2023.0,121,th,0,7.427
2007.0,96,en,0,4.876
1990.0,121,en,0,6.37
2023.0,93,en,0,6.207
2012.0,105,fr,0,7.248
2015.0,133,en,0,5.513
2024.0,146,ja,0,6.801
2015.0,106,en,0,7.611
1981.0,150,de,0,8.085
2002.0,100,en,0,6.649
2022.0,115,ja,0,7.2
2025.0,103,es,0,6.222
2019.0,97,en,0,8.224
2005.0,100,en,0,7.327
2014.0,87,en,0,4.4
1993.0,154,en,0,6.734
1980.0,99,es,0,5.0
2016.0,83,en,0,6.0
2000.0,102,en,0,8.011
2004.0,123,en,0,5.859
2024.0,104,en,0,6.1
2003.0,103,en,0,5.3
2016.0,120,en,0,6.622
1986.0,101,de,0,7.0
2021.0,116,en,0,7.812
2013.0,102,en,0,6.544
2006.0,97,en,0,5.5
2010.0,109,en,0,6.228
2022.0,102,en,0,6.667
1949.0,109,it,0,7.482
2019.0,82,en,0,6.8
1997.0,153,zh,0,5.9
2023.0,101,en,0,6.071
2024.0,102,fr,0,5.92
2010.0,100,en,0,6.4
2025.0,99,en,0,6.128
1957.0,88,en,0,8.3
2025.0,82,tl,0,4.5
2019.0,112,en,0,6.265
1967.0,71,cs,0,5.0
1986.0,104,en,0,5.295
1961.0,115,en,0,7.626
2025.0,102,en,0,5.97
2001.0,87,en,0,6.129
2022.0,91,en,0,6.268
2012.0,83,ja,0,6.6
2014.0,108,en,0,6.144
2021.0,108,ja,0,5.3
2009.0,121,en,0,6.209
2016.0,75,en,0,4.8
2000.0,74,en,0,6.97
1980.0,93,en,0,5.728
2022.0,92,en,0,5.749
2022.0,123,hi,0,6.8
1984.0,86,en,0,6.5
2023.0,108,es,0,7.3
2006.0,152,hi,0,5.2
2019.0,110,no,0,6.096
2023.0,100,en,0,5.676
2014.0,114,ja,0,7.457
2013.0,106,en,0,6.268
1974.0,109,en,0,6.182
2018.0,106,en,0,6.6
2021.0,116,en,0,6.5
2010.0,100,en,0,5.828
2015.0,87,ja,0,6.201
2015.0,100,en,0,6.763
2023.0,120,ja,0,7.2
2015.0,73,en,0,0.0
2015.0,85,en,0,6.6
1985.0,94,en,0,6.2
1987.0,41,ja,0,5.839
2001.0,93,en,0,4.256
1994.0,91,en,0,5.365
2026.0,148,hi,0,6.6
2015.0,118,en,0,7.5
2023.0,93,en,0,6.668
2010.0,121,hi,0,3.5
1993.0,114,en,0,5.75
2017.0,121,hu,0,6.7
2000.0,118,en,0,6.686
2012.0,97,en,0,6.101
2011.0,99,it,0,6.8
2012.0,111,fr,0,6.613
2022.0,103,en,0,6.844
2005.0,128,en,0,6.419
1946.0,88,sv,0,7.1
2025.0,124,en,0,6.4
1999.0,112,en,0,6.773
1989.0,100,en,0,5.8
2017.0,115,en,0,6.6
2025.0,105,en,0,5.867
1989.0,100,en,0,6.666
2003.0,121,en,0,6.885
2016.0,93,en,0,5.7
2007.0,153,tl,0,6.143
2018.0,105,en,0,6.1
2017.0,146,en,0,6.351
2019.0,103,es,0,6.633
2010.0,10,en,0,7.0
2015.0,105,ja,0,7.3
2009.0,83,en,0,5.642
2016.0,83,ko,0,4.208
2002.0,108,fr,0,7.374
2014.0,145,en,0,0.0
2015.0,116,en,0,7.08
2011.0,97,da,0,5.412
2012.0,137,en,0,7.1
1994.0,128,en,0,6.3
2001.0,94,en,0,4.3
1971.0,87,en,0,6.0
2005.0,105,es,0,7.552
2020.0,87,sv,0,6.145
1997.0,98,en,0,5.572
1956.0,94,en,0,6.5
2015.0,89,en,0,5.0
1976.0,76,tr,0,3.0
2014.0,102,en,0,6.402
2024.0,92,en,0,6.192
1985.0,160,ja,0,8.0
2020.0,70,ko,0,8.1
2017.0,130,en,0,7.313
2014.0,86,en,0,2.5
1956.0,100,es,0,6.8
2025.0,89,en,0,5.414
2013.0,103,en,0,6.403
2018.0,86,en,0,1.8
1993.0,95,zh,0,6.2
2005.0,97,ja,0,6.795
2008.0,90,en,0,0.0
1963.0,86,en,0,6.1
1994.0,86,en,0,6.4
2004.0,97,fr,0,7.732
1951.0,86,es,0,6.7
2003.0,97,en,0,6.6
2009.0,104,es,0,6.0
2015.0,117,en,0,6.418
2015.0,96,en,0,4.347
2008.0,102,en,0,6.342
2006.0,92,de,0,6.597
2016.0,91,en,0,5.913
2002.0,101,zh,0,7.799
2023.0,78,en,0,4.2
2006.0,86,en,0,6.18
2000.0,110,en,0,6.531
2020.0,102,en,0,7.645
1992.0,122,en,0,5.3
2021.0,116,ja,0,6.567
2015.0,98,ja,0,6.098
2002.0,104,en,0,6.357
2019.0,100,en,0,6.581
1973.0,102,en,0,7.4
2011.0,94,en,0,4.764
2018.0,72,ko,0,6.7
2021.0,118,en,0,7.727
1971.0,60,tr,0,0.0
2013.0,130,en,0,5.93
1983.0,99,en,0,7.096
2005.0,103,en,0,6.87
1996.0,99,en,0,6.7
2024.0,100,en,0,6.665
1989.0,93,en,0,5.485
1959.0,136,en,0,7.965
2013.0,110,en,0,5.652
2009.0,88,en,0,5.5
2012.0,137,da,0,7.355
1991.0,95,en,0,6.7
2004.0,96,en,0,5.499
1982.0,97,en,0,4.0
2024.0,122,en,0,6.866
2013.0,138,hi,0,4.5
2025.0,122,it,0,6.786
2012.0,172,en,0,6.893
2003.0,91,fr,0,6.8
2013.0,180,fr,0,7.067
1991.0,102,en,0,5.7
2007.0,108,fr,0,6.16
2024.0,107,ja,0,6.4
2025.0,132,hu,0,0.0
2021.0,101,en,0,6.866
1986.0,100,en,0,5.3
1979.0,94,en,0,7.7
2023.0,133,en,0,7.6
2008.0,114,en,0,6.949
2014.0,91,en,0,6.9
1995.0,121,ja,0,6.6
1982.0,120,tl,0,7.3
1957.0,103,it,0,6.4
1974.0,125,fr,0,5.8
2019.0,98,en,0,6.76
2011.0,129,en,0,7.1
2018.0,103,es,0,6.115
2016.0,138,hi,0,6.284
1995.0,108,en,0,5.972
2019.0,99,en,0,5.926
1956.0,201,en,0,7.6
1979.0,119,en,0,7.289
2026.0,109,en,0,0.0
1970.0,140,pa,0,8.0
2011.0,107,en,0,6.868
2023.0,97,es,0,6.269
2025.0,91,en,0,7.074
2005.0,100,en,0,6.4
2016.0,117,en,0,7.384
2010.0,91,en,0,3.3
2011.0,134,hi,0,5.234
1988.0,101,sv,0,5.789
2004.0,174,en,0,6.686
1984.0,90,en,0,6.6
2013.0,24,fr,0,0.0
2009.0,125,en,0,5.916
2012.0,115,en,0,6.486
2013.0,109,en,0,6.807
2015.0,99,en,0,5.112
2019.0,89,en,0,5.301
2018.0,110,en,0,5.7
2012.0,134,en,0,5.895
2023.0,100,fr,0,7.6
2016.0,107,en,0,6.893
1997.0,127,en,0,7.538
2009.0,107,es,0,4.6
2014.0,135,hi,0,5.314
2016.0,116,en,0,7.413
2014.0,119,en,0,6.064
2020.0,89,en,0,6.1
1974.0,125,en,0,6.455
2025.0,149,hi,0,6.6
2024.0,114,tl,0,4.0
1977.0,100,fr,0,4.611
2024.0,121,en,0,6.055
1998.0,171,en,0,7.445
2008.0,119,en,0,6.982
1992.0,46,ja,0,6.924
1968.0,96,ja,0,5.608
2013.0,113,en,0,6.1
2022.0,13,zh,0,10.0
2013.0,114,en,0,5.869
2006.0,137,en,0,7.068
2003.0,85,fr,0,6.686
2018.0,120,de,0,6.5
2008.0,133,ko,0,6.852
1983.0,193,en,0,7.405
2022.0,105,en,0,3.0
2017.0,81,en,0,5.736
1965.0,154,en,0,6.8
2025.0,104,id,0,8.5
2014.0,105,en,0,5.872
2025.0,94,en,0,6.4
2009.0,98,en,0,6.921
1986.0,190,en,0,5.0
1975.0,110,en,0,10.0
1997.0,89,en,0,6.59
2004.0,115,en,0,5.2
1997.0,96,en,0,5.426
2005.0,109,en,0,6.805
2018.0,104,en,0,5.9
2005.0,139,da,0,6.887
2008.0,89,en,0,5.074
2025.0,122,en,0,6.3
2015.0,63,ja,0,5.6
2004.0,93,en,0,7.032
1997.0,102,en,0,5.998
2014.0,22,en,0,5.765
1979.0,108,en,0,6.724
