Release_year,Runtime,Language,Adult,Vote_average
2007.0,87,en,0,7.019
2024.0,104,en,0,6.982
2024.0,116,en,0,7.318
2001.0,122,fr,0,7.916
2009.0,87,en,0,7.813
2005.0,188,en,0,6.887
1987.0,100,en,0,7.328
2002.0,85,en,0,7.562
2025.0,95,ko,0,6.226
2021.0,138,en,0,7.063
2024.0,107,es,0,6.381
1993.0,127,en,0,7.965
2016.0,114,en,0,6.935
2025.0,85,en,0,5.592
1990.0,108,en,0,6.3
2023.0,151,fr,0,7.531
2001.0,96,en,0,6.806
1981.0,124,en,0,7.331
2009.0,95,en,0,7.298
2019.0,95,en,0,7.041
2019.0,115,ja,0,6.533
2025.0,36,mn,0,8.0
2025.0,99,ru,0,8.0
1988.0,92,en,0,7.367
2023.0,123,en,0,7.7
2016.0,92,en,0,6.996
2024.0,99,zh,0,6.792
2021.0,114,en,0,7.544
2023.0,103,id,0,5.8
2025.0,107,ja,0,7.778
2025.0,107,en,0,6.913
2020.0,151,en,0,6.375
1980.0,124,en,0,8.392
2025.0,110,ja,0,7.914
2010.0,125,en,0,7.217
1987.0,12,en,0,6.0
2017.0,118,en,0,6.475
2026.0,121,zh,0,8.0
2009.0,127,en,0,7.429
2007.0,113,en,0,7.259
1996.0,98,en,0,7.847
2024.0,123,en,0,6.782
2014.0,92,en,0,6.53
2015.0,93,ja,0,6.857
1989.0,126,en,0,7.2
2024.0,132,en,0,6.9
2005.0,140,en,0,7.46
1998.0,121,en,0,6.822
2025.0,91,en,0,7.328
2022.0,119,ko,0,8.1
2013.0,143,en,0,7.355
2024.0,95,tl,0,5.5
2006.0,90,ja,0,7.814
1995.0,97,en,0,7.257
2025.0,90,en,0,6.8
1997.0,129,en,0,7.568
2003.0,154,en,0,7.598
2022.0,122,en,0,8.05
2025.0,80,fr,0,5.952
2004.0,80,en,0,5.731
2011.0,133,en,0,7.109
2009.0,163,en,0,7.349
2007.0,97,en,0,6.142
2018.0,122,en,0,6.941
2014.0,107,zh,0,4.979
2018.0,105,en,0,0.0
2020.0,70,ko,0,6.9
2025.0,91,es,0,5.37
2024.0,78,en,0,5.28
2025.0,103,it,0,5.784
2007.0,114,en,0,5.588
2011.0,124,en,0,7.004
2025.0,95,en,0,6.2
2010.0,96,en,0,7.017
2016.0,127,en,0,8.047
2021.0,148,en,0,6.345
2024.0,215,en,0,6.96
2025.0,84,en,0,6.123
2025.0,89,en,0,5.688
1995.0,91,en,0,7.134
1968.0,166,it,0,8.3
2006.0,84,en,0,6.368
2026.0,98,es,0,6.536
2026.0,88,ar,0,3.9
2001.0,101,en,0,7.617
2010.0,144,ko,0,7.791
2001.0,90,en,0,6.754
2021.0,124,en,0,7.327
2012.0,130,en,0,6.653
1996.0,97,zh,0,5.7
2025.0,129,en,0,6.719
2025.0,85,es,0,8.262
2024.0,120,en,0,6.89
1991.0,142,en,0,6.837
2013.0,104,en,0,7.0
2021.0,108,en,0,6.322
1994.0,107,en,0,6.646
2025.0,110,ja,0,8.136
2011.0,146,en,0,8.201
2024.0,134,en,0,6.539
2025.0,78,ko,0,0.0
2008.0,89,en,0,6.524
2023.0,105,en,0,7.008
2026.0,109,en,0,6.136
2016.0,96,en,0,7.199
2010.0,100,en,0,5.896
1998.0,82,ja,0,8.301
2010.0,140,en,0,6.6
2023.0,106,en,0,7.719
1986.0,120,en,0,7.742
2006.0,91,en,0,6.716
2025.0,98,en,0,6.6
2010.0,106,en,0,5.9
2014.0,141,en,0,7.328
2015.0,120,en,0,6.786
2025.0,91,en,0,5.945
2014.0,102,en,0,5.516
2008.0,92,en,0,6.69
2004.0,99,en,0,7.539
1993.0,107,en,0,5.549
2004.0,128,en,0,7.35
2017.0,115,en,0,6.434
2023.0,112,ko,0,7.479
2014.0,150,en,0,5.881
2013.0,85,en,0,6.252
1998.0,119,en,0,6.7
2004.0,170,en,0,7.216
2014.0,94,ko,0,4.0
2001.0,135,en,0,7.854
2012.0,150,en,0,6.853
2002.0,93,nl,0,5.8
2015.0,112,en,0,7.152
2002.0,107,en,0,7.045
2025.0,107,en,0,5.9
2007.0,123,en,0,7.637
2025.0,89,en,0,6.923
2019.0,128,en,0,6.412
2004.0,113,en,0,7.572
1979.0,156,it,0,5.979
2016.0,103,en,0,6.028
2020.0,104,en,0,6.341
2004.0,96,en,0,6.566
2024.0,91,ko,0,6.174
2012.0,100,en,0,6.308
1992.0,128,en,0,7.4
2007.0,121,en,0,7.562
2003.0,92,en,0,6.623
2025.0,113,en,0,6.0
2019.0,97,en,0,5.601
2014.0,153,hi,0,7.698
2001.0,122,en,0,7.512
2008.0,106,en,0,6.334
1995.0,127,en,0,6.216
2011.0,113,en,0,6.686
2012.0,142,en,0,7.221
1998.0,151,en,0,6.829
2021.0,61,ko,0,6.522
2003.0,109,en,0,6.185
2022.0,115,en,0,6.7
2022.0,112,pl,0,6.384
2017.0,11,es,0,6.1
2024.0,101,en,0,6.534
2014.0,138,en,0,5.673
2018.0,113,en,0,6.25
1946.0,131,en,0,8.276
1995.0,128,en,0,7.3
2025.0,87,fr,0,7.0
2025.0,83,en,0,6.0
1968.0,112,en,0,7.645
2004.0,99,en,0,6.869
2001.0,90,en,0,6.951
2025.0,135,en,0,7.3
2022.0,142,en,0,6.63
2016.0,138,en,0,7.6
1986.0,89,en,0,7.843
2011.0,112,en,0,6.888
2012.0,101,en,0,7.169
1993.0,121,en,0,7.869
1985.0,114,en,0,7.512
1989.0,108,en,0,6.596
1998.0,172,en,0,5.8
2017.0,123,en,0,7.237
2005.0,134,en,0,7.8
1915.0,27,en,0,5.914
2017.0,126,en,0,6.55
1997.0,150,en,0,7.438
1997.0,129,en,0,7.1
2019.0,119,en,0,7.299
1994.0,116,en,0,7.147
2020.0,87,en,0,8.36
2025.0,109,en,0,7.066
2001.0,113,zh,0,7.2
2003.0,102,en,0,7.4
2013.0,123,en,0,7.731
2019.0,110,ko,0,7.844
2012.0,135,en,0,6.24
2025.0,93,de,0,7.292
2002.0,145,en,0,7.349
2003.0,94,en,0,6.344
2007.0,94,en,0,5.2
2019.0,108,en,0,7.993
2010.0,92,en,0,6.356
2004.0,120,en,0,7.238
2016.0,115,ko,0,0.0
2017.0,110,en,0,5.518
2023.0,148,zh,0,7.1
2024.0,95,sv,0,6.079
2026.0,100,zh,0,6.0
1984.0,106,en,0,7.14
2003.0,85,en,0,7.3
2024.0,116,de,0,6.238
2023.0,105,en,0,5.9
2023.0,124,ja,0,7.403
1999.0,128,en,0,6.285
2014.0,99,en,0,5.789
1998.0,178,en,0,7.357
2015.0,132,en,0,7.058
2016.0,112,en,0,6.047
2017.0,121,en,0,6.961
2023.0,100,en,0,8.554
1965.0,175,en,0,7.731
2008.0,122,en,0,6.018
2018.0,115,en,0,6.439
1951.0,75,en,0,7.188
2025.0,86,en,0,0.0
2006.0,147,en,0,7.364
2002.0,111,en,0,7.14
2003.0,101,en,0,6.722
2012.0,93,en,0,6.626
2025.0,106,id,0,4.0
2011.0,104,en,0,6.734
1962.0,110,en,0,6.99
1995.0,130,en,0,6.898
1990.0,124,en,0,7.0
2018.0,111,en,0,6.125
2014.0,133,en,0,7.413
2012.0,131,en,0,5.882
2008.0,110,en,0,6.526
1959.0,75,en,0,6.943
2025.0,112,en,0,7.0
2024.0,88,en,0,6.25
2015.0,93,en,0,6.736
2025.0,119,id,0,7.0
2025.0,98,es,0,5.6
2024.0,175,te,0,6.915
1992.0,128,en,0,6.934
1993.0,98,en,0,7.003
2025.0,107,en,0,6.399
2025.0,86,en,0,7.685
2007.0,115,en,0,7.434
1995.0,83,ja,0,7.924
2013.0,120,en,0,6.413
2008.0,111,en,0,6.45
1980.0,95,it,0,6.3
1956.0,220,en,0,7.8
2011.0,105,en,0,7.339
2009.0,91,en,0,5.694
2002.0,111,en,0,6.8
2024.0,105,en,0,7.183
2007.0,157,en,0,7.589
1989.0,103,ja,0,7.8
2004.0,80,en,0,5.7
2025.0,105,en,0,6.705
2024.0,60,tl,0,6.1
2018.0,100,en,0,7.596
2009.0,115,en,0,6.081
2019.0,136,en,0,7.156
2019.0,107,fr,0,5.773
2024.0,120,en,0,7.019
1978.0,183,en,0,7.979
2025.0,100,en,0,6.746
2025.0,111,ms,0,9.0
2015.0,131,en,0,6.73
2004.0,146,en,0,7.457
2000.0,97,en,0,7.129
1978.0,91,en,0,7.553
2014.0,116,ja,0,7.976
2023.0,112,en,0,7.292
2018.0,114,en,0,6.719
1985.0,96,en,0,6.657
2017.0,107,es,0,8.087
2002.0,92,en,0,6.719
2006.0,109,en,0,7.611
2025.0,118,tr,0,7.487
2023.0,158,en,0,6.3
2019.0,71,ko,0,5.776
2023.0,122,en,0,7.392
2016.0,108,en,0,7.122
2014.0,110,en,0,5.871
2024.0,134,ko,0,7.51
2018.0,140,en,0,6.856
2009.0,99,en,0,6.673
1989.0,127,en,0,7.8
2026.0,103,en,0,0.0
2008.0,108,en,0,6.976
2016.0,89,en,0,7.015
1964.0,139,en,0,7.547
2002.0,84,en,0,4.75
1962.0,228,en,0,7.994
2014.0,120,en,0,7.444
2024.0,147,kn,0,4.517
2003.0,84,en,0,5.962
2013.0,106,en,0,6.239
2025.0,103,de,0,6.128
2022.0,100,en,0,7.53
2025.0,119,zh,0,8.442
2024.0,92,en,0,6.736
1989.0,108,en,0,7.775
2022.0,102,en,0,7.036
1962.0,129,en,0,8.0
2010.0,118,en,0,6.792
2005.0,90,en,0,6.48
2012.0,106,en,0,6.539
2012.0,22,es,0,4.889
2024.0,99,en,0,6.7
2024.0,131,en,0,6.948
1994.0,123,en,0,7.4
1999.0,105,en,0,7.188
1965.0,130,en,0,6.672
2016.0,122,en,0,5.918
1997.0,109,en,0,6.161
2020.0,109,en,0,6.884
2022.0,122,ja,0,7.89
2018.0,135,en,0,6.557
2000.0,123,en,0,6.14
2012.0,109,en,0,6.884
2016.0,123,en,0,6.371
1997.0,139,en,0,7.051
2024.0,113,ko,0,4.975
1987.0,110,en,0,7.286
2025.0,112,en,0,6.401
2019.0,132,en,0,6.98
2018.0,126,ko,0,7.893
2018.0,121,en,0,6.783
1995.0,136,en,0,7.424
2018.0,116,en,0,5.9
2001.0,183,en,0,6.939
2025.0,92,en,0,6.4
2004.0,127,en,0,7.299
2017.0,137,en,0,6.63
1967.0,131,en,0,5.3
2017.0,114,en,0,6.706
2018.0,85,en,0,6.876
2010.0,105,en,0,6.336
2010.0,122,es,0,7.724
1998.0,101,en,0,6.2
2025.0,133,en,0,6.213
2024.0,90,fr,0,5.794
1981.0,123,fr,0,6.5
1985.0,90,en,0,6.69
2018.0,136,en,0,7.495
2023.0,118,en,0,7.938
2001.0,106,es,0,7.417
2003.0,138,en,0,7.7
2014.0,100,en,0,7.421
1995.0,119,en,0,6.828
2019.0,123,en,0,7.043
2015.0,96,en,0,6.092
2025.0,94,en,0,7.13
2023.0,124,ja,0,7.785
2025.0,95,en,0,6.174
1984.0,105,en,0,7.2
2016.0,108,ko,0,7.16
1997.0,119,en,0,6.377
2002.0,100,en,0,6.9
2023.0,128,en,0,6.646
2024.0,20,pt,0,0.0
2020.0,115,en,0,6.837
2007.0,107,en,0,6.843
2017.0,104,en,0,6.448
2023.0,103,en,0,6.7
2016.0,105,fr,0,5.5
2022.0,126,en,0,7.753
1995.0,131,en,0,5.587
1992.0,135,en,0,7.409
1996.0,137,en,0,7.14
2024.0,105,hi,0,7.111
2018.0,94,de,0,6.615
2002.0,95,en,0,7.638
2026.0,90,en,0,0.0
2008.0,94,en,0,7.817
1993.0,120,en,0,7.377
2016.0,99,en,0,6.218
2014.0,98,en,0,7.417
2010.0,111,en,0,6.706
2024.0,140,en,0,7.081
2012.0,120,en,0,7.3
2017.0,113,en,0,8.109
2023.0,116,en,0,7.1
2013.0,134,en,0,7.933
2005.0,106,en,0,6.318
2017.0,107,en,0,7.433
1997.0,154,en,0,7.359
2024.0,94,en,0,6.5
2024.0,108,en,0,6.539
1973.0,89,en,0,6.8
2023.0,28,hi,0,6.071
2020.0,113,en,0,7.668
1984.0,127,en,0,7.2
1988.0,86,en,0,7.267
2013.0,132,en,0,7.32
1943.0,98,en,0,8.143
1955.0,88,sv,0,7.0
2022.0,127,en,0,6.417
2016.0,144,en,0,7.273
2020.0,95,ko,0,5.5
1989.0,104,en,0,6.5
2013.0,92,en,0,6.023
2002.0,133,en,0,5.998
2021.0,131,en,0,6.721
2023.0,92,tl,0,4.143
2026.0,86,es,0,0.0
2015.0,92,en,0,5.7
1999.0,86,en,0,7.949
2024.0,145,ta,0,7.3
1995.0,190,hi,0,8.517
2023.0,140,en,0,7.5
1995.0,92,en,0,6.261
2012.0,127,en,0,7.406
1998.0,99,en,0,7.3
1967.0,117,en,0,6.594
2024.0,89,fr,0,6.526
2012.0,86,en,0,6.523
2019.0,105,en,0,6.908
2025.0,95,en,0,6.295
2007.0,90,en,0,6.483
2025.0,97,en,0,6.9
2006.0,103,en,0,6.454
1973.0,93,it,0,7.3
2009.0,60,en,0,0.0
2023.0,134,en,0,7.013
2001.0,124,en,0,6.692
2023.0,113,en,0,6.461
2025.0,95,da,0,7.5
1992.0,126,zh,0,7.5
2021.0,128,en,0,6.338
1998.0,86,fr,0,6.718
2016.0,122,en,0,6.783
2025.0,174,ja,0,8.1
1993.0,131,en,0,7.469
2025.0,94,en,0,5.897
2006.0,91,en,0,6.707
2016.0,97,en,0,6.253
2017.0,119,en,0,6.818
2013.0,114,en,0,7.212
1993.0,115,en,0,6.753
2011.0,93,en,0,7.307
2018.0,100,en,0,7.501
1968.0,71,en,0,5.465
2025.0,119,id,0,8.3
2019.0,116,en,0,6.951
2015.0,130,en,0,6.29
2017.0,79,ko,0,5.8
2007.0,128,en,0,6.638
2019.0,89,en,0,6.53
2019.0,118,en,0,6.353
2010.0,112,en,0,7.0
2016.0,92,en,0,6.63
1993.0,130,en,0,7.576
2003.0,131,ko,0,8.054
2021.0,118,en,0,6.744
1999.0,84,en,0,6.068
2024.0,99,fr,0,6.153
2024.0,58,ja,0,8.079
1996.0,130,en,0,7.656
2021.0,100,zh,0,6.821
1942.0,69,en,0,7.008
1997.0,87,ja,0,8.3
2025.0,110,en,0,6.7
2010.0,108,en,0,6.503
1986.0,116,en,0,6.862
2022.0,116,en,0,6.873
1984.0,97,de,0,7.209
2025.0,107,fr,0,5.8
2000.0,98,en,0,5.9
2000.0,120,zh,0,7.434
2015.0,123,en,0,7.362
2011.0,93,en,0,5.716
2004.0,101,en,0,7.052
2018.0,119,ja,0,6.444
2002.0,96,ko,0,6.134
2025.0,155,hi,0,7.179
1990.0,119,en,0,7.489
2025.0,99,en,0,5.692
2013.0,91,en,0,7.166
1967.0,78,en,0,7.277
2014.0,126,en,0,6.205
2018.0,130,en,0,7.029
2009.0,129,en,0,7.216
2023.0,110,en,0,6.653
1970.0,92,en,0,5.561
1996.0,113,en,0,6.291
2019.0,88,en,0,6.8
1986.0,101,en,0,7.3
2008.0,92,en,0,6.351
2014.0,101,en,0,6.522
2013.0,128,ko,0,7.9
1997.0,125,en,0,4.386
2002.0,168,en,0,7.314
2023.0,93,en,0,8.1
2016.0,101,ja,0,7.108
2006.0,143,en,0,7.555
1979.0,115,en,0,6.604
2017.0,104,en,0,7.2
2002.0,83,en,0,7.687
2003.0,111,en,0,7.191
2021.0,110,en,0,6.992
1981.0,85,en,0,7.275
1992.0,93,it,0,5.013
2025.0,94,en,0,6.337
2002.0,96,en,0,6.512
1984.0,136,en,0,6.181
1988.0,117,en,0,6.879
2018.0,112,en,0,7.162
2013.0,105,en,0,7.079
2015.0,112,en,0,7.47
2024.0,93,en,0,6.286
1982.0,130,en,0,6.8
2025.0,95,en,0,5.746
2005.0,119,en,0,7.4
1997.0,90,en,0,5.3
2025.0,86,en,0,5.647
2025.0,95,nl,0,5.908
1975.0,124,en,0,7.844
1990.0,107,en,0,7.745
2025.0,95,en,0,5.671
2017.0,94,en,0,6.269
1986.0,120,en,0,7.6
1985.0,98,en,0,7.725
2026.0,105,pt,0,0.0
1989.0,114,en,0,7.026
2022.0,105,en,0,6.296
2013.0,138,en,0,6.855
2005.0,81,en,0,6.269
2011.0,125,en,0,6.508
2023.0,99,tl,0,3.5
2020.0,90,en,0,6.635
2008.0,112,en,0,5.513
2006.0,107,en,0,6.454
2002.0,96,en,0,7.565
2025.0,97,en,0,6.318
2023.0,104,id,0,6.0
1993.0,87,en,0,6.16
2023.0,73,en,0,4.6
2017.0,97,ja,0,6.91
2006.0,107,en,0,6.3
2009.0,107,en,0,5.988
2025.0,126,en,0,6.26
2021.0,80,es,0,6.655
1960.0,197,en,0,7.537
2024.0,110,ja,0,7.221
2015.0,137,en,0,6.901
2011.0,95,en,0,5.8
2006.0,130,en,0,6.708
1991.0,85,en,0,6.6
2024.0,89,en,0,6.21
1995.0,140,en,0,7.452
1997.0,156,en,0,7.628
2023.0,118,en,0,6.583
1965.0,132,it,0,8.015
2016.0,123,en,0,6.397
2024.0,118,en,0,6.677
2012.0,91,en,0,5.471
2024.0,110,en,0,7.154
2020.0,104,en,0,6.978
2016.0,116,en,0,7.127
2025.0,106,ja,0,6.901
1995.0,135,en,0,6.217
2007.0,93,en,0,4.915
2014.0,103,en,0,6.5
2015.0,115,en,0,6.843
2001.0,89,en,0,6.216
2009.0,94,en,0,3.5
2006.0,126,en,0,6.875
2026.0,116,en,0,7.0
1977.0,89,en,0,7.3
2021.0,110,en,0,6.605
2003.0,122,en,0,6.846
2021.0,153,en,0,7.414
1992.0,124,en,0,7.196
2004.0,98,en,0,6.766
2009.0,105,en,0,6.152
2021.0,107,en,0,7.337
2013.0,72,fr,0,4.5
2010.0,115,en,0,5.0
1976.0,98,en,0,7.328
2020.0,98,ko,0,7.214
2011.0,93,en,0,6.3
2015.0,84,en,0,6.074
2012.0,97,en,0,7.372
2025.0,78,fr,0,7.9
2011.0,91,en,0,5.518
2001.0,133,en,0,6.867
2026.0,146,ko,0,8.417
2011.0,103,en,0,5.759
2021.0,106,en,0,6.57
2010.0,110,en,0,7.304
2025.0,109,fr,0,6.078
2025.0,96,en,0,6.645
2022.0,101,en,0,7.666
1992.0,114,en,0,6.376
2025.0,96,id,0,2.667
2005.0,113,en,0,6.022
2014.0,93,en,0,6.734
2023.0,88,en,0,7.009
2019.0,129,en,0,6.663
2013.0,105,en,0,6.933
2014.0,112,en,0,6.191
2025.0,98,en,0,6.436
2016.0,113,en,0,6.56
1986.0,125,ja,0,7.971
2001.0,151,hi,0,3.5
2026.0,103,en,0,5.7
2008.0,88,en,0,6.157
2025.0,102,en,0,6.527
2012.0,115,en,0,7.066
2000.0,98,en,0,5.823
2014.0,103,en,0,6.629
2016.0,90,en,0,6.096
2011.0,102,en,0,6.9
1990.0,181,en,0,7.833
2018.0,134,en,0,6.8
2020.0,124,en,0,7.1
2004.0,92,en,0,6.614
2025.0,97,en,0,6.7
2015.0,110,ko,0,5.727
2017.0,115,en,0,8.061
1986.0,96,en,0,7.429
2022.0,139,ko,0,7.323
2011.0,95,en,0,5.008
2025.0,106,fr,0,7.326
2012.0,91,en,0,6.364
1994.0,105,en,0,7.165
2006.0,90,en,0,5.909
2000.0,98,en,0,6.629
2025.0,130,en,0,7.085
2024.0,101,en,0,5.9
2015.0,99,en,0,6.312
2016.0,92,ko,0,6.1
2008.0,123,en,0,6.692
2020.0,110,es,0,2.0
2004.0,35,ru,0,5.6
2025.0,121,ko,0,8.356
1996.0,92,en,0,6.669
2024.0,104,en,0,6.401
2021.0,103,tl,0,5.1
2022.0,135,en,0,7.622
1998.0,95,en,0,5.2
1978.0,86,it,0,4.9
1992.0,100,en,0,6.826
2024.0,122,en,0,6.879
2025.0,81,en,0,7.632
2008.0,106,en,0,6.292
2004.0,132,en,0,7.954
2000.0,113,en,0,7.6
2012.0,122,ko,0,5.826
2022.0,103,en,0,5.8
1940.0,88,en,0,7.102
1972.0,134,en,0,7.1
2015.0,119,en,0,7.026
2014.0,112,en,0,6.827
2019.0,112,ja,0,7.982
2015.0,91,en,0,6.418
2025.0,83,en,0,6.753
1998.0,122,en,0,6.958
1992.0,156,en,0,7.78
1994.0,104,it,0,4.0
2002.0,99,zh,0,7.508
2025.0,105,ja,0,7.3
2022.0,105,en,0,6.883
1974.0,83,en,0,7.282
1982.0,96,en,0,6.636
2015.0,94,en,0,6.791
2008.0,116,en,0,7.987
2013.0,109,en,0,6.514
2010.0,113,en,0,7.485
2025.0,44,en,0,6.9
2018.0,73,ko,0,4.9
1991.0,100,en,0,7.065
2013.0,134,en,0,7.538
2012.0,99,en,0,5.8
2023.0,108,en,0,6.4
2010.0,116,en,0,6.296
2023.0,92,en,0,6.0
2025.0,71,tl,0,7.4
2021.0,144,en,0,7.604
2025.0,98,es,0,6.1
2008.0,146,en,0,6.56
2008.0,98,en,0,6.535
2017.0,125,en,0,7.356
2004.0,125,en,0,6.564
2025.0,133,id,0,7.9
2014.0,87,en,0,6.174
2015.0,97,zh,0,5.4
1979.0,126,en,0,6.181
2000.0,105,en,0,6.8
2000.0,106,en,0,7.142
2024.0,100,ko,0,6.638
2023.0,107,en,0,6.9
2000.0,82,en,0,6.552
1964.0,99,it,0,7.826
2004.0,124,en,0,6.355
2023.0,99,pt,0,6.295
1997.0,107,en,0,7.565
1983.0,1,en,0,0.0
1991.0,98,zh,0,6.0
2000.0,96,en,0,5.45
2024.0,106,en,0,6.83
2020.0,125,en,0,7.0
2025.0,79,en,0,5.0
1973.0,108,en,0,7.112
2024.0,93,en,0,6.345
2025.0,89,en,0,7.518
2008.0,109,en,0,7.085
2009.0,95,ja,0,7.384
2024.0,116,en,0,6.79
2016.0,99,en,0,6.136
1994.0,103,zh,0,8.0
1998.0,96,ja,0,6.946
2023.0,119,en,0,6.8
2006.0,105,en,0,6.813
2003.0,110,en,0,6.785
2004.0,100,en,0,6.724
1987.0,89,en,0,6.851
2010.0,96,en,0,7.55
2013.0,92,fr,0,6.5
2022.0,104,en,0,6.998
2007.0,113,en,0,6.431
2004.0,95,en,0,6.59
2018.0,97,en,0,7.244
1994.0,141,en,0,7.084
1990.0,110,en,0,6.7
2025.0,100,es,0,6.118
2019.0,113,en,0,7.879
1984.0,97,en,0,6.7
2010.0,148,es,0,7.885
1992.0,81,es,0,4.7
2023.0,98,en,0,6.717
2026.0,95,en,0,6.333
2003.0,123,en,0,6.4
2012.0,94,en,0,6.497
2024.0,111,en,0,5.8
2021.0,110,en,0,5.956
1960.0,127,en,0,7.508
1963.0,115,en,0,7.066
1994.0,102,en,0,7.518
2025.0,95,en,0,6.3
2025.0,109,de,0,6.61
2022.0,126,en,0,7.528
1970.0,78,en,0,7.294
2001.0,172,ta,0,5.8
2020.0,114,pl,0,7.004
2003.0,97,en,0,6.664
1992.0,112,en,0,7.384
1988.0,87,en,0,6.738
2007.0,108,en,0,6.959
1955.0,76,en,0,7.1
2018.0,112,en,0,6.6
2014.0,63,ja,0,5.278
2009.0,121,en,0,6.239
2008.0,111,en,0,6.556
2004.0,82,ja,0,7.299
1979.0,162,ru,0,8.1
2011.0,112,en,0,6.77
1984.0,117,ja,0,7.946
2025.0,173,hi,0,5.875
2025.0,89,fr,0,7.842
2011.0,106,en,0,6.6
2007.0,92,en,0,5.831
1988.0,124,it,0,8.424
2003.0,146,en,0,6.656
2026.0,123,en,0,7.536
1983.0,110,it,0,5.968
1983.0,121,en,0,6.051
2008.0,110,en,0,6.991
1995.0,100,en,0,6.335
2006.0,93,en,0,5.478
2019.0,109,en,0,8.177
2000.0,100,en,0,6.268
1996.0,147,en,0,7.602
2011.0,100,es,0,7.224
2016.0,85,ko,0,6.0
2022.0,121,en,0,6.168
2025.0,98,en,0,3.2
2015.0,118,en,0,8.0
2011.0,140,en,0,7.845
1993.0,105,en,0,6.736
1992.0,126,en,0,6.9
2024.0,138,pt,0,7.894
2005.0,87,en,0,5.148
2013.0,91,en,0,5.526
2011.0,113,en,0,5.309
2025.0,115,ja,0,7.4
2014.0,102,en,0,6.115
2016.0,89,en,0,5.75
2014.0,117,en,0,6.892
1989.0,97,en,0,6.839
1980.0,95,en,0,6.402
1981.0,141,en,0,7.0
2017.0,95,en,0,5.788
2005.0,97,en,0,6.688
2011.0,107,en,0,6.9
1982.0,123,pt,0,5.8
2011.0,114,en,0,5.177
2006.0,91,it,0,7.736
2021.0,115,en,0,3.9
2017.0,110,en,0,6.605
1997.0,93,en,0,5.655
2025.0,93,en,0,6.269
1999.0,181,en,0,6.463
2007.0,148,en,0,7.8
2025.0,105,th,0,3.5
2025.0,120,en,0,6.741
2025.0,87,en,0,5.551
2025.0,100,fr,0,6.3
2012.0,138,en,0,6.856
2010.0,119,ko,0,7.699
2025.0,114,es,0,6.561
2024.0,103,en,0,6.309
2025.0,125,en,0,6.484
2024.0,164,en,0,6.502
2015.0,127,en,0,5.456
2009.0,94,en,0,6.239
2008.0,98,en,0,5.3
2025.0,113,en,0,7.013
2018.0,94,en,0,6.2
2018.0,100,en,0,6.847
2019.0,109,en,0,7.484
2015.0,115,zh,0,6.072
1991.0,122,en,0,7.155
2018.0,95,ko,0,7.278
1999.0,123,en,0,6.469
2004.0,77,en,0,6.58
2010.0,88,en,0,5.2
2021.0,108,sv,0,6.281
2010.0,125,en,0,5.919
2011.0,124,en,0,5.8
1999.0,140,en,0,7.201
2002.0,106,en,0,6.702
2024.0,49,tl,0,5.7
2025.0,84,fr,0,5.382
2024.0,105,en,0,5.56
2023.0,118,en,0,7.182
2022.0,96,en,0,5.998
2017.0,92,en,0,6.793
2017.0,98,en,0,6.258
2022.0,117,en,0,7.779
2019.0,95,es,0,6.969
1941.0,64,en,0,6.986
2025.0,104,th,0,6.441
2001.0,100,en,0,6.558
2024.0,45,tl,0,4.571
1981.0,90,en,0,4.6
2022.0,104,no,0,6.57
2024.0,114,en,0,6.878
2016.0,109,ja,0,6.066
1998.0,95,zh,0,6.2
2024.0,90,en,0,6.766
2013.0,115,en,0,6.722
2011.0,140,de,0,6.567
2019.0,101,en,0,6.281
2014.0,95,en,0,7.5
1968.0,103,fr,0,6.21
2010.0,107,fr,0,6.25
2019.0,116,en,0,8.221
1974.0,95,fr,0,6.0
1996.0,139,en,0,6.974
2018.0,97,fr,0,7.05
1989.0,133,en,0,6.43
2000.0,98,en,0,4.8
2025.0,122,en,0,6.216
2008.0,78,en,0,6.916
2014.0,120,ja,0,7.702
2008.0,87,en,0,5.9
2024.0,101,es,0,5.568
2026.0,104,en,0,2.9
2003.0,105,th,0,7.131
2015.0,96,en,0,6.294
2024.0,4,en,0,0.0
1996.0,149,en,0,7.386
2007.0,63,ja,0,7.295
2025.0,95,en,0,6.068
1971.0,120,en,0,6.405
2009.0,102,en,0,6.313
2022.0,102,en,0,7.237
2022.0,115,tl,0,5.0
2025.0,111,en,0,6.6
2016.0,109,en,0,6.528
2025.0,118,zh,0,7.805
1966.0,134,en,0,6.3
2025.0,117,en,0,6.95
2016.0,109,en,0,5.914
2024.0,78,fr,0,6.312
2000.0,154,es,0,7.633
2024.0,112,en,0,5.879
2018.0,101,en,0,7.844
1981.0,98,ja,0,3.0
2023.0,90,en,0,4.95
1988.0,92,en,0,7.0
1988.0,134,en,0,7.749
2025.0,5,en,0,0.0
2006.0,83,en,0,6.6
2022.0,120,uk,0,7.636
2019.0,98,en,0,6.6
2011.0,101,en,0,5.967
1985.0,91,en,0,7.08
2019.0,121,fr,0,8.109
2026.0,50,en,0,8.75
2011.0,93,en,0,6.5
2013.0,134,ko,0,7.429
1989.0,122,en,0,7.48
2012.0,84,en,0,6.841
2026.0,102,en,0,7.7
1998.0,125,en,0,7.1
2018.0,119,en,0,4.767
2024.0,113,en,0,7.3
2008.0,105,en,0,6.291
1992.0,92,zh,0,5.2
2008.0,98,en,0,6.559
1981.0,96,en,0,7.386
2011.0,111,en,0,6.6
