Movie_id,Popularity
11852,4.3862
659,4.8334
454467,4.3452
5528,4.7881
454622,3.5711
9461,4.54
38753,3.0624
528549,6.2493
9753,4.8479
11220,4.9536
773736,4.256
1210132,3.2892
68728,4.3566
11153,3.6588
9667,4.3738
10874,3.702
895959,3.2265
792678,4.179
30666,4.2326
213,4.3958
226369,3.8158
72559,4.8369
22949,3.6715
185254,3.61
645708,4.0287
88273,3.4507
59058,3.696
11237,4.0132
426970,4.0899
1182047,5.6387
218898,3.9274
1291202,4.462
83542,4.1961
10226,3.4322
152584,4.6205
24734,3.6682
13492,4.443
1214138,4.1565
803208,4.5018
513310,4.1483
33410,3.1783
492104,4.5555
11474,4.7084
938614,4.2725
840430,5.2796
13809,4.8555
248212,4.2618
26830,3.6977
317578,4.1519
199198,3.5674
46581,4.7332
536396,3.9993
58574,4.5534
513223,4.296
377985,4.2019
9348,4.3157
121875,4.3912
339395,4.3202
1712,4.522
1367,4.475
710295,5.052
1340206,4.4149
452643,2.3767
50839,5.1258
848058,4.6163
1177908,5.613
1214130,4.0146
14597,4.5216
412924,3.8774
112963,3.4872
73582,4.3716
35327,3.927
312750,3.8564
32528,3.7802
15259,3.8851
721741,3.5912
12715,4.1158
1272405,3.9182
16558,4.1028
390062,5.5973
6637,5.7661
59961,5.2413
107985,3.5366
325358,4.6478
510355,3.8933
1048241,4.3819
474392,4.5856
89492,3.8495
496450,5.6163
296524,5.2282
9366,5.2611
340102,3.6239
17899,4.4606
1134433,4.3588
303281,3.7673
282608,4.2329
340666,5.0641
157353,4.6397
531309,4.6289
539181,3.5866
682,4.8776
1196364,3.976
1226281,3.9349
39412,4.2182
934632,3.8557
8741,4.5314
4148,5.028
39104,3.5373
99099,4.1225
64807,4.1075
1055432,4.5796
81005,5.2002
1440,4.2509
30666,4.2326
7229,4.7003
505638,4.2952
17903,4.6692
9549,4.0748
801320,3.7253
1358491,4.2066
432787,3.5363
11387,4.0388
669444,3.8092
16910,4.0668
1378756,4.437
235271,4.5578
1223422,4.3303
26466,5.0496
377399,3.705
323954,3.6624
816,4.3878
10874,3.702
9830,4.0387
10336,4.311
8292,5.1511
458005,3.6412
773736,4.256
1951,4.4098
8617,4.7742
1103857,4.1711
373723,4.1822
15058,4.4908
3597,3.9201
642322,4.2217
546726,4.3195
42172,4.4392
1317938,4.8283
1323784,4.5529
295485,3.738
1005685,3.4606
1570282,3.5868
257680,4.1538
41177,3.4405
1373445,3.6559
475215,3.9487
298250,3.7573
493775,3.8162
64686,4.7619
31598,4.0916
1014566,4.7877
360778,3.4673
75174,4.6574
39857,3.6649
77233,3.4943
1395251,4.0683
166424,4.8024
18633,4.3399
1617412,4.2231
421658,4.906
13614,3.7667
274795,3.8236
892120,4.1149
446893,4.9617
1955,5.5306
1449400,4.0285
1450529,3.9898
1547,4.4794
353257,3.7823
18183,3.8329
753336,4.8288
1312867,3.7472
1151949,5.3601
9032,4.5952
14756,4.2438
1213199,3.209
26513,4.0938
350839,3.5736
9988,4.0857
175574,4.6278
32528,3.7802
1318413,3.2776
19721,3.8655
312791,3.9889
40156,4.4735
1025234,3.904
11852,4.3862
45411,3.5713
474412,4.4142
267999,4.2589
12437,5.0526
455980,4.1519
1436835,3.7295
8195,6.1822
12254,3.7179
796185,6.1774
249836,3.5808
28032,3.9887
30618,4.2796
1269838,4.3079
46146,4.3584
248212,4.2618
230179,4.7729
1479178,3.5213
1237601,4.0424
85311,2.9512
560057,5.3526
1422227,4.1741
417320,5.2118
272548,3.9111
65345,4.0468
13387,4.8275
309809,3.7799
9522,4.9543
345911,3.5626
134764,4.6333
41289,3.9008
290595,4.8361
291876,4.3301
1094274,4.153
1586841,4.3565
11619,4.5342
12437,5.0526
20542,4.2117
50035,3.9935
1269838,4.3079
660335,4.7584
1412,4.1644
9762,5.9891
1134278,3.8901
721741,3.5912
15092,5.3009
457232,4.1886
842544,5.0031
996067,4.3505
71880,3.67
634,4.4587
227159,5.2916
1331375,4.051
17845,3.9948
602063,4.6006
16314,3.843
14137,4.1377
249527,3.4192
955555,4.0329
942880,3.7765
59859,5.428
50839,5.1258
25,3.3861
561246,2.0856
9772,4.4247
923,3.3969
50791,3.6896
23966,3.7499
1450529,3.9898
645788,5.1351
29556,3.3653
123553,5.384
884,5.4493
756,3.8154
1103856,4.5594
363157,3.3945
295448,3.6426
11212,4.0511
942880,3.7765
921711,3.7599
1112552,3.3972
1530127,3.8676
390845,3.8543
1313330,3.6524
1297028,4.578
381318,4.1685
1174128,3.4709
387626,3.314
9471,3.5595
1261543,3.5227
802,3.7483
1450379,2.5139
195589,4.4671
239182,4.1435
850165,5.1207
16308,3.7125
1022690,3.5622
1246,5.231
1991,5.2039
34314,3.9391
1147400,4.6251
98205,4.1676
857879,3.1594
409,3.4821
257094,3.2414
1883,4.0158
1597,3.9971
1246,5.231
9355,4.3683
921711,3.7599
1401281,4.8241
11253,5.3493
10588,4.5706
80274,4.3678
130150,4.3949
628707,3.8194
499701,3.8874
55382,3.6295
1056803,3.9185
1064451,4.206
154122,4.0241
665488,3.7263
553087,5.2693
740903,3.78
1263868,4.2356
9889,4.4949
578701,4.4442
36593,3.9953
76617,3.9447
284,4.2009
27022,5.3352
1863,4.0015
62029,3.9715
265272,4.1526
420187,3.7321
379149,5.0345
34314,3.9391
253822,4.2271
6075,4.9479
844185,4.2876
613,3.945
872170,3.6418
646097,6.2361
453405,4.1858
552178,5.2611
1132079,3.7493
10590,3.5788
960875,3.7826
518490,3.8146
332567,4.3529
13387,4.8275
10439,4.266
858017,4.7562
763788,4.8487
3175,3.9771
16577,4.2846
8292,5.1511
80271,4.6686
961268,5.3898
352024,3.8144
21972,2.9809
136244,3.7663
249418,3.9715
253412,6.126
172187,3.4951
340601,3.8408
20653,4.0944
1788,4.4089
609,4.6687
1526650,3.2459
1049,4.0707
276951,3.1245
60495,4.2421
23047,4.5396
1166589,3.9217
11005,5.7666
9955,4.4989
42318,4.2089
9567,4.7199
180299,4.4311
76640,4.8107
217323,3.4509
1289936,4.6873
4147,4.9638
37308,3.9414
473019,3.7606
1096197,5.0245
171769,3.713
653863,4.2301
15050,3.8338
552178,5.2611
8393,4.4408
70006,4.4956
402370,3.924
9987,4.011
1142250,4.0844
1180629,3.6977
10897,3.9876
14438,3.8875
1443735,3.4784
8321,4.5278
970450,3.9224
1445698,3.2292
402293,3.2374
74959,4.1376
60304,5.1749
747185,3.9503
452970,3.9026
1132079,3.7493
9472,4.1709
22947,4.4944
291379,3.4595
1083420,4.0279
186,4.8949
11679,4.1243
35371,4.0114
17186,3.8861
58646,3.6802
9772,4.4247
635731,4.1694
152532,4.4998
931285,10.9663
429351,4.1537
313297,2.8976
977294,4.8157
18193,3.925
381318,4.1685
12778,3.6137
9488,3.2918
799533,3.8443
1316427,4.0445
67628,4.6589
1339173,4.9597
73750,3.2383
1075794,4.4589
659954,3.9601
449574,4.007
354251,4.0862
164901,3.9466
93858,4.0819
791523,3.9062
698128,4.0124
10229,4.9417
37931,3.6094
80184,3.4605
1254786,4.3309
776305,4.5576
594571,4.1225
14670,4.1134
939914,3.9473
478798,4.1283
48343,3.7857
10731,4.3317
492105,4.2633
323020,3.653
955222,3.6844
57819,4.1246
395991,5.3292
9078,3.8347
98584,4.5978
9714,5.344
195589,4.4671
419116,3.6146
406240,3.3822
1991,5.2039
26625,3.4904
2021,3.7856
6978,3.59
40264,4.5948
2728,4.7666
1078600,4.3822
1119774,4.1643
10439,4.266
55301,3.9869
239578,4.1652
1362315,3.6012
1053630,4.1099
1422227,4.1741
508042,3.797
527776,4.5837
5689,5.2575
816904,3.8366
34016,3.9319
